	verdict	indexes
24	198651.json	"[1012  314  390  913  391  880  371  569  607  336  306 1021 1097  782
 1072  538  307 1336  781  435 1255 1128  956  777 1322 1305   19 1378
  358 1179 1217  863  549  959  904 1281  225  328  951 1138  564  100
   23  858  507  530 1063  554 1110    7  985  586  632 1009  939  484
 1237  919  423  496  920 1060  310  219 1266  276  804  342  457 1269
  884  581  151  709  848  876  713  914   58  114  640  288 1366  563
 1334  348 1189 1292  695 1168 1124  115 1385 1274 1071  883  329  830
  167  889]"
25	198652.json	"[ 468 1110  837  789  153 1036   33  892  435 1182 1172  434 1195  379
  370  501  999 1158 1370  147  756  206 1375  861  384  593  175  506
 1385  331 1286  762  810  934 1259 1210   12 1194  165 1107  486 1345
  954 1310   86  716  909 1048  969   52 1372 1140 1228  161  995  953
  287  907  525  885 1304 1129  869  418   43  265  840  809  660 1071
  799  882  378  485  775  541  866 1094 1010  409 1098  657  504 1060
  912  118 1359  754 1108  288  978  893  181  784  217  396  309  960
  497  819]"
26	198653.json	"[1258  917 1201  999 1166  248 1000 1218  676  365 1154  878 1053   12
  417  957 1158  647  284  345  434  954 1002  809 1054 1194 1207 1146
  329  767  473  470   83  165  372  397  489  153 1164  400 1026  590
  841 1069 1126  432  664 1163 1219 1214  370 1344 1360  577  302  837
  944 1352  712  690 1195 1135  542  995  438 1186  730  381  859 1293
  754  541  893 1210  905 1358  598 1071 1373  206 1182 1125 1061 1394
  990  103 1171  587  857  717  634   73  892 1003  325 1049  953 1285
 1335  882]"
27	198654.json	"[ 851  151    7  100  913 1239  301 1323  300 1336  617 1300 1322  569
  391  261 1045  484  764  966  880  293 1237  390 1037  228  235 1189
  348 1217  219  914  745  368   58  863  802  607  781  919  122 1272
  581  314  327   19  346 1060  231  115  288  649  939  586  530  843
  956 1280  695  328 1305  239 1040 1105  242  128  307  336 1292 1361
 1369  182  352 1256 1085 1281  640 1072 1202  804  718   23  104  114
 1138  285  922  298  889  347  782  342  278  830  538  280   69  197
  496  240]"
28	198655.json	"[ 731  630 1297  173  950 1354 1031  140 1305  200  372 1313  456 1089
  412  709   67  156  540 1008  235  740  285  910  108 1289 1072  956
  329  518 1058  435 1172  314 1240  547  116  537  913  587 1198  996
  690  792  741 1302  195 1005  748  661 1036 1049  615 1081 1060  526
  405  614  880 1137  328 1048  461  909 1135  320 1249  288   38  517
  648 1336  318  732 1127    8 1092 1288 1014   86  569  452 1110  967
  358  175  872  554 1312  983  422  101  100  174  903 1304  978   73
  519  479]"
29	198656.json	"[1313 1072  740 1217  956  314 1305  391  884   20  317  188  313  329
 1058 1125  589  428  554 1185  398  518  549  328  665  102  435  686
  978  202  599  371  372  390 1381  848  979  591   19  742  336  358
 1060  630  509  305   66  530  801 1255 1135 1082  709  797 1036  260
  479  777  833  690  715  406  666  794  154  127  611 1225  939  952
  705  273 1050 1278 1014  458  950  306 1370  713  913  938  119  393
  100  830 1049   88 1280   62 1109 1301  904  624  850 1304 1015  153
  607  407]"
30	198657.json	"[1258 1201   12 1172 1166 1194  664  206  999 1089 1354 1054 1049  957
 1108  647  719  187  587 1135 1210  302 1158 1195  161  365  193 1110
  372  434  153  954  486  329    8  837  934  661  712  736 1394  598
 1219  731  841  866 1207 1228  557  397  103  809  690 1273  944  331
  953 1002  541  882   86 1000  676   73 1053  762  547  284  165  304
 1146  273  852  435  645  893  593  892 1335  473  179   95 1385  183
  370  730  998 1345  287  189  964  857  869  684  479 1375 1248  489
  784 1003]"
31	198658.json	"[ 909   69  529  220  283 1198  174   39  985  687  709 1315  782  118
  956  314  517  903 1251  872  835  433 1255 1029  465  579  336 1098
   41 1039   67  941  410  233  439 1021 1058  461  911  289 1030  310
  924 1127  904 1205 1138  863 1238  574  984  531   71 1269  876  568
  357  347  780  688  729  129  278  385 1204  880  456 1059  133  298
  951  474  210  149 1189  867 1213  739  352  660 1263  328  223 1318
 1281  965  593  453 1257 1341 1306  918  564  565 1106  843  178  569
  538  348]"
32	198660.json	"[ 208  499   31 1112  982  787  761   49  275   66 1371  337  406 1007
  629  666  425  366 1125  302  944  249 1123 1216  393  624  712  776
   88 1015  994  364  398  119  553  192 1095  975  481  762 1135  715
  213  686  642 1313  117  153  599  334  159  979  705  988   48  382
  413  127 1215  623  850  367  665  662  458 1317   20   43  631  690
  812  899 1109  372   65  742  797  963 1348   73  751 1117 1387  407
  801   13  934 1280 1240 1049 1388  188  559  383  706 1316 1089 1221
  889  442]"
33	198662.json	"[1066  442  656  380  274 1013  528   52  386 1325  303  763  701  153
  759  383  207  667  613  302  934 1075  978  929 1235 1125 1036  937
  762  379   43  535 1135 1385  654  546  397  227  163  990 1316  481
  995 1074  532  249   49  825 1293  120 1228  211  205  192 1317  844
  599  466  754 1192 1044 1028  711   34  817 1130 1371  425  213  864
  294  997  457  686  690 1110 1389  272  789 1280 1117   65  623 1007
  382  799  559 1193  191  988  963   85  364  198  629  797 1221 1015
  435  359]"
34	198663.json	"[ 841   21 1194  183  762  837  717  187  999  885  882 1195 1158  719
  712  382  592  547  954  302  541   15 1377   12 1153 1210 1171  681
  866 1352  616  448  694  206  506  497  953  153  557  960  892 1378
  165   92  494  486  964  934  111  942 1007 1110  664  384 1135  487
  577 1333 1359   14  452  193 1335  998 1228 1181  810  836 1049  969
  661  944  374 1259  857  590   40 1376 1108  189 1036 1167  869 1056
  199   33  475   76  907  269 1096  289 1375  468 1017 1000  418 1002
 1262  646]"
35	198664.json	"[ 877 1098 1028  904  247  856 1386  900  876 1039 1183 1314  433  191
  445  747 1350 1138  251  385  604  980 1213  928  289 1029 1226 1130
  532  911  194   69  868  238  564 1263  150 1279 1118  710  978  338
 1250  872  608  588  551    2  481 1315 1281  970  362 1255  118   84
 1023  546   34 1340  223  643  660  574  185  131  130 1332  789 1066
  492  174  529  920  759 1010  311  937 1278  824  449 1221  848  956
  707  590  444 1311   87  713 1062  457 1106  442  102  222  566  766
  951  359]"
36	198665.json	"[ 878  917 1218  248  284 1258  415  290  625 1166 1201  349  473 1146
 1360 1219  345 1053  561  676 1164 1051 1046 1000  542  365   37  325
  434   12  993 1154 1285  463  381 1186 1207 1374  470  719  730 1194
  557  888  610  634 1026 1151  859 1054  437 1158  826  874  637  857
  603 1352  266  584  793  816  841  126  304 1126  809  236 1394  121
  438  954  727 1003 1169  704  279 1162  999  476  165  112  400 1214
  577 1220  454  652  515 1373  664  506  417 1367 1136  998  153  489
  645  893]"
37	198666.json	"[1248  989  329 1262 1016  616  181 1156  536  885  547 1194  541  288
  932 1079  762  494  348   83 1345  722  633 1195  577  206  773 1210
 1144 1110 1061  987  450  810  537  196   92  321 1358 1018 1266  857
 1273  866  372  869 1378  396  216  945 1338  468  960  818  841  486
  199  717  798 1394  331 1344 1078  598  293  720   32 1359  271 1377
  942  302  999 1373  655 1048 1299  231  964  341  912  333   74  193
  837 1145 1036  388  754  448  809  475  736  953 1219  626  664 1335
  708  147]"
38	198667.json	"[ 852  934 1089  431  587   95 1249 1049  153  686 1240  599  119   66
 1288  304  664  240  645 1333 1135  850 1354  103 1125  762  364  978
 1109 1108  329  854   88 1036  778 1313  715   92 1228   87  466  944
  661   43  127    8  393 1217  411  479  960  452  302  797  318 1225
  988  313  152  425 1004  303  952  963  372 1172 1301  391  173  397
  200  267 1280  999  187  950 1141 1265  684   34   86 1110  589  526
   73  435  642  382  518  221  844  216  189  273  280 1048  337  939
 1305  486]"
39	198668.json	"[ 593 1110  206 1228  869  468  161 1172  396 1107  861  378  784  435
 1195  909 1343 1345  289  960 1273 1108  153  817  331  497 1158  837
  217  810  287  329   12  175 1377  541  789  978  494  954  834  434
 1021  165 1036 1266   33 1060  147 1359   93  719  370  809 1140  486
  265  882  866  506 1091  664  547 1194  892  907  221  953 1210  501
  716 1071 1182  703 1286 1370  288 1080  472  934  969  485 1129  841
  379  616  302  118 1378 1304  681  987  840  409  384 1165  872  885
  945  557]"
40	198669.json	"[1091  810  784  287   93  593  396  869  497  265 1110 1232  351 1107
  331  165  206 1343  435  837  681 1345  756  389  907   36 1266   33
  175  834  885  861  840 1165  892 1079  817 1129 1359  468  196  909
 1194 1228  803 1140 1158   55  448  795  369  161  158 1195 1377  955
  789  960 1145 1048 1273  379  525  703  494 1259  935  866  370  969
  882  964  600  487 1244 1378  309  670  717 1261  118 1080 1097  748
  450 1286  190 1222  147  954 1156 1113  578  486  668 1056  183 1366
  616  434]"
41	198671.json	"[ 878  917 1258  248  284 1218 1201  676 1146 1053 1166   12 1164  415
  345 1207 1154 1186 1051  290  325  473  625  561  349 1000 1194 1219
  542  400  437 1158  719  634  470 1360  381 1026 1046  841  121   37
  999  603 1126 1374  730  954 1352  365  859 1054  584  993  454  809
  857  557  165  489  438  417 1169  266  434  874  577  279 1151 1373
 1214  647  727  767  463  477  610  236  203  126  892 1195  893  541
 1285  826 1086 1162  476  652 1394 1159 1210   96  206 1246  515  953
  717  836]"
42	198672.json	"[1316  153  934 1385  364  152  302 1066  383 1013  213 1221  249  978
  425 1125   52  303  599  457  397   62  686  272 1015  442  466 1332
  274  995  380  623  762  481  595  825  359  103 1036 1135 1293 1193
  382   49  656   65  120  267  294  528  751  207  775   34  192  435
  963 1301  629  205   25 1368 1215  750   43 1110  145  797  393  937
  495  944  386 1075 1228  590  189  988  973  374  251  759  490 1317
 1372  379  221  105  150  712 1002  282  990  844  996 1225 1192 1171
  997  776]"
43	198673.json	"[1266  803  341  784 1232  265 1373  795  494  396 1378 1165  497  351
  468  945 1345   93  703 1377  472 1078  206  502  389  450  869 1338
  722  190 1110  810  578  834  384  783 1195 1199  942 1114 1286  541
  616  932 1273  954  287  748  935  217  717 1228  547 1210  920  756
  165  841  879  657 1194  488 1091  319  809  329 1079 1034 1343 1259
 1129  885  906 1136  798 1158  331  113  892  434  577  379  525  837
  908  822 1227  964 1021  147 1229  836  598 1359  737 1207  158  146
 1159  600]"
44	198674.json	"[ 432  195 1125  407 1313 1005  192  740  518  960  329  156 1058 1135
  587 1387  957  944 1215  950 1305  186  200  422  614  372  103  943
  591  173  558 1228  686  405  690  393  318   95  630 1050 1172  105
 1297  979  305  801 1288 1089  273 1060 1249  615   66  435  116  302
 1031  934 1289  599  776  425  153  712  720 1354 1265  267 1187 1014
 1038  554  314  996  983  540  544  457  398  479 1277 1049  731  956
  997  659 1208  331  639 1004 1137 1072   25   73 1370 1212 1357 1225
 1223  978]"
45	198675.json	"[ 119  934  686  153  715   88  599 1329   66  127 1225  304  393 1333
 1004  664  337 1288  406  762   65   87 1217 1135 1125 1015  944  999
 1240  313 1313  645 1228  978  364  642  281   92  850  689  303  391
  624  378  952  152  374  988 1171  750  854   43 1049 1095  240   20
 1007  895  466 1304  154   13  425  273 1191 1265  589  705 1301  397
  398  812 1387 1206  280 1112 1123  712  302  103  742 1280  431   31
  994  372  963  717  382  982  329 1050  370  939  837  797 1109  690
  176  954]"
46	198676.json	"[1194  719 1146 1026 1207  841  477 1258  857  577  284 1201 1153  676
  279  400  494  561  932  652  803 1051  874 1079  784  557  165  542
 1262  206  810  266  325 1166  964   12  497  823  798 1158  584  381
  448  603 1164  126  489  287  321  470   37 1046  837  885  349  502
 1056 1377  610 1053  634 1229  567  437 1195 1169  541 1115  515  454
 1018  473  896  882 1126  906  616  361  953 1162 1352 1219  161 1159
 1078  989 1034  236  331  893 1065  181 1273  704 1246 1373 1394 1335
  958  345]"
47	198677.json	"[1089  852  587 1049  934 1354  731   95 1135   73  173  778  103  661
 1240  664  411  950 1249   92  762  686  372  153  599   86  304 1109
  921    8 1321  452 1333   66  431 1288  999  712 1125 1087  364  200
  152  736  850  187 1108 1248 1172  655  302  944  119 1048  329  479
  318  960  156 1002  837 1181  905 1141  193 1171 1313 1036   43  547
 1147  645  397  189  526  518  313  690  978  540  230  854 1245  543
  393 1228  954  486 1265 1225 1008  382  647  601  681  684  206  882
  797 1050]"
48	198678.json	"[ 752  880  913  327  353  502  966  319 1078  346 1097   89  141  306
 1220 1272 1136  723 1266 1064  293 1144 1035  541  586  420 1378  300
  922  581 1367  851  942 1336  348 1180  744 1063  301 1114 1105  477
 1338  399  585  389  342  823  341  784  683  958  423 1322 1345 1273
  959  791 1045  879  113  939  228  786 1373  494  607 1200 1232 1085
  396 1356 1091  475   74   96  863  288  206 1393  703 1022  484  539
 1366  862  577  909  836 1359 1149  265 1159 1079  807  616  745  151
  472 1165]"
49	198679.json	"[1258   12 1166 1158 1201  676  434 1219  365 1194  999  719  841  473
 1207 1054  954  165  153 1110  809 1000  287  557  506 1146 1053  206
  397  730 1195  161 1210 1228  541  187  598  837  542  647  885  468
 1352  934  882 1359  284  289  593  370  953  302  345  645 1182 1108
 1293 1385  384  893  836 1051 1129  525 1066  435  892  329  866 1345
 1171  248 1154  960 1026 1360  183 1286 1140  400   93  454  487 1046
  415  664 1172  489  717  331 1003 1394  995  878  998 1273 1373  625
  486 1164]"
50	198680.json	"[ 985  310 1021  909 1158   69  980  687  703  287 1258 1345  951 1273
  410 1030  880 1098  223 1232 1366 1086 1110  539  730 1059  314 1341
  206 1039  795  289  809  593 1071 1201  688  238  863  598  958 1269
  433  474 1251 1129 1359 1315 1296 1078  529  716 1066  660  541  920
  174  709 1000  744  538  564 1255  291 1114 1385  523  729  370 1097
 1227  358 1064  872 1266 1168  568  348  780   12 1154 1378 1373  866
 1063  692 1127   93 1152  892 1180  889  118  486 1311  876 1204  574
 1222  421]"
51	198681.json	"[ 339    5   87  823    2  839  555  904 1168 1304  593  435 1098 1110
  153  798  848  570  909 1021  269  190  872  478  697 1226  330  118
  920 1385  184  355  138  289  310  822  360 1036  501  283  387 1315
  881 1039  288  348  956 1251  150  976  854   25 1071 1232 1118  529
  703  216 1280  358  485  660 1034  900  880 1278  951  845 1210  313
   69 1179  206  876 1303  789 1078 1129 1138  457 1080  538 1370  455
  564 1213  709 1345 1090  987  191 1269  468 1066 1351 1295 1255  222
 1025   86]"
52	198683.json	"[1255  314  904  815  939  956  336  920  607 1138  306 1110 1036  848
  390 1279  549  913 1269  328  313   58  288 1280  371  391   19 1097
  863  478 1281  782  632 1322  289  951  167    6  486  713 1217  831
  880 1080  830  942  538 1039  530 1239  100  529 1304 1179 1021 1060
  876  554 1330  435 1251  348  781   69  484 1237  307 1345  909  428
  789  251  570 1278  952  970  883  824  191  564  175  872  692 1225
 1378 1336 1370 1395  423  151  688  907  978  985  206  822  247  461
   87  102]"
53	198684.json	"[1058  956  336   71  314  867   39  531  753  174 1062   67  529 1255
  782  530 1014  233   41 1198   19  385  465  391  739  347 1281  517
  971 1292  941  129 1138  439  805  886  102  298  574  903 1318  202
  579  220  904  876 1379  235  500  357 1238  328 1263  133  101 1106
  709  757 1073  260  390  278  204  564  713  729  924  100  210  261
  977  283  693 1257  972  169 1029  433  461  245  356  247  835 1306
 1024  678 1350 1237  412  620  362 1234  521  986 1072  877  919 1205
 1098 1305]"
54	198685.json	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"
55	198687.json	"[ 206  472  920 1110 1378  703 1345 1232 1266  784  869  863 1273  922
 1021  945  822 1078  288  909  607 1228  939  396  468  593  942  748
 1343  225  113  341  497  161 1165  435 1377  423 1195 1233  959 1107
  167 1172 1114 1210  111  722  985  987  456 1199 1168  834  329 1077
  578  547 1336  781 1298  786 1229 1108 1202  907  389  314  804  810
 1036  175  880  803  217  998  190  494   47  534 1366  823  866  147
  390  960  598 1182 1091  370  331 1296  348 1071  783  289  563 1359
  817  228]"
