	verdict	indexes
10	198637.json	"[ 942  783  641  734  945 1097  341 1165 1377  306  113  475  167 1378
  696 1011 1156 1132 1167 1113  451  146  616  708  607  939  371  254
  633  423  663  786  920  450  144 1035  862 1232  834 1093  626  680
 1145  811  342  879  533 1119  810 1393 1094 1252  804 1085  822  586
  488  288  484 1116 1078  600  401 1336  840 1322   32   92  321 1199
  346 1136  987  196  908  497 1048  621  158  472  421  147  271   24
   14  733  448 1077 1366  622 1128 1262   47  670  396 1036  602  114
  309  494]"
11	198638.json	"[1186 1164   37 1053  437  561 1146 1126 1046  121  584  454 1026 1207
  477  325  400 1051 1220  625  676  603 1161 1159  698  993 1169  349
  610 1258  874  112  634 1201  542 1367  515  502 1064 1285 1246 1065
 1393  290 1000  126  476  637  236  408  345 1162  859  730  284  473
  266  545  888  836 1151  691   96 1136   12 1158 1154 1086 1218  719
  361  165  381  958 1219  577  415  653  214  494  224 1194  652 1102
  319  248  557  539  541  809  635 1335 1376 1200 1352  470  826  727
  203 1214]"
12	198639.json	"[  69  538  863  781 1021  985  782  607  390  225 1106 1255 1296  903
  956 1266 1336 1213  174 1269  804  314  889 1189  768  880  410  563
 1251  907  348  687  564 1180  328 1149 1203  187 1322  529  830  632
  371  909  114  972  822 1138 1035  980  465  133  167  939 1198  918
 1334  911 1101  310 1378  569  461  922 1127  965  496  113  254  149
  358  744 1098  568  987  278  129 1080 1110  839  814  578  456  517
  433   47   19  574  288  513  342 1315  843  387  920  709  206  876
 1231 1395]"
13	198640.json	"[ 676 1026 1146  719  400 1046 1056   12  325  542 1126 1169  634 1051
 1065  236 1159  874 1164 1207 1194  489  494  704  964  454  165 1352
 1158  730  610  473  381  126  345 1201  841  993 1000 1258  470   96
  437  953   37  859 1151  266 1161  557 1186  809  284 1286  287  888
  349 1053  541 1246  434  625 1393   93  865 1373  448  767  727 1054
  497  637  577  635  203  515  652  954  121 1220  784  694   15 1162
 1154  506 1360  892  584 1196 1195  201  525  561  476  603  893  112
  885  906]"
14	198641.json	"[ 945  175 1119 1036  939 1077  822  167 1110   47  920  317   76  331
 1094  225  468 1349 1195  987  288 1206  206  409  216  440  147 1080
  969  607  907  840 1343  663   43   33  869  601  754  834 1370  421
  146  501  505  329  783  342 1298  570 1131  799   11 1071 1358  866
  818  952  810 1182  309  369 1229 1060  534  960 1048  388  946  158
  144  692 1299  268  423  435  253  549  371  554  909 1378  781 1233
  848  748 1310  942  938  277 1345 1266  232 1021  593  452  616  113
 1377  254]"
15	198642.json	"[1001   84  911  385  710  223  480  796  356  574 1386 1340 1311  286
  177 1029  933 1267  311   71  835 1315  980  707  433  278  876  687
  972   69 1024  220  131  464  529  877 1106 1250  588  688  579  246
  362  443  129  295 1213  867 1062  846  185  928 1306 1138 1098  930
  739 1257   67 1314 1023  782  283  500  461  829  604  357 1183  347
  513  531  465  174  566   39 1040 1238 1104  404  439 1231  769  651
 1307  918 1263  210 1279  247  445 1361  843  900  970 1269  860 1255
  753 1204]"
16	198643.json	"[ 407 1125 1282  724  740  156  591 1355  192 1117 1313 1197  466  801
  686 1135  153 1208  944  397 1212  957 1293  825  690  799   66  599
  979  305 1185  469  458 1332 1036 1015  775  544 1265  994 1375 1370
  797  558 1174 1050  938 1038 1381  422 1277  518  997  540  850 1031
  136 1002  978  359  995   43 1371 1357 1081  377 1301  393  943  145
  213  749  571  372  742  712  273   73  587  936 1187  934  282   48
  491  946   83  644  302   62  705  398   45 1058  188 1182  818 1215
 1004  832]"
17	198644.json	"[ 798   87  823  138  348  184  239  300  330  570  216 1278 1108  355
 1035 1078  987  939  206 1210  851  839  881  288  153  866  228  762
 1034  269  854  240 1133 1280  633  907  387  291  484 1110  478  607
  934   69 1036  722  376  167  162 1021  487  645  781 1359   43  111
  956  945  889  953  144  534 1077  872  925  863  175  880  358  231
  648 1320  418  486  949  754  313  261 1266  391    7  123 1199  952
  370 1098 1244  538  222  999 1333  738 1168   92  475  468 1239 1370
 1305  328]"
18	198645.json	"[ 733 1093  641   45  299  232  510   76 1047  264  663 1017 1007 1113
 1177  154  946  818  144  467  570  253   79  812  155  458   48  157
 1206 1036   43   40   92  167  309 1131 1326  673  702 1099 1096  421
   97 1155 1181  738  367  983  680  418  952  600  424  401 1278 1331
 1254 1370 1119  770  670 1309  912  262  514   20  938  537  871  504
 1253 1294  411  866  162  762  895  402  572  188   32  263  543  501
 1388  705  447 1302  775 1349 1109  591  662  398 1042  666  644  945
  979  294]"
19	198646.json	"[ 940 1316  364 1221 1015 1193  686  599  222  481  251  947  425 1301
  715  234  988  923  130  597 1332  943  672  267  973  509  856  742
  589 1185  213  152  797 1371  449  458  666  393  382   20  665  725
  137 1317  979  160  673 1277  623 1226  915   88  994 1313  952  631
   48  518  189  406  202 1130  558  469  990  398  273  571  902  188
 1125  205  800   66  303  153  241   34  900  662  750  705  937  775
 1223  628  595  466 1357   62  850  624 1082  154  591 1278  145  996
  658 1312]"
20	198647.json	"[ 956  938  313  848  426  148  428 1179  549  709 1187  777    6  328
 1072 1036  299  554  952  317  167  371   45 1017  601 1082 1281 1014
  713 1269 1099  831 1223  461  883  326  591 1278 1304  314 1050  979
 1255  904  665  901  259  779 1370   19  478  920  607  102 1042  870
 1349 1191  620 1058  457  338 1081  614   48 1318   97 1178  392  256
  168  615 1279  824   23  741  336  241  884  530  946   44 1302  268
  243  424 1137  154  512  509  738  517  390  876  402 1234  202  789
  565  398]"
21	198648.json	"[ 341 1220 1393  319 1180 1378  502 1200 1338 1078  420 1136  113   96
 1064  862  539  942 1356  879 1097 1114  744 1143  958  791  836  578
  389  541 1367  752 1232 1063  494  807  545  475 1159  488 1132  146
  880 1373 1035 1366  784  515  698  652 1266 1149  563 1173 1086 1345
  723  607  306 1011  959  737  586 1021 1128 1376  111 1335 1199  795
 1377  399  834 1167  804 1286   55 1322 1077 1092 1203 1160  477  456
  987 1144  224 1336  201 1120  863 1273  423  291  346  913  708  228
  214  225]"
22	198649.json	"[1046  437 1164 1186  325  381  556  603 1146 1051  121 1159  874  471
 1026  691 1169  408  653  400  584 1065  634  676 1246  126  635  361
  993  625   37  165  112 1053  454  203  704 1126 1151  266  719  201
 1102  561  470 1220 1161  477  698  577  888  610 1196  345  279 1194
  542  415  525   12  865  284 1207  236  476  214  637 1056  605  349
  859  557 1153 1162 1258  652  826  878  494  767 1064  224 1214 1158
 1259  515 1218  806 1201  795  473  287  892  841  809  958  290  545
  788  836]"
23	198650.json	"[ 979  591  797  377   76 1125  938  997  398  692  850  188  509  599
 1206  952 1135  799  946  189  818  458 1036  705   20   43  666 1082
  742  253  690 1385  329 1265  510  558  775 1225   48 1332 1223 1305
  990 1349  358 1155  754   66  154  518  407 1004 1071  889  406  479
 1370 1247 1392  153 1182  273  686  988  598 1187 1058  631  740  145
  554  825  267  524 1002  428  827  570 1184  983  549  944  673  305
 1031  469  144   92  157  313  665 1060 1109 1017   45  302  328  871
  762  268]"
24	198651.json	"[1378  113 1097  781 1180  804  607 1128  858  586 1114  863  959 1160
 1322  371 1366  341 1336  538  563  390  225  346  752 1021  306  862
 1266  942 1356  475  488  484 1035  167  880  423  939  228  456  569
  539 1200  399 1165  703  114 1149  578  913 1232  358  319 1338 1063
  966 1078  836   19  786 1255   58  632  314  146 1393 1334  791 1064
  389  420 1203 1136  328 1077   23  748 1072  985  744  288  348 1199
  830  633  585  342 1110  965 1012  472  502  782  144 1367  768  291
  640   96]"
25	198652.json	"[ 810 1165  147 1377 1167  450   14  964  497  451  494   55 1310   15
  789  468  396 1119  663  113 1286  892  734  309  641  616   47 1091
  834  969  840  394   33  696 1156 1094  341 1145 1345  819  626  501
 1056  384  146  226 1195 1343  942  737 1110 1048  541  175  708  953
  506  472 1113  783 1324  680  837  861 1378  893 1273 1182  657  448
  600 1140  907  879  605  862  602  681  183  563  885 1036  784  788
  196 1011  646  434  594 1131  869  206  945 1200  379  181  908 1077
  165  578]"
26	198653.json	"[1373  541  489 1393  906  494 1352  542  727 1338 1000 1167  714 1286
  226  434   15  954  809  598 1377  577 1378  594  341  165  488 1159
  694 1163  637  578  964  616  953  730 1054  857 1126  676  893 1376
  859  450  236  113 1026 1136 1158 1261  502  547 1065   96  448 1201
   93  417 1195  942  865  438  400 1056 1199 1344  892  717 1358  626
 1018 1143  652  767  146  841  999  266 1259 1046 1162  384 1207  836
 1145 1394  989  217  147 1077 1151  470 1154  885  420 1214 1165 1016
  602 1146]"
27	198654.json	"[1239  151  617  100  484 1045  851    7 1322  607  764  242  913  843
  581  182  802 1237  228 1336  640 1085  914  231  569  390  781 1323
  621  695  346  513   58 1189  966  114  122   19 1037  115  219  235
  285   23 1361  288  792  586  348  328  429  965  197  919  300  863
  956  939 1281  606  368  880 1105  104  886  804  347  144  391  649
  496  530  371  257  342  461 1305  677  307  276  293  399 1104 1302
  745  830 1274 1063 1369 1072 1035  439  465  352  306 1272  301  794
  884  314]"
28	198655.json	"[ 630  709  412 1305 1031  461   67  956  741 1297  256 1072  910  250
  285  101  792 1014 1137  615 1058 1302  521  540  314  740  903  245
  235  554  173 1019  174  517  328  518  614 1187  967  456 1234 1349
  732   44 1354 1281  465   39  140  537  814  983   38 1081   19   41
  483  748  426 1290  108  965   23  200  607  347  832  843 1230  569
  565  260  439 1223  941    6  100  948 1036  794 1318  802  785 1198
  884  336 1289  428  620   80  693 1277  500  830  404  390  753  462
  197  628]"
29	198656.json	"[1072  317  956 1305  428  371  554  884  328  740  794  777  188  549
  390  314  358  260  391  167  398  591   19 1082  530  518   20  607
  952 1255  202  833 1185  939 1217  589  509  709  979  742  313  102
  426 1349  938  479  830  154 1058 1014 1223  458  948 1302  797 1036
  983  630  144 1313  306  781  599 1187 1206  665 1334  392  564  268
  692  894 1370 1381  848  705  792  666 1278 1225  342   97   45  100
  336  876  157  461   23  524  824  738 1017  538  765  424 1239   48
  305  713]"
30	198657.json	"[1172  193 1354  206  598 1110  866 1195  957  329  736 1049 1054  302
  999  664  547  179  647  954  331 1135  438  479 1358 1394  486 1375
  434   15   86 1210  189  809  892  187  541 1248  692 1002 1194 1108
 1344  153  537  953  712 1036  661 1385 1201  893  616   73 1182 1158
  762  518 1199  372 1299  590 1021  377  944 1089 1273 1016  421 1181
  969   76  690 1071 1345  181  799 1223  288  997  273  524  418  435
  810  587  938  645 1209  226 1225 1000  370  175  908  934 1031  511
 1077 1206]"
31	198658.json	"[  39  709  529  174  461 1205 1251  956  903  465  517  347  410  433
  941 1306 1318 1234 1204 1238 1255  620 1059  439 1315  314 1213  876
  500  129  574 1269 1106  729 1138  336   41  328 1014 1281 1231  867
  843 1030  579 1103  512  133  753   67 1198 1024  565  933  430  904
 1029  782  474 1279 1058  951  554  985  283    1 1230  909  924  233
  886  890  835  971  564  259  178  739   69  426  984  538 1039  883
  295  688 1098  607  549 1290  357 1073   23  298  573   19  918    4
  513  777]"
32	198660.json	"[ 208  499  406 1371  666  398   66 1007  787   48  458  705  979   31
  982  662   45  337  994  624 1216  742  188  899  591  988   20  665
  761  366  393   49  944 1015   43  599  629  850  812  302  797  642
 1206 1112  686  530  715 1017  275  558  871 1082 1277  589  154  740
 1125  159  117  509  952  975 1036  119  673   88 1278 1212  510 1185
  724 1301  938  733 1331 1135 1370  553 1193  762  702 1109  833 1381
   97  887  367  241 1004 1191  818  382  267  946  658  770  712  856
  631 1215]"
33	198662.json	"[  43 1036  825  937 1066  754  442 1385 1370  380 1371  145  988 1293
 1006  303  799   85  383 1332 1013  875  458  797  990  457  997  847
  775  599  359  268  194  377  153 1075  762 1277  150 1015  294  946
  136  750   29 1031 1117  686  849 1375   65  267 1193 1317  995  326
  979 1130   45 1135  302 1192  844 1206 1185  801 1280  120  690  591
 1235 1125 1007   25 1074 1283  957  700  241 1381  205 1182  818  188
  466   48  309   62  673  435  558 1060  329 1265 1389 1278  160  422
   20  666]"
34	198663.json	"[  15 1377   14 1167   21  681  680 1181  497  183  616  810  762  942
 1145  451  494   92  969  783  694  733 1156  450  641 1262  964 1195
  179 1113  626  155  837  668  953   40  309  547   76  448  866  510
  199  663  882  788  315 1047   33  196  696  945  541  475  394 1261
 1319  396 1056  452  885 1048  646 1091  601 1378  299  175 1153  670
  648  912  819  537 1011  708 1194  717  954 1093 1096  158  600 1007
  206  869   22  789  147 1119  592 1310  633 1165 1017  536 1210  181
  331  892]"
35	198664.json	"[1098  900  338  856  904  876 1213  247  877  433  251  604  564 1250
  326  150  343  824 1010 1039  445 1226 1279  956 1138 1281 1036  457
 1028  500 1350  692 1130  920  952  980  194  970 1332  191 1106  549
 1255  848 1363 1118  102 1177 1314  410  713  777  946  529 1278  574
 1370   34  268 1083  133 1251  359  461  743  789 1059  267 1082    4
 1309  608  753  554  202  371  492 1187   44  328 1349  174  709 1392
 1204  951  409    1 1269 1193  449 1385  259  883   90  294  643  118
  933  845]"
36	198665.json	"[ 878  917 1218  248  284 1258  415 1166  290  349 1201 1219  625  345
 1360 1053  473 1146  561  676 1164 1051 1374  365   12  993  542 1154
 1207 1046 1186 1285 1000  434   37  325  381  730  470  719  557  610
 1194  793  816  841 1026 1151  634  304  463  826 1054  857 1352 1158
  603  888  859  437  999  954  266 1162 1169  637  584  153 1003  126
   95  809  279  281  506 1394  165  664  397  577  704  874  727  515
  438 1220 1126  417  103  121  454  645  934  823  425   96  236 1214
  798 1359]"
37	198666.json	"[1262  494 1016 1156 1018  616  626  541  932  450  989 1373 1377  577
  341  536 1079 1338  448   32  451  547 1165  708  964   15 1136 1199
  773 1378  942  885  321  598  594 1145 1248 1163  181 1393 1167  271
  810  396  945  908 1358  788  403 1344  113 1261  714  489  734  641
 1210 1345  502  857  475  717  226  329   74 1116  633  196  147 1113
 1132  288  420 1394  206  906  158 1061  722   76  537 1195 1273  866
  652 1194 1286  542 1078 1077  663  879  511  953 1182  384  602 1110
 1335  331]"
38	198667.json	"[ 852  686  431  850  599  988  934  589  715  797   66   88  952 1301
  267 1109 1089  393  411 1217  518  119 1049  202  240 1036  466   43
 1185  153 1206  127  642  742  624 1354 1004 1313 1015   45  479  364
 1305  665  152  273  188 1193  457  645 1135  591  189  313 1278 1223
  979  398   95 1082 1333 1225  406 1050  509  628 1249  241  391 1288
 1277  944 1370   92  740  994 1332  303  215   34  558  845  875 1118
 1280  154 1130 1265  750   20 1141 1125  587  666  705   48   86  938
  458  524]"
39	198668.json	"[ 396  810 1377 1343 1110 1345  206  147  468  175  869  834 1172  593
 1195 1165  497  861 1273 1107  494  789  217  331  450  616  472  541
  908 1091 1199   93  784   47  969  369 1310 1378  909 1228  955  434
  945  960  954  501  840  161   33  547 1266 1080  341  809  964  737
  907  837  435 1140  351 1131 1036 1286  196  394  598  226 1182   11
  681   15  953  221  288  748  892  384 1156  734  893  866  451  935
  113  817  165  822 1167 1071 1021  885  882  670 1358 1079  287 1373
 1394  409]"
40	198669.json	"[1091  810  396   93  196   36  497 1165   55  784 1377 1343  369  955
  351  451 1261  834  840  450  681 1145 1345  670  668  158 1156 1107
  331  935  869 1113  175   47  494  811  309 1110  448 1232 1167  737
  969  593  389  663  861 1011  907   14 1378   33  147  789  600 1273
  879  708 1310  964 1048  748  341 1056  641  206   15 1079 1266  394
 1080   11  783   22  254 1140  265 1119  287 1097  734  932 1356 1131
  183  616  199  165  885  113  909  534  837 1047 1200  862  945  423
  683  490]"
41	198671.json	"[1201  676  542 1146 1352  345  727 1000 1046  349 1373 1051  470  400
  489  859 1151  266  906  236  284 1026 1258  541  494  325   37  634
 1126  857  730 1286 1207 1159 1154 1393  279  954  476 1065   12  767
  557 1194  473  610  637 1164  577 1169  841  652 1162  502  165   96
  874  892 1186 1054 1158  694  381  448 1056  809  434  437  417  515
  625  888 1161  836 1214  438 1360  964 1338 1259  203  893  454  506
  698  384 1220 1053  226  126 1136   15  958  714 1261  999  341  717
  598 1167]"
42	198672.json	"[ 457 1332 1385 1193  775 1015  359  145  825   62  267 1036  152  988
  599  686 1301  937  383 1316  326   25  797  847 1371  294 1221   43
  241  623  268  153  595  750  150 1013  251  205  700  194 1185  742
 1242  856 1370  466 1293 1006  105  189  995   45  303  481  302  120
  997 1283 1130 1277  213 1083 1010  979  364   34  990  249 1225 1142
  382 1075  666  571  409 1066 1215  160  875 1187  442   65  558  380
  490 1177  458  725  137  754  518  934  591 1135 1074   86 1098  435
 1125 1372]"
43	198673.json	"[ 341  494 1338  502 1378  879 1136 1377  708  450  795 1393  319 1165
 1167  784  783 1159  578  389 1266 1232  616  113  810 1286  942 1114
  420  497  964 1078 1373 1145  146  932  698 1097 1200  734  541  448
   93  515  488 1091  737 1132  836 1199 1156  489  475  657  396   96
  958  384 1011  600  351 1345  158   14  945 1261  834 1220  717  472
  594 1065  906 1259  892 1229 1079  652 1273  147  803 1180 1252   15
  265  271  756  885  752 1056 1173  577 1335  468  896  321  165 1195
  563 1064]"
44	198674.json	"[ 432  518  407  195  591  740 1058  558 1187 1125 1005  105  979  273
  614 1305 1313  943  957 1014  686  544  156  267  188  615 1349  944
 1223  509  393  398 1050  675 1215  554 1277  405 1370 1031  938 1082
 1135  305 1004 1212  428  724  329  832 1197  457 1355  589  690  797
  742  192 1387  669  458  160  469  956  741  983  630 1206  801  599
 1060  260 1332  997  960  540  200  678 1081  202 1208 1184  145  705
  910 1265 1038  601 1301 1357   20  359  314  750  990 1392 1371  825
 1015   62]"
45	198675.json	"[ 119  715   88  686  127   66 1329  599  406 1004  393  337 1015  934
  642  988 1225  850  153 1217 1333  624  689   65  589  944 1191  313
  952  705  364  994 1301  152 1288  742  812  750   20   92   43   31
 1206  466 1082  398 1125   87 1313  762  797  391 1135 1095  665   13
  645 1240 1157 1050  154  979 1007  304  273  895 1185 1265  303  188
  702 1112 1118  591   45  202 1280 1123 1312  431  240  875 1357 1304
 1193 1212 1109 1076  215  982 1387   48  241  664  458 1017  102  887
  666  672]"
46	198676.json	"[1153 1026  494 1194 1207  515  874  489  477  698  964 1335  111  502
 1377  885  837  841  616  321 1126  932 1159  810  708 1393 1229  857
  497  214  165 1338  448 1065  719  906  896  784  836 1161  676  454
   96  882 1136 1352  953 1056  279  577  400 1246 1262  578  126 1286
  542 1146  652 1145  717 1173  541  341  545 1167  236 1378 1079  610
 1046 1156  450  893  266  325   15 1158 1367  958  158 1376  319 1078
 1220 1000  865  361 1342 1195  993  206  879  737  803  475 1394  536
 1199 1261]"
47	198677.json	"[ 852 1089 1049  587 1135  934  686  411  599   86   92 1354  661  364
  153  762  850  152  952   66   73  189  173   43  518  664 1036 1333
  944  273  601  313 1004 1225  431  589 1265  750  393  797 1109 1002
  645   95  712 1249  103  452  479 1212  398 1050 1208 1125  267  302
 1172 1206  466  154  156  119 1321  382 1141  540  591 1108  524 1375
  526  938 1087  740 1240  318 1223  221  665  200  775 1181  304  543
 1090  731  979   45  988 1082  372  999  778  946  690  921  179  848
  960 1319]"
48	198678.json	"[ 752  319  420  502 1097 1136  346  341  879  327 1338 1378  586 1078
  913  113 1180  862  880 1200 1393 1114  723 1356 1220 1064  966  791
  389  942 1035 1367  141  958  293   89  475  306 1063 1266  541  399
  708 1336  494  423 1091  959 1165 1132 1373   55  744  342  585 1144
 1156   74   96 1322 1366 1377 1105  201  786 1167 1159 1232  683  581
  448 1145 1261  607  698  539  804  784 1149  922  396 1272  353  146
 1022  836 1085  450 1092 1045  477  807  228 1345  939  795  932 1173
   36  748]"
49	198679.json	"[ 954  434  165  676  541  809 1158  542 1194 1352  494  953  506 1054
 1000 1373  489   12  893 1195  473  885  906 1286  598  730   15 1046
 1056  841  400  714 1207   93 1394 1026  964 1377  882  226 1201  999
  892  206  183  719  287  616  557 1393 1273  837  652 1146  836  497
  384  810  438 1126 1110  646  578  727  448 1065  717  859  694  866
   96 1378 1210 1345 1359  236 1167  325 1159  577  468  147  488  788
 1140  417 1163 1154 1051  865  634 1214 1182 1358 1169  470  969  637
  594  331]"
50	198680.json	"[ 985  410 1021 1030  980  909  688 1251 1269  474   69  538  174  709
 1366  632  314 1279 1255  883  310  607  822  512  951 1204  461  113
 1063  863 1231  529  433  703  748  371    1  920 1059 1337  223  890
    6  729  880  358 1345 1353 1315 1334  423  965 1322  903 1213  744
  564  786  488 1106  456  876  956  225 1071 1131 1296  777 1378    9
 1232  523 1039  554  178  306    4  781  110  824 1097  164 1318  404
 1356   19  390 1149  862   23  942  692  254 1128   39   47  834 1120
  927 1203]"
51	198681.json	"[ 555  339    2 1226  904  777  455  338  252  709 1213  900  150 1142
    5  876  956  529 1098   25  259 1204  881  501    4  951  554  738
 1278 1281 1279  492 1099 1205 1251  839  551  549  848  402  478  457
  514    1 1270 1318  326 1363  500 1332  426  742  433  133  570 1032
 1315  920 1370 1238 1039  753  822 1255 1351 1177 1234  268 1303  620
  564 1304  729  573  283  821  847 1036  845  574  392 1269 1118  424
 1025 1362  926 1385  174 1014 1250 1365  638   82  937  435  643 1006
  359 1330]"
52	198683.json	"[ 607  371  939  167 1255  306  549  956  314  390  328  830  831 1269
  920 1036    6  781  512 1322  336 1251  113  554 1279  428 1138  942
  883  461 1179   19  288  423  824  144 1362  538 1281  484 1097  632
  904  822  945  815 1239 1334  478  633   23  952  903  692   58  313
  421 1298  848 1395  323  688 1110 1378 1231  890  534  677  863  777
 1021  621 1080 1085  496 1017    1  100 1330  581  927  404 1072  115
  317  884  876  175  307  786  570 1225  475 1237  564 1370  299  565
  256 1071]"
53	198684.json	"[ 867  753  500 1014   39  956 1281  347  971  530 1318  465 1062  886
  757 1088  101 1058  529 1073 1234  439  693  260  620  805 1379  129
 1024  336 1238   19  808  174  521  739  169  785 1255  517  461  903
  392   67 1306  314   44  941  962  741   41  245  876  385 1205  133
  574  244 1350 1106  202 1138  104 1188  709  100  259  796  977 1292
 1230  328  430  102 1237  373  107 1204  933 1308 1213   71  565 1279
  412  829  428 1072  433  233  250  579  713  507  247  777  782  513
 1270  246]"
54	198685.json	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"
55	198687.json	"[ 225  822  920  945  167  607 1077  113 1378 1110 1021  939  206  781
 1345  549 1071 1298  288  987  371 1233  942  563 1036  423  748 1334
  827  488  472  863  146   47  734 1182 1165 1119  554 1266  421  578
  501  703  175  692  538  534  341  317  390  314  956  783  804  834
  254  468  909  830  866  435  786 1199  147 1229 1232 1273  111  598
 1255 1377 1343  985 1080 1370 1349 1251  342  633 1131  329 1195  328
  456  114  457 1296  428  358  409  818  789  969  869  907 1094  484
  144  632]"
