	verdict	indexes
10	198637.json	"[ 942  341 1097  783 1378 1377  475  113  734 1132  945 1165  696  641
  616  708  146  167 1011 1156 1393 1167  306 1035  633 1232 1136  254
  939  488 1078  879  607  451  450 1113  578  862 1199  810  371 1145
  144  626  494  987  321  920  448  834 1077  663 1119  342 1338 1116
  680  158 1114  964 1180 1366  533  423  497 1335  786   15 1093  271
 1094 1252  804  288 1284  822   14 1085  840 1262  586 1210  908  111
 1160 1120 1336  811  594  472 1229  147 1322  600  791 1200  421  737
  598  795]"
11	198638.json	"[ 561 1164  437 1186 1053  121  290 1146 1258  584 1126   37  248  878
  625  454 1207  676 1218 1026  603 1046  477  325  349 1051  284 1201
  400  415  993  112  917 1161  634 1285 1246  345 1220  874   12  610
 1159  542 1000 1169  473  719  515  826  698 1219  126 1064 1367  476
  408 1162  236 1154  859  502 1158  888 1065  637 1086  730  266   96
  836  691  381 1194  545 1151  165 1393  224 1102  214  557  958  470
  809  577  652  635  653 1335 1214  203  361 1352 1136  539  319  807
  541 1166]"
12	198639.json	"[  69 1021  187  985  793 1266  538  863  781  578 1296  310  687  987
  563  922  880  348  206 1189  889 1273  225 1035 1158  953 1180 1359
  291 1127 1378 1203 1086 1149  907  768  782 1077  980  410  744  911
 1078  607  111  593 1335  568  909  866 1110 1106  390 1198 1345  341
  254  839 1251  488  113 1098  564  370 1334  314  358  830 1160 1120
 1336  939 1222 1213 1269 1071 1322  903  814  149  804  858  893  822
  174  809  956  918 1232  539 1366 1129 1255  951 1152   96  633  616
  371 1199]"
13	198640.json	"[ 676 1146 1026   12 1046  325  719 1164  400 1258 1126  542  634 1207
 1053  284  345  454 1051  437 1186 1194  625 1201  236  473  874  381
 1169 1158  993  121   37 1056  561 1000  730 1065  415 1159  126  349
  165  603 1352  290  610 1161 1218  470  248  489  859 1246  841  584
  809  704  878 1151 1166 1360 1154  964   96  112  494  953  266 1054
  287  888  203  557  767  434  635  515  477  637 1285  476  577 1086
  727 1196 1286 1220 1162 1373  917  954  652  694  408 1214  541 1393
  826  958]"
14	198641.json	"[1195 1077  206  945  987 1119 1110  468  175  939  331 1358  866  969
 1036  954  147   76  754  822  893  329 1071 1206   47  440  907  840
  146  216  225  288  953  810  421   33   43 1094  167  920  799 1229
 1182  409 1199  869 1021 1349  692  578  158 1266 1134  505 1345  598
  616  277  418  317  111  645 1378 1342  942  388 1370  226  348  570
  592  892  834 1140  342 1210  909 1080 1359  882  607  153 1375  952
  601  534 1224  960 1158 1131  593  722  717  809 1343 1377  504  837
  737  435]"
15	198642.json	"[1001  911   84  223  710  385  356  480  796  835  574 1029  687  980
 1386  286 1311   71  177 1315   69  311 1267 1340  688  433  876  278
  933  707  220  579  972  443  529 1106  131  877 1213  588 1250  129
 1024  295  464  362 1098 1062  930  185   67  246 1138  867 1023  928
 1257  283  782 1306  461  846  739  500  174  829  531  918 1314  769
 1127  210  347  357  604  465 1104 1307   39  513  651 1263 1183  843
  149 1040  404 1238  568 1231  439 1361  566  900 1198  445 1189  410
  970  247]"
16	198643.json	"[1125  397  407 1282  957  153  192  944  156  825 1293 1117 1135  686
 1313  690 1375  799  724 1208  995   83  591  740  372 1212 1002 1355
  775  599  712  934   66  466  801  145  377  302  176  997  103  422
 1265  469  544 1332 1036 1197   95  393  850  136  979  978 1003  305
  990 1089  273   73   43  587 1370  797  518 1182  329 1031  938  664
  866 1015  359  994  749  432  213  762 1050 1049   65  540  337  754
 1385 1038 1371  946 1004 1185  999  458  558 1206  370  631  647 1372
  282 1215]"
17	198644.json	"[ 798  823   87  348  239  300  138  269  330 1108 1078  206  987 1210
  153 1035  570  216  184  291  999  866 1034  854  793  839  953 1359
  111 1219 1021  645  809  762  939  934  954  355   69  288  722 1278
 1199 1110  487 1077 1266  633  240  851  187 1158  578  418  717  889
  907 1195  754  922  370  434  486  310  882  881  376  468  228 1054
  837 1394  893 1120 1144 1036 1358  387 1134 1320  358 1273  872 1189
  616 1207  880  590  222 1335  781 1280 1098  863   43 1303 1342  607
 1064  162]"
18	198645.json	"[ 733 1093  641   76  232   45 1007  510 1047  946  299 1206 1017  264
  570  663  253  154  144 1096  418  818 1177   79   43  155 1113 1036
   92  812  421 1131  157  866  467  912   40  680  504  458  762  167
 1119  309  673   48  952 1181  775 1370 1254  367  738  717  468 1155
  514  424  895  600  754  938 1099 1326  401 1331   97   32  537   20
 1278 1309  162  850  702  670   29 1349  983  599  146  277  871  188
 1375 1388  411 1253  263 1294  662  501  591  770 1320  648  150  705
  945  262]"
19	198646.json	"[ 940  364 1316 1221  425  222  686 1015  481  599  251  947 1193  923
  130  715 1317  973  988 1301 1332  449  267  213  153  856  393  303
  152  189  990  672  742  234  797  382   34  623  597  137  589  631
  509  915 1125  943 1371   20  145  273  205  952 1313  666 1185  979
  775  690  800   88   66  850  103  160   65  665  750  458  944  518
 1130  725  902  469 1226  673  994  900 1135 1225  406  937  304  188
 1098  359  202  398   62 1082 1004 1247  377  571  590 1370  466  241
 1223   48]"
20	198647.json	"[ 956  938  313  848  549  428  709  148  952 1179 1187  777 1036  328
  426  554  167  317 1082 1304 1017    6  601  371 1269 1072 1223   45
  314 1014  591 1099  713  299  979 1370  461 1050  831  904 1349  326
  883 1278 1255  607 1281  102  920  946 1058 1042  478  457  665  268
  154 1191  824  779  338   19  424  620  738  876  259   97  241  614
  517  390 1251   48  741  901  789  336 1305  398  202   23 1178  150
  435  939  524  870  615 1318  509 1279 1302  188   44 1225  530  884
 1081  175]"
21	198648.json	"[1220   96 1064  319  502 1393  539 1200 1180 1136 1338 1378  341 1078
  420 1114  836 1367  807  515 1143  578  958  545 1159  113 1086  389
  454  698  477 1173  224  879 1356  862  744 1285 1335  942 1161 1097
  214  541 1126  488  791  111  752  784 1232 1373 1102 1026 1132  494
  475  652  146 1035 1366 1160  795 1000 1376 1266 1021 1077 1199 1092
  563  880  737 1207   89  987  291 1286 1345 1144  269 1203 1129 1246
   55 1149 1259  489 1169  922  201  809 1063 1120 1011  456  993  112
 1065  708]"
22	198649.json	"[1164  437 1046 1146 1186  603  325  121  381 1051 1026  874  676 1159
  400  584  556  634  471  691  625 1169 1246 1053  408  993  878  126
 1065  415  635  653  112  561   37  454 1126  345  284  361  165  719
 1151  477  203  470 1161  248  704 1218  290  888 1258 1102 1207 1196
   12  917 1194  266  279  610 1220  542  698  577  349  236  826  201
  476 1201  525  214  473  637  859 1360 1158  605 1064  515  557  865
 1153 1056 1162 1000  767 1214  652  224  841 1367 1086  809 1154  287
  836  892]"
23	198650.json	"[ 377 1125  979  997  692   76  999  591  799  153 1206 1135  329  189
  598  797  850  938  599  754 1385  775  690  990 1071  889  952  946
  944 1036   43 1225 1182  188  358  398  145  253  818 1002  302  825
  957 1265 1375 1163  686  273   66 1004  590  714   20 1332  479  762
 1082 1349 1305  518  866 1293  509  645  510 1247 1003 1370  705  631
 1358  827  712 1223  742  154  647  192  458  666  337  418   34 1392
  407  995 1155  570 1317 1077  267  558 1299  406 1208  740  960 1110
 1031  421]"
24	198651.json	"[1378 1114 1180  113 1097 1160  858  781 1366  341 1064  539  804  863
  836 1021   96  607  752  586 1266  563  578  488 1128 1322  319 1200
  959 1367  538 1035  225 1338  475 1078  502 1356  371 1393 1336  942
  862 1136  389  420  703  880  390  456 1220 1232  939 1077  346 1199
 1203  228  291  306  358  167 1149  146  111  484  744  348 1335 1334
  922  791  807  987  141  633 1165 1143  795  657  399  985   89  423
 1132  839 1345  229  966 1110  889  379  598 1063  472 1377  784  585
  569  830]"
25	198652.json	"[ 810  964  494 1377 1167  497  147  450   14   15  892 1286 1056 1165
   55  384  468  541  506  616  434  953  893 1195  605  226  837  113
  165  341 1345  396  969  784  394 1310  885  737 1378  183  448  657
 1273  906 1324 1119  146  840 1200 1156  789 1145  451   33   47  578
 1110  206  708  834  809  696  489 1338  942 1393 1140  626  819  472
   93  734 1091  111  954  879  379  646  663 1199 1182 1259  788 1094
  563  882 1394 1210  865  907  309 1335  861  598  175 1077  641 1343
 1048 1092]"
26	198653.json	"[ 676  542 1373 1352  541  906 1201 1126 1000  489 1026 1146  349 1393
  494  434 1258 1207  727  809  577  857  730  165  859  637 1046  470
  266  954 1159  345 1162 1054  236  400  473   96 1158 1338   37  841
 1051  502 1154   12  226  557 1065  767  694  325  417 1151  598 1286
  893  578   15  714  999  953  476  454 1194  610 1376  836  964 1214
  652 1169  874  438  203 1056 1136 1186 1220 1163  616 1285  488  279
 1394 1143  341  865 1378 1086  284  384 1161 1195   93 1167  224  634
 1199  625]"
27	198654.json	"[1239  151  851  617  484    7 1322  100 1189  607  764 1045  843  228
  182  913 1085  781  581 1336  348  231  242  966  802  390  300  640
  914 1323  346  695  569 1237  621  288  115  863  939  880 1035 1361
  513  235   58 1037  122  285  219   19  586  144  114  649  328  919
  293  391 1105  342   23  956 1305  965  792  804  104  239  886  301
  347  261  197  399  371  496  830  538 1063  814  461 1274  314  257
  745 1202  368  606 1281  530  307  429 1138  306 1104 1272  889   69
  828  113]"
28	198655.json	"[ 630  412 1297  709 1305 1031   67  461  956  741  910  540  285  173
  140 1058  256  732 1354 1014  235  967  456  518  200 1072  250  740
 1302  314  792  521  101  517 1019  108  903 1137  328  174  554  245
  615  537  814 1349  731 1198  483 1187   44 1312   38  614 1234  465
  843   41   39  416  526  965  688 1281  748 1289  156  607  983 1036
  347  462  410 1290  358 1313  648   19  832  941 1223  628   80  948
  876  830 1081 1189  596  693 1230  690   23  439 1127  336  802  529
 1370  405]"
29	198656.json	"[1305  317  554  371  956 1072  328  358  428  740  314  188  884  939
  777  390  391  549  167  952 1082  518   20  794  607  398  479  313
  591  692 1334 1255  830  742  781  938  564  202 1349  709  154  102
 1217  979  260  144 1206  589  599   19 1225  530 1313 1036  509 1058
 1223  538  797  273 1370  342 1185 1014  833  306  268  686  240  329
  848  948 1299  253  889 1021 1378  435  876  215 1187 1077  157  765
  570  410  705  630 1302  665  458   43 1278 1071  824  738  666 1017
  524  850]"
30	198657.json	"[1201 1054 1194 1258  999  438  434   12 1158  809  954 1000 1195  957
  598  206 1172  647  541  892 1166  866  187  302 1394  193  365  417
  736  676 1110   15  664 1358  953 1210  893  153  486 1375  547  329
  473  331 1002  590 1354 1146  944  857  712  284  841  165 1344 1207
  730 1053  397 1108  661 1134 1199 1049 1352  694 1135 1385  372 1003
 1273  645  882  692  542 1373  762  189  998  616 1154   86 1021 1248
  181  506 1219  179  226  934  418  837 1163 1271  370 1345  799  767
  489  161]"
31	198658.json	"[ 410 1059 1251  709  529   39  174 1205 1198  433  517   69  956  903
 1213  461  347  985  314 1315 1098  129  909  465  941  574 1021  980
  876 1030  687  310  564  568  835  729 1255 1106  210 1204  579  918
  233 1306 1269  474  133  620 1138  843  951 1029   41 1039 1234  223
 1189  782  283  904  660  500  328  358  439 1014 1318   67 1058  538
  554 1238  336  692  688 1271 1103 1257  890  924  889  753  512  607
  867 1052  777  886 1231 1024 1281    1 1279  549  573  872  933 1311
  883  814]"
32	198660.json	"[ 208  499  406 1371   66 1007  337  398  666  944  787   31  979  705
  302  662  393  458   48  994   49  599   43   45  742 1206  850  188
  982   20  591  686  988 1112  624  275  629 1125 1015 1216  797  762
  761  366  665  712  899  812  153  117 1135  715  642 1212  952 1082
 1017 1036  154  119  733  754   88  938  425  589 1004  740  871 1370
  631  997  558 1208  530  673  946 1301  510  382   76  690  889  267
  825  249  975  509  818 1317 1193  724  856 1331  159 1332 1278  570
  623  273]"
33	198662.json	"[1066  825  303  754   43  145 1293 1385  153  799 1013  995  957  990
 1036  442   65 1317  937 1375  377  762  997  775  302 1370  194   29
  397  590  136 1332  532  380 1195 1125  599  690  934  383  686  329
  944 1117  359  750  988 1371 1206  946 1182 1135  797 1003  150  598
 1002  457 1006  268  844 1110 1275  692 1031 1344  645  999   34  847
 1071  544  379  954  337  267  418 1134  504  912  875 1007 1225  331
  205   83  979  294 1015 1209 1060  818  850 1193  425  458 1130  120
  712 1283]"
34	198663.json	"[  15   14  694 1377  183 1167  497  616   21  494  680  942  810 1194
  762  964  953 1195  681  882  837  448 1056  969 1181  541 1153 1262
  788  866  438 1145   92  954  450  717  733  885 1156  841  547  626
  892  394  646  592 1261  696  999 1394 1210  155  179  206  475  451
 1096  865  912 1378  783  111   76 1352  395  199   33  418  641 1113
  506 1158  536  668  384 1284  708  489  714  315   40  486 1170  181
  945  158  309 1229  147  510  633  712 1048 1007  648 1119 1077  321
  819 1011]"
35	198664.json	"[1098  900  856  338 1213  904  433  564  876  692  980 1028 1039  247
  877  150  194  251  343  604 1036 1010 1250  410   34  445  532  449
  824 1130  326  920  952  590  191 1226 1332 1138 1059  457  956  660
 1385  970  946 1106  359 1370 1279  574  789 1118 1255 1206  743  223
  500  848 1350  529 1083 1251  775  549 1177  102  133 1082 1271 1281
  267  268  551  643 1363  937  713  409  951  485  990  608  777 1110
 1349   90  504  294 1278   43  222 1314 1029 1303  461 1327  232  174
 1269  554]"
36	198665.json	"[ 878  917 1218  248  284 1258  415 1166  290  349 1201 1219  625  345
 1360 1053  473 1146  561  676 1164 1051 1374  365   12  993  542 1154
 1207 1046 1186 1285 1000  434   37  325  381  730  470  719  557  610
 1194  793  816  841 1026 1151  634  304  463  826 1054  857 1352 1158
  603  888  859  437  999  954  266 1162 1169  637  584  153 1003  126
   95  809  279  281  506 1394  165  664  397  577  704  874  727  515
  438 1220 1126  417  103  121  454  645  934  823  425   96  236 1214
  798 1359]"
37	198666.json	"[ 494 1262  541  577 1016 1373 1018  616 1156  989  932 1079 1338  536
  626  450 1377  341 1136  964  448  857  547 1199  598  885   15  542
 1393  321 1163 1000 1194 1378  181  502   32  489 1352  708  594 1248
 1358 1344  403  942  906  271 1061  652 1394  810  809  417  714  836
  717 1210  226  434 1145  788 1167 1261 1165  694 1195  953 1335  206
  451  999  954  420 1345  384  773 1286 1078  908 1273 1159  578  329
   74  866  893  396  158  113 1153 1077  147  841  183  539  475 1207
 1132  945]"
38	198667.json	"[ 852  431  686  934  850  599  988  153  715   66  589  952  797  645
 1089  393  240 1049   88  267 1206   43 1036 1004 1354 1301 1217 1109
  944  518 1313  119  479  189  303  273  411  466  202 1225   95 1305
 1135 1333  127  364  742   34  313  215  188  152 1015   87  642  624
 1082 1185 1193 1370  391   45 1288  457  591 1223   92  398  979  406
  665  750 1125 1278   86  329 1332 1050  241 1265  775  154  762   20
 1249  692  994  740  628 1280  938 1141  509  587  845 1240  200 1130
  875  145]"
39	198668.json	"[ 206  810 1195  494 1377 1345  434  468 1110  541 1273  396  147 1172
  809  954  217  593  616  497  165 1199 1343  784  869   93  331  161
  861 1107  175  953  893 1158  837  450  287  834  964 1228 1286  598
  892  226 1378  882 1373  969 1394 1140  384  885  652   15  547 1266
 1165 1056  908  506  909  737  789   12  866  394  341 1358 1359  840
 1079  472 1021  960   33 1310  489   47  578 1182  906  907 1194  557
  351 1210 1078 1071  935  945 1054  841  987  265  379  435 1156  321
 1261  817]"
40	198669.json	"[1091  810   93  784  396 1377  497   55 1261 1345  351   36  196 1165
  840  494 1343  158  834  331  450 1107  369  448 1156 1145  206  737
 1273  389  935 1110  681  955  969 1232  593  165  451 1266   47 1378
 1079  964  287 1056   15  869  175  907  652  147  183  861  668 1140
  670   33  341 1167  616  885  394 1113  879  811  837 1011  708  932
  541   14  892 1359  265  254 1200  309 1195 1097 1048 1119  663  578
  795  866  909 1310  789  942  201  113  600  953 1356  809  226 1286
 1080  487]"
41	198671.json	"[ 676 1201 1146 1258  284  345  349 1046  542 1051 1000 1164  400  325
 1026 1352  470 1207  634  859   37 1186 1126  437  625 1151   12 1053
 1218  727  236 1154  473  266  415  730 1194 1373  489  248  857  381
  476  279  121  767  874 1162 1158 1360  610  878  906  557 1169  454
 1159  541  993 1065  637  841  954  584  577  165 1054 1161  888  652
  603   96  494  515 1166 1286  809 1214  719 1393  126  892  561  438
  203  694  434  417  477  502  999  836 1246  463 1285 1220  635 1219
 1086 1056]"
42	198672.json	"[1385 1332  145  775  825  457  153 1193  359  686  303 1036   62  267
  995  599 1015 1013  152 1293  302 1066  383  623  988  194   34  937
  189  590   43  797 1221 1301   65  990  934  205  750  150  957  997
  856  249 1316   25  251  294  268 1098  326  754  847 1370  105 1371
 1317  481 1225 1125  241  700  364  377  742  409  213 1283 1275 1130
  466  762 1083 1135 1010   86  442  382  979  944  889  799  393  978
 1185  120  645 1242  435  660 1372  191  380  595  137 1375  425 1215
 1212 1006]"
43	198673.json	"[ 502  341  494 1338 1136 1159 1393  319  515  795  578 1378   96  698
 1114  784  836 1373 1026  389  879 1220  708 1286  420 1377 1078  541
  964 1266  616  489 1065 1200  958 1207 1064  214  477 1161  450 1199
  906 1232 1335 1167 1126  488  577  497  652  113   93  165  810  384
 1173  932 1153 1169  717  809  542 1367  942 1259  448  146 1352  539
  892 1086  737  954  325  266 1194 1165  224  885 1132  657 1056 1145
  557  454 1079  874   15 1345 1180  475 1229  807 1000  229  279  400
  321 1097]"
44	198674.json	"[ 432  957 1125  518  407  944 1058  591  273  740  686 1313  105 1005
 1187  329  192  156  979  393 1305  690 1135  558  544  188  267  145
 1004 1212 1349  153  938  200 1206  997  825 1031 1370 1014  195  990
  372  943 1082  599 1050 1223 1215  302  398 1208  675 1060 1387  614
  305  960 1375  425   66  797  331  469  215 1293 1332  995  554  377
  103  750  405  631 1282 1265  337  509  724  479 1355   43  775  589
  850  615   95  934 1172  801  457 1354 1197  742  540 1299 1225   20
  359  116]"
45	198675.json	"[ 119  715  686   88   66 1329  599  127  934  153 1004  337  393  406
   65 1333 1225  944 1015  850  642  988  313 1217  952  762  364  750
   87  304  152  689   92 1191  624 1240 1288   43  645  812 1206  589
  994 1125   20  303 1135 1301  999  742  705  466 1007   31 1082  895
 1313  797  398   13  154 1095  273  391 1157 1112 1050  979 1265 1304
  664  431 1280  665 1118  188  240  374 1312  591  215 1212  202  702
   45 1185  690 1049 1387  875 1123  854  281 1282 1076  712  425  382
  990 1109]"
46	198676.json	"[1026 1207 1153 1194 1126  477  515  676  454  874 1246  494  719 1161
  698 1335  214 1146   96  502 1159  841  111  857  279  836  489  126
  400 1065  837  165  993 1393  964 1046  584  325 1352  906  542  885
  784 1367 1000  578 1338 1164  236  610  321 1173 1136 1220   37  577
  266  545  224 1229 1219  932 1377  616  953  652  121 1056  882 1064
 1201 1158  497  437  112  708  958  319  888 1286  810  448  541  561
 1186  896  635  807  717  893  557 1051 1285  473  341   12 1378 1169
 1078  603]"
47	198677.json	"[ 852 1089 1049  934  587 1135  686  153   86  599  661   92 1354  762
  411  664  944  189  364  850  645  952   43   66   73 1333  152  999
  431  273 1036 1002  103 1225  518  302  712  173 1004   95 1108 1172
  393  313  750 1265  304  601 1375 1125 1206  479 1212 1208  797  589
  372  267 1249 1109  156  775  452 1141  954  382  398  466  154  526
  938  331  200  866  193  221  119 1050 1087  731 1240  187 1110  690
 1321  591  590 1181  524  329  740 1223  960  540  647  946  837  486
  179  318]"
48	198678.json	"[ 502  752  319  420 1136 1064 1097  341 1078 1338 1220  879 1378 1367
 1393 1114 1180 1200  958  346  389  113   96   89  541  880  477 1356
 1035  141  862  586 1159 1373  942 1266  494  791  698  327  539  475
  836  913 1144  807  966  723  708 1161  201  744  353  784 1132  293
 1366   55   74  448 1063 1173 1377 1261  922 1232  306  795 1336  399
 1156 1092 1167  906  959 1165  214  585 1091 1145  342 1143  146 1345
 1273  932 1149 1153 1322  578  545 1065  384  266  577 1169  423  896
  652  657]"
49	198679.json	"[ 676   12  542  473 1258 1146 1201 1194 1207 1158 1000 1046  434  809
 1026  165  400  954  730 1352 1054  719  345 1126  325 1166  541  284
  841  634 1373 1051 1053  953  999  893  349  506 1154  489  859  470
 1219  557 1195  494  381  236  438  906 1394  454  625   37  885  598
  652 1286  287 1056  577  882  417  767  836 1065  727  892  206  126
  714 1164   15   96 1169  637  964 1285 1159  694  226  874 1360  610
 1214  857   93 1393  266  515  183  476 1273 1151  837  203 1186  578
  717  888]"
50	198680.json	"[ 985 1021  410  310  980   69 1030  909 1366  688  744 1345 1251  488
  538  539  703  113  474  598  358 1059 1158  863 1071 1378  880  687
 1334 1269  174  951  314  523  709 1296  564  223 1180 1120  692  795
 1086 1273  607 1232 1078  291  822 1063 1110 1255  578  433  889  809
  146 1098  568  942  529  563  827  729  371 1203  920  225  883  456
 1097  866  632 1114 1315 1213 1322 1204 1266 1039 1077  206 1106  781
  461  890  254  348  341 1131 1279 1149  958  421  840  903 1199 1143
 1373    1]"
51	198681.json	"[ 339  555 1226    2  904  777 1098  900    5 1213  839  455  150  876
  709  529  338  956 1251  951 1303  551   25  252 1385  564 1304 1332
  881  501 1142  738 1205  848  433  554 1204  514  478  660  457  570
 1039 1099 1315  549  742 1278 1059 1032 1365  133    4 1370  920  259
  435  574    1 1118  822  283 1071 1036  729  424  845 1281 1279  402
  326  268  194 1025 1177 1363  492  573 1269  410  500 1255  145  102
  358   87  604 1250  937 1270   20   82  359 1318  620  856  753  504
  129  847]"
52	198683.json	"[ 939  607  167  371  942  113 1255  314  306  830 1021 1378  956 1097
  390  781  549  633  328 1251 1036 1322 1334 1269  538  288  920 1110
  692 1138  144  421 1035  554 1071  313  863  831  952  475  206  866
  945  336  484  904 1284  824  428  358  348    6  534  985  822  688
  987 1077 1345 1239  848 1179  564  903 1225 1279  461  883  512 1395
  632 1298  423 1085  478  488  570   19  410 1017  927 1366 1210  889
   23  876  581  777  115 1370  586 1281  175  391  496  342 1080   47
  909  146]"
53	198684.json	"[ 867  956  753 1014  500   39  347  886  530 1062  465 1058  971 1281
  529 1318  129  757  805  693  174  620 1234 1073 1088  336  314  439
  260  101 1255  517  903 1024   19  133  461 1106   67  521  941  574
  876   41 1205 1379 1238 1138   44 1306  739  202  785  741  709  328
  104  169 1213  102  385  233  392 1292  808 1350  245  412  244  433
   71  796  100  579  259 1230 1204  564 1188  962  428  777  782  977
 1237  904 1279  713  972  970  933  298 1308  391 1072  843  829  247
  430  390]"
54	198685.json	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"
