	verdict	indexes
10	198637.json	"[ 167  783  734  306  371  429  786  920 1093  607  641   30  992    6
  991  299  512  811  942 1362  157 1179  733   97 1017  945  423  516
  692  421 1155  818  570  144  148  884  510  168  478  621   56  484
  663  683 1298 1036  322  952  831  341 1085 1099 1349  253  622  232
  155  196 1094 1131 1110  549  242 1128 1071  317  677  696 1337   19
  824   24  401  586  834  256   58  746  913  830  883  114  939  815
  343  243 1334  113  828   92  254 1045  342 1097 1035 1113  908   11
   22  288]"
11	198638.json	"[1000 1214  545 1367  539 1376 1338 1220 1086  515 1136 1053 1393  727
  809 1163  454  865 1046  874 1285  494  676   15  788  541  226  859
  489  717  767 1159 1169  958  698 1373 1126 1154 1335  708  502  954
  578 1011  236 1201  201 1144  165 1378  577  737 1026  836 1092 1158
  993   96 1143 1342 1180  146 1394 1018  652 1261  341 1352 1286  882
  542 1161  121  906 1194  694  321 1164  403 1079  361  594  637 1200
   55  475 1167 1207  291 1054  488  795 1344  942  463  964  394  714
  893  616]"
12	198639.json	"[1106  903 1213  538  465  565  867 1024  410  782  956  513 1279  347
  114 1281  133  174  500 1198  439   39  461  529 1306   41 1231 1269
 1255  808  433  620  794  972  933  574   19  876  843  246 1315  328
 1204  512 1104  357  390  225  580  104 1205  362  426  129  385 1014
  695  753 1318  314  890 1073 1088  709  739 1138 1234   56 1230  517
  971  298  569 1238  564  941   23    1  805  554   80  970  785  924
 1349  278  404  258 1098 1029  886  607  904 1058  632  496 1292 1072
  786  521]"
13	198640.json	"[ 964  489 1056  494  953 1373  497 1026 1352  400   15  542 1126 1167
  893 1376  541  434 1286  708  865 1393  727 1169  810  882  719  236
 1000  676 1394  906   55 1046   96  874 1159 1338  201 1163 1261  287
  403  454 1214 1335  165  473  837  809 1194  694   93  146  704 1273
 1156 1342 1086 1367 1378  605  506  896 1220  325  717  602 1158  841
   14  557 1011  784 1161  226  394  788  698  885  942  730  463 1065
  714  545  420  577  502  954  634  389  111  438 1377  652  448 1145
 1092  737]"
14	198641.json	"[ 317 1349  424  478  268  175  554  512  409  423  627  496 1392  167
  607  920 1131  549 1036  601  326  765 1223  505  792  570 1206  779
  484  232 1080  225  322  945  461  501 1177 1213  675   76  709  777
  946 1330   45  925  855  115  956  663  256  565  114  848  263  259
  890 1101  358  371  516   43   58 1370  328  258  343  939 1298  938
  822 1187   11 1155 1110   29  369  144  143  426  638  524  150  770
 1017  188  402  457  818  738 1362  786  427  952  760  748  230  799
  342 1072]"
15	198642.json	"[1340  385 1267   84  796  867 1024  710  356  185  829  464 1001 1386
  574 1311 1029  295  500  933  177  169  223 1250  739  480  579 1314
  846  312  651 1083  743  707 1315  876 1306  972 1257  877  286  835
  445  244  597  483  245 1062  129  433  246  443 1088  180  101  604
   39   67  347 1238  131 1213  311   71  521 1379  588  900  529  573
  404  362  980  886 1279  785  357  172   82  414  338 1204 1307 1121
  218  373  868  465  971  513  769  911  753    1  210 1104 1183 1098
  247  930]"
16	198643.json	"[ 724 1355 1197   18  832  544  943 1392 1277  741  825 1038 1332 1357
  644 1187  359  679  458  979 1242  639  990  105  245  571 1135  669
  591 1381  145  160  673  503  849  938 1371 1081   48 1375   44  407
 1142  234 1293 1185  675  690   45 1083 1212  296  469  628  491 1015
  188  559 1241  988  997 1208  136  995   67  101  658  156  558 1014
 1019  801  466  957 1177  875  871  540  366 1032  180 1005 1372 1174
 1058  218  740  735 1346  749  994  305 1379 1117   25  241  910 1139
 1002 1283]"
17	198644.json	"[ 138   87  570 1133 1278  184  330  478  348 1280  939  484  123  937
 1239  376   45  239  144  167 1206  805  648  881  956  328   43 1223
    7  151  231 1256 1042 1305 1036  781  970  268  496  738  946  235
  339  355  695   58  340  764  216  240  162   76  581  842  601  317
  104 1349  549  794  228  133  513  387 1303  299  175 1330  294  313
  952 1298  889  115   29  114 1058 1108  843  554  948  391  288  612
  300  988  607  606  830  424  627  775 1098  371  390  222 1178  828
 1269 1148]"
18	198645.json	"[ 733   45  264  673  458   48  812  770  447  510  299 1093 1017  738
 1099  702  467  516  570 1331 1155  232   20  543  572  983 1206  188
  946  991  421  855  818 1177  644 1253  850  308  979  276  988  157
 1392  832  641  256 1047  875   76   18  897 1278  899 1302 1131  833
  250  252  241 1326   79 1082 1033  550  662  952  849 1176  599  705
  411  398 1042  154  666  253 1007  123  514  429 1121 1226 1277 1174
 1294  895  150  343 1319  558  530 1197  309   40 1178  144  797 1036
 1109  491]"
19	198646.json	"[ 940  597  725 1316  458  988 1193  160  234   18  923 1015  628  202
 1221 1277  856  509  943 1185 1357  251  589 1301  833 1197 1332  947
  267  130  445   48  902  481  373  715 1083  558  188   20 1371  673
  979  666  609  832 1226  623  665  260  672  760  742  669  611  449
  595  770 1216  658  797  624  693   45  644  900  316  101  447 1278
  364 1014  469 1130 1187  500  899 1392  994  398 1382  222  741  518
  213  970  145  241  530  631  252  599  268 1363 1184 1355  735 1236
  428 1379]"
20	198647.json	"[ 428  956  426  938 1099  777 1082  713  168  392 1014 1392  549 1081
  665  507  876  620  328  897  951 1072  550  457  709 1318 1234  509
   44  430  824 1187   19  102  848  974  252  962  883 1281  243   48
  554 1255  904  884  148 1279 1179  870  314  326  371  478  343  461
 1278 1226  313 1137 1088 1017  565 1363  979  991  952    6  757 1349
   97  615  666  338  259  202  256  735  101  833 1270  500  644 1178
  188  517 1058  512  808 1223  260  794 1036  845 1365   45  530    1
  589  419]"
21	198648.json	"[ 862 1378 1356  563  744 1128 1120  341  113 1180  146 1011 1078 1063
  879  942 1132  225  768  578 1097 1086 1232  594  737  226 1101  925
 1149 1119 1233 1366  523  696  585  147  621  475 1021 1018 1092 1167
  992  734 1252  809  291 1322  786  791   15  488  502  158 1143 1296
 1122 1077  840  958  423  804 1266  607  853  456  683  254  985 1136
 1271 1334  586 1035  484 1114 1373  451  346 1022 1094  512  632  538
 1344  781 1377  394  545  389  539  242  954   24    6  795 1156  399
 1158  228]"
22	198649.json	"[1046 1164  437  381 1159 1186  653  691  556  121  471  408  325  874
 1102 1169 1146 1051  361  400 1026   37  698 1065 1151  993  727 1220
  201  584  637  126  112  634  165  865  888  635 1126 1161 1196  806
  676 1053  236  603 1162  214  476  625  704 1173  454  545  577 1376
 1200  345  610  515 1056  652  605  542  473  788  719  494  477  859
  284  795  541  896 1246  767  958  349  525 1367 1261 1352  203  279
 1201  557 1136  809 1086 1000  248  878 1214   15  502 1194  319  470
  561   55]"
23	198650.json	"[ 979  188  509 1392  644   48  160  558 1223   18  458  428 1099  669
  797  770  897  832  990  591   20 1332  742  343 1277  705  665  675
   45  997  833  988  673  938  693  725  589  724 1155 1082  398  666
  267 1197  818  218  328 1014  850 1241 1081  639  741 1371  305  105
  609  406 1187  424  469  518  624  855 1253  102 1004  611  631 1331
 1185  273 1206 1109 1184  952  554  943  250  824  870  234  956  899
  157  692  268 1215  887  690  983  392 1349  359  549  296  457 1299
 1193  544]"
24	198651.json	"[ 371  781  607 1128  225 1072  538  390  114  484 1322  242  167  786
 1012  423  306  804  429  794  346  563  632  512 1045   19 1366  586
  358 1334  569  456  314  621 1378  677  927  913  640 1281  830 1021
  820  549 1255  683  513  884   23  328  858  914  554  496  744  113
   58  768  104  581  843  985   56  317  792  228 1269  307    7 1179
    6  956  863  782 1337 1097  336 1336 1063  903  231  695 1231  853
 1279  734  342 1035  939  144  839  880  565 1239  580  100  777  151
  410 1251]"
25	198652.json	"[1094  861  451 1119  663  501 1310  783  789 1110  641  560  734 1071
 1131  232 1377 1182  309  147 1343  840  263 1167 1165  409  396 1362
   24  505  622  510  908  146  942   33 1036 1113  862  696  196  468
  810  680    6  369  226  626  969 1011 1286  834  262   11  869  607
  254   79  175 1195   59 1370  113  394 1344  799  384   30 1048  733
   22  341 1080 1232  199  748  968   47 1156  907  575 1345 1271 1101
  167  288  423 1093  315  594  819 1375 1063  598 1047  516 1210  563
 1043  512]"
26	198653.json	"[ 714  598  594 1167  906 1011  146 1163  113  641 1378  942 1373 1377
  734  602  341  488 1261  827 1156  226  489 1113 1224   15 1344 1165
  811  717 1018 1286  663   76 1093 1195 1310  954 1119  147 1131  908
  196  616 1054 1262  945  696  158  451  626  167  217  155 1077  401
  144 1182 1366  622  438  733 1284   32  421 1199 1145  818  783 1111
  510 1071  254  728 1000  541 1094  879 1342 1232  253 1394 1016  394
  479  578 1100   93 1158 1155  799  969 1271 1047  692  396 1079  232
  403  321]"
27	198654.json	"[1239  843 1237    7  484  513  617   58  100  151  606  695  242  231
  347  530  914  276  235  114  182  764  390 1045  219 1302  250  461
  640  404  285   19   23  607  956  802  328  244  886  104  792  412
  569 1231  496  903  794  677  465 1073 1104  107  197  913  808  257
 1072 1138 1369 1037  228 1281  256   56  833  805  581  620  429  439
  781  621  143   77  580  516  948  307 1305 1361  785 1274 1269  933
  419  565  144  336  362 1189 1292   80  132 1137  391   41  782  970
 1308 1256]"
28	198655.json	"[ 412  630  483   67  910  741  250  521  101 1019  461  256  245  709
  956 1031 1302 1014 1187  615  517  732  832 1058  285  107 1234 1137
  833 1230   16  540 1068   44  518  235 1305  794  614  620  740  669
 1277  500  785  404 1072  260  948   39  805  628  903  792   38  305
  347  808  983  530 1005 1073   19  644  419  200   18  202  565  439
  268   41 1081  465   56  843 1024  458  693  314 1281  428  558  328
   68 1349 1237  174 1290  943 1289   80  296  753 1216   17 1231  979
   23 1223]"
29	198656.json	"[ 428 1082  509 1072  833  589  956  188  884  260  392  202 1185  665
  102  794   20  328  530  979  398  742 1014  554  894 1099   48  458
  305  549  644  705 1081  876  777  666  611  757  591   19  371  252
 1381  713  426  314 1278  988 1277 1301 1058  518  317  168  938  273
  943  735  897   44 1255  558 1187  500  740  824  406  785  624 1392
  948  962  715  797 1197 1137 1216  725 1062  738  101 1217   18   45
  620  899  390  250  268  952  693  307   97 1178 1017  801  457  412
 1223  391]"
30	198657.json	"[ 524  544 1354 1375 1223 1135  193  741  832 1392  765 1031  644  518
  596 1187  109  673 1081  983  709  338 1299  792  105 1242  537  628
  326 1131 1067  136  957   38  967  256  526   68 1043  736  540  447
 1277  462  232  412 1181 1099  196  690  479  938 1349  630   86   18
  467 1332 1331 1290  543  461 1328  331  150 1155 1370 1372 1036  157
  250  870  572  760  910  997  558  343  855  779  405 1019  740 1049
  669  188 1212  251  946  996  116   73  875  268  908  724  285 1206
 1038  772]"
31	198658.json	"[  39  808 1318  500 1306  461 1234 1059  517 1088  529 1238  347  620
  709  867  521  565  465 1205  433  903  439  430 1024  579  971  574
  101  941 1270 1230    1 1204  876  956  483  933  419  464   41  739
 1231   67  410 1014 1213 1279  785  829  131  753  174  244 1281  886
  426  974  796  129 1029 1257  357 1290  512  245 1103  259 1392 1315
   82 1308 1255  250   44  513  573  338  580 1073 1058 1379 1314  707
  890  757  295  924  246  741  218    4  977  843  404 1365  729  805
 1104  177]"
32	198660.json	"[ 208  499   31  406 1371  398   48  553  666  159 1216  979  458  899
  988  994  715  624   49  735  982  665  642  812 1015  705  833   45
  366  742  558  887  658  393  589  188   20 1193  530 1082  725  702
  761   18   66  662  629  324  337 1277 1390 1197  509  631  241  770
 1123  673  609  469  591  797 1095  787 1301  260  252  943  202 1007
  117 1348  308 1191  850  975  428  599  923 1050 1174  832 1278  234
 1381  623  447  445   13 1236  856 1185  644 1206  944  441 1331  364
 1187  213]"
33	198662.json	"[ 937   85  988 1277  145  760  849  825  458 1371  303  268 1193   45
  990  847 1332  294  875   49  405  673   18 1013 1389  832  552  160
  359 1142   43 1015  241   29   48 1177 1346  725  997  377  595  644
  194 1385  558  669  380  383  770  457 1187  948 1036  491  775  741
  797 1283  267 1370  700 1293  870  910  771 1184 1392 1381  946 1223
   44 1083  212  979  754  482  627  188  309  326 1206  205 1155 1355
  662  120  412 1006  105 1302 1031 1185 1019 1372   25 1130 1375 1242
 1135 1221]"
34	198663.json	"[ 733 1181  315   21  179   40  510  447 1319  969  662 1042  641  831
 1206  309  762 1195   76  680  537  183  199  394   92  601  626  663
  299   45 1155  952 1017  155 1093 1212 1331  818  673  967  438  144
 1047  452 1208  783 1284  277 1298  592 1377  377  543  622  681 1007
  945  696  157  196  167  912 1248   15  411  942  253  712  646 1167
  775  946  524 1145  810  232  866 1119  534  648 1113  983  505  367
  702 1223 1310 1191  193  421 1135 1096 1184 1375  908  811  720  382
  692   33]"
35	198664.json	"[ 338  876  604  900  218 1270 1365  326 1088 1059  500 1099 1314 1392
 1279  343 1226  743 1098  760 1250  550  492  433    1  150  251  856
 1318 1350 1306 1083    4 1281  962  824  131 1234  868 1363  259  974
  247   44  753 1213  777  252 1332  808  785  430  574  877  101  461
  507  171  529  565  243  426 1187  445  608  821  933  105  516 1204
  573 1309 1130  392  695  168  160  904  620 1014 1238  796  512  956
 1379  757  580  244  373  464  517  971 1193  457  410 1028  709   39
  359   90]"
36	198665.json	"[ 349  284  878 1218 1166  415  917  625  248  993 1285  826 1003   37
 1219  793 1207 1258  463 1000  610  542  345 1146 1186  304 1053  637
 1360  473  290  557  730 1367  434  762  893 1214  905  353 1126  999
 1376  325  645  616  279  664  578  704 1154  381  882 1026  577 1136
 1201 1335   83  103  816 1194 1046 1144 1352 1359  281 1163  425  321
  647  329  476  126   95 1164  372  727  486  954   57   35   10  125
 1394  417  676 1383  266  337 1051  953 1069  280  229  754 1245  859
  561 1056]"
37	198666.json	"[ 451 1156 1262  641  196 1113  598 1016  773  626  144  663  783  341
  594  818 1155 1310  734 1248  942 1018 1093   32  622  989 1344  315
  733 1167  155  537  908  680  810 1195   76  945 1079  616  396  167
  271  510  157  670  179 1181 1224 1343  309  511  548 1145  960  253
  967  811 1165  333 1119 1042  906  533 1358   15  714  193 1378 1377
 1011  199 1394  158  321  673 1319 1199  226  388  536  401  346  181
  450  421 1182  983  369  804  768  621 1043 1328  288  792  351  231
  830  113]"
38	198667.json	"[ 988  589  202  715  509 1185  665  267 1015  393  624 1277 1081 1236
 1301 1193  628  797 1217   48  686  833  693  188   45  943  558  899
  850   88  742  642  466  458  398  948 1278  160  127  979  599 1109
  273 1357  107 1130  406  234  518 1197  666  431  260 1190 1332 1150
  428  457  595  870  354 1371  952  994 1082  644  705 1187 1381  530
  845 1223  591  102   20   44 1216  956  241   62  856  152  572  832
 1118 1355  219  328  324  614 1050  391 1292 1305   18  412  611  268
  303  101]"
39	198668.json	"[1110 1131  869  369  396 1080  789 1310  175  409  908 1195  969 1071
  861 1165  501 1343  423  822  217  206  945  799  147 1172  468  196
  309  811 1370  748  779  955 1113 1199 1094 1349  601  883  146  734
  598 1036 1298   33  326  683  221  490  663  232 1209 1233 1043   11
  331  810  167 1345   22  968  534  607  288 1182  225  946  317 1048
   24  435  827  834  524  512  907 1060  765    6  118 1271 1101  388
  560  421  451  505  670 1377  783  440  563  909 1107  692  371 1177
  199  510]"
40	198669.json	"[ 196  158  369  811  840    6  670 1343 1110   93  955   22 1131 1366
 1377  663   11 1047  396 1362  789  786  309  501  748  148  331  512
 1021 1165  388 1310  834 1080 1091  600   47  641  435 1252  175  134
 1043  810  907 1094 1063  683 1048  901  232  946  799 1351 1232 1266
  638  167 1356  199  621  968  423  254  733   24 1231  632  969  601
  429  326  351  734  594 1119  451  991  992  677  341  820 1345 1261
  909  563  869 1254  890  696  783 1349  322 1195 1337  560  206  142
 1036 1128]"
41	198671.json	"[1018  906 1261 1167  594  226 1011 1373   15 1344  598  489  541 1286
  341 1378 1156 1145 1352 1000  879  954  714 1377 1394  451  147  737
 1201 1158 1054  146  942 1163  767  892 1310  717 1113 1092 1195 1271
  641   93 1119 1214  734 1232 1342  696 1262  396  158  663 1111  113
  434  840  810 1079  809  271 1086  563  602 1094  652  578  616 1338
  788 1199  394 1093  488 1165  622   24 1120  438 1224  811  196 1366
  657 1101  626  744  908 1071  958 1356  217 1131  708  964  403  494
  421  646]"
42	198672.json	"[ 145 1332 1193  988  760  725   18 1083  825  359 1277  160  832  268
  937 1142  847  849  595 1392  457  458 1371  234 1015 1283 1242  669
  267  212  875 1187 1032   25  326  990  105 1177   44   45  644 1357
  770  152  775  673  741 1385  338 1346 1185  997 1301  571 1389  241
   85  979   62 1221  623  482 1316  303  205  449  910  628  856 1019
 1184  609  870  597  294  171  316   29  666   49  700  948  218  120
 1355  405  540  686  412 1381   48  675  943  902  749  194 1174  558
  771 1130]"
43	198673.json	"[ 341  146  783  879  734 1378  113  942 1132 1011 1252  862  737  708
  810  616 1377  226  563  795 1119  578 1229 1286  475  147  696 1338
  271  600  451 1180 1156 1094  641  594  945  784 1078 1345 1167 1232
 1097   15 1273  768  265  987 1063 1018   93 1366 1266  254  502 1195
 1356 1199 1165  225  351 1233  840 1136  158 1261  488  321  450 1077
  954 1158  598 1113  680 1343  291  869 1140 1120  786 1048   14  167
  804  809 1145   24 1128 1310  992  396 1210  652  925    6  586  861
  822  683]"
44	198674.json	"[ 195  943  979 1058  407  518  558  669  101  509 1187  202  188  591
  832 1014  724  833 1277 1005 1197 1081  948  910  693  267  740   44
  412  741  614  589  260  305  393  245 1357  428  628  615  715  296
  988  432  105  735  160  624 1082  644 1050 1371  956  441 1223  273
  458  135  899 1305 1392  469  801 1241 1185   48  675  107 1387  725
  665  742  102  639  398  609 1015 1355   18 1019 1332  521  517   62
  234 1215  938  678  544  359 1068  630  797 1301 1137  690  250   67
  354  145]"
45	198675.json	"[ 715  119 1015  406   88  127  393  624  689  686  642 1329  988 1301
  599  589   31  665  994   66 1191 1217  742 1004  702  553 1185  398
  202  887  812  850 1123  466  797  705 1236 1157  499   13  159  595
 1082   48  152  324 1150   20 1277  979 1118  522 1050  458   45 1109
  982 1095  337 1348  313  952  364  273 1178  188  558  241  509 1216
 1357 1190  899  391  943  666  154  102  407 1381  845  591  428 1197
  493  366  234  530 1193 1278   43  469 1206 1313 1390  750  208  123
  260 1225]"
46	198676.json	"[ 321  708  810  616 1156  111 1338  837 1229  646  146  906 1262  882
 1342   74 1153  502  945  497 1394  893  536  953 1335  987 1378 1011
  494  475  717 1167  696 1145  942 1077  885  341   15  271  489 1140
 1194  784  783  737 1136  722 1079  841 1132  857  578  680 1113 1016
  989  964 1096 1367 1195  158  450  773  932   32  438  999 1144  333
 1119  641 1324  866  265  896  734 1094  762 1048  315 1199 1018  468
  622 1393  515  291  650 1035 1286   33  113  879  511  254 1078  486
  633 1377]"
47	198677.json	"[ 686  665  466  364  152 1081  589  628 1135  267 1277  644  988 1178
   45  599  393 1004  850  234  518  241 1223  943  313  672 1357  952
  797  673 1118 1381  666  411 1050 1331   18 1191  127   66  750  702
  572   43  845  398  478   48 1049  160  424 1187 1090 1321  591  273
 1332 1185  979  543 1015   92 1278 1392  742 1301  202 1109  832  493
  946  848  509  571  624  558   86  189  689  467 1082 1355 1382 1036
  934  994  105  524 1280  188  447  431 1089  154 1193  299 1197  498
  457  938]"
48	198678.json	"[ 346  913  306  327  786 1045 1378  879  683  341  942 1063  621  423
 1097  113  862  783  744  734  586  607 1113 1035  242 1366  677 1085
  581  451 1356  641  966  484  146 1336 1165  371  254  830  632  429
 1122 1180 1322  723 1128  401  396 1012  167 1156 1179  992    6  342
  820  959  748  976  196 1345 1337   74 1377  884  781 1343  228 1119
   56  840 1078  158  939  288  880 1261  663  585 1105   24  293 1091
 1252 1011  811  640  752  323  144  696 1232  114  197  399  231  147
  594  387]"
49	198679.json	"[ 226  954  861  737 1119 1310  810  714  840  598  942 1182  341 1377
 1094 1071 1167 1195 1394  594 1343   76  146  645 1110  505  175  799
  563  616  232  768  142  734  945  680  196 1156 1145 1158 1344 1077
  663  394 1101  113 1286 1011 1048  501  434   15 1342  309   33  869
  451 1378  641  969  906   32 1140 1224 1131  225  409  510  818  440
 1273  827  907  987  809  217  866  953  263  167  158  696  783   93
  438 1018  592  893  601  388 1271  646  291  254  946 1349  333 1345
  424  999]"
50	198680.json	"[ 492 1279  512    4 1030 1238  410 1353  259 1318 1059    1  565    9
  926 1337  433  980 1231  991  709  131  632  786  243  223 1306  774
  419 1290  890  474 1213  529  464 1362  574  168  178 1269  426  933
  881 1204  430  883  777  580 1311  461  500  876  779 1365 1188 1131
  710  951 1270 1088  985  808  785  974 1128  516  455  748    6   39
  164 1281   19  513  338  110  643  258  174  579  550 1103  965 1314
  683  920  371  821  927 1250  640  326  352  604  150  753  992   59
  796  404]"
51	198681.json	"[ 555    2  339 1270 1234  259  849  252 1088  808  426 1205  338 1142
   59 1098  867  873 1204 1318  821 1279  777 1238 1059 1306  565  500
  753  900  483 1230    4  129  492 1346 1363 1226  760 1213    1  643
   25   82  620  150  326  514  363  580   39  573 1024  962  283  785
  876    5  439 1099  529 1392  709  178  956  604  402  373  410  433
  971 1006  926  984  218  392  904  430  638  890 1121    9  951  131
  268 1250  516  133  258  757  465 1365  574 1032  168  974  455 1281
 1014 1315]"
52	198683.json	"[ 549 1255  956  428  371  512   19  167  314  328  824  530  770  461
 1279  336 1269 1231  970  404    1  554  607 1281   58  390  478  565
 1017 1138  692 1362  500 1072  343  513  516  903  164  713  256  695
  779  250  890  927  952  484  933  307 1237    6   23  102  883  570
 1330   45  677  347  785  938 1137  876 1099 1082 1204 1014  299  259
  446  738  421  620  794 1213  429  831  884  904   97 1179  991 1155
  753 1395  430  688  306  143   56  260  100  606 1370  815  410  322
  419  423]"
53	198684.json	"[ 867   39  753 1088 1062  500 1379  971  101 1014  521  757  169 1234
 1318 1024  785  808  876 1230  347   67  956  574  517  483  385  620
  962 1270  805 1058  392 1306 1281 1059  530 1365  244 1238  693  796
  373  739  846  439  977  529   41  245  202   44 1279  129 1073  260
  465 1314  430   19  933  107  218  573  829 1350 1204  579  433  941
  580  886  428  461  362  565 1255  356    1  247  903  357  735  741
 1138  743 1292  250   18 1257 1083  412  252  970  900  974  363  609
  507  729]"
54	198685.json	"[  78   61   60   75   53   27   51   50   94 1287 1380   99   64  106
   42  255  124   35  125   57   10  826  816  290  806  494  542 1166
 1374  266 1170 1156 1207  704  511  470  625  635 1219  878  935 1273
  857  473  567  420  896  893   37  434  865 1360  403  561  610  593
  248  664 1342 1126 1056 1016  587 1196  548   36  179 1373  694  922
  652  183  126  321  277 1026 1049 1008  495  284 1162  349  773 1245
  576 1108  217 1146  140  703  394  874  736  271 1018  917  668  438
 1209   14]"
55	198687.json	"[ 225  317  549  167  607  920  554  371  512  114  822  328  496  390
  956  781  423 1298  538  777  409 1334  945  268  484  709  461  792
  478 1071  830 1349   23  144  424  457 1255  358  804 1213 1269  779
   19  428 1072  314  565 1131  133  876  903  632  501  939  564 1281
  410  326  786 1362  174 1392  692 1223  322  927  765    6 1231  175
   58  683  748  824  883  343  601 1305 1110  738  890  695 1155  256
 1080  569 1187 1138  421 1233  259  570  115  104 1370  688  814  818
  621  563]"
