	verdict	indexes
10	198637.json	"[ 783  734  942  451  641 1097  306  341 1377  586  834 1011 1113 1085
  167  696  113  945 1156  622  811  146 1378 1035  346  602 1132   30
  254 1094  600 1093  607  681  450  786  992 1165  869  616  396  680
  533  371  423 1167    6  429  475  683  913 1252 1366  862 1110  271
  791 1048  351  196  831  448  158 1343  548 1356  810 1179  663  321
  879  959  621  148  288   93  920  472 1116   74   24 1036  840 1071
  401   22  733 1119  598  991 1063  369  512  299  155 1210 1232  908
 1045   32]"
11	198638.json	"[1220 1159 1046  121 1376 1169  727 1186  698  993 1393  865 1367  437
 1000  874   37  400 1126 1053 1026 1164 1102  637 1161  584  557  236
  454  634  325 1285  361  515  545 1065  126 1338  888 1200  577  542
  859 1151  381  691  539  704 1136  349  201  730  494  653  502  676
  652  112  408  319  476   96 1207 1056  541  958 1214 1146  625 1162
  964  610  489 1373 1173  165 1051  284  809 1352 1196 1258  345 1154
  477  806  767 1086 1163   15 1335  473  463  788  214  708 1201 1261
  471  420]"
12	198639.json	"[ 538  782  225  607  903 1106  114  565  513  781  512  314  863  985
   19  786  456 1269  804 1255 1213  410  465 1231  390  956 1281  387
 1322 1251  529  328  371  632  794  174 1279    6  621  246  461 1101
  496 1021  890   56  554  484 1198 1334  768  709  853  843  569  278
  104 1072  357  426  839   23  133 1296   58  317  167  933  640 1073
  358  228  439  914  965  336  138 1148  175  347   41  984  118  830
 1063 1233  342 1080  242  549 1337  433  677  288  620  564  792  580
  802  748]"
13	198640.json	"[ 400 1056  704  964  634  325 1026 1159 1046 1169  727  236  489 1126
  542  865 1376 1393  557  494  497  888  874 1065  698 1161  719 1151
   37 1373 1352  437 1220  201  610  730  806  541 1196 1167  676 1286
  345  454  121  126  349   15  473  637  896   96  605 1200  652  784
  993 1146 1000  434  577   55 1338  708 1261  287  476  448  893  653
  381  635  165  859  953  408  403   14 1367  502  602   93 1051 1273
 1194  463  361  810 1162  420  266  882  515 1053 1164 1394  279  584
  809  906]"
14	198641.json	"[ 945  175  317 1110  423  409  783  369  607 1036  601  167  683  925
 1233   30  955 1094 1048  663  920  869 1080  478 1343  822  254 1119
  146  512  939 1101 1071   11  765  232 1131  811  969  799  786  734
  748  230  225 1349  452  560  789  358 1063  496 1195  848  371  424
    6  216   43  907  263  484  196  501   76  554  779  142  309  206
  322  549  818  468   22  627  533  427  754  570  792  505  827  946
 1182 1168   33  115 1244 1310  148  331  440  396  670  861 1043  987
 1298  942]"
15	198642.json	"[ 385   84 1340 1001 1267  710  796  185  574  933  223 1386  356 1024
  867  464 1311  246  177 1029  707  500 1314  877  311  876 1250 1306
  295  829  739  433  604 1315  846  579  443  286  972  480  529 1213
  513  131  445 1238 1062  357  835  483  244  312  743  980  278  245
   39   67   71 1088 1279  404  362  347 1231 1257  129  900  566  588
  465  573  928  461  971  338 1106  651 1098  101  911  247 1104  785
 1183  886  169 1083    1  565  753  531 1269  769 1379 1204 1138  930
  180 1281]"
16	198643.json	"[ 724 1355 1197  544 1135  397 1381  407 1277  825 1038 1293  938  832
 1375   18 1392 1242  943  105  799 1117  156  740  990  466  571  741
  639  871 1174   48  359 1208 1357 1332   73  673  978 1081  591 1004
 1015  997  120 1212   45 1187  686  490 1331  558 1372  995  975 1050
  644  690  983  559 1185  957  979  458  850 1388  302 1139  599  241
  234 1265  526  801  675  944  875 1036 1177 1291  136 1370  818 1371
  540  192 1002  367 1223  994   44 1294 1178  142 1142 1014 1182  797
  491  669]"
17	198644.json	"[1133   87  138  570  162  184  939  330 1278  348  300  798  240  239
  823  478  216 1239  484 1036  167 1108 1280  190  175  151  123  945
 1034  340 1035  851  925  601   92   43  452  781  934  288  231  881
  648  387  144  987 1322  581  607  228  317    7   33 1048  762 1110
  907  486  738 1042  496   45  754 1244  815  764 1333  206  534   58
   76 1305 1060 1093  746  946 1223 1256  299  313  848  674  937  355
  371 1206  830  115  230  391  328 1094  842 1085  854 1168  320 1178
 1298 1080]"
18	198645.json	"[ 641  733 1093  232 1007  264  510   45  299  812  702  818  738  673
 1017  309 1047   48  946 1331 1036   76  367  570  850  663  991 1177
  543   92  447  831  815  421 1131 1326  770   79 1033   43  895   40
  154  467  983 1206  167  429  599  516 1096 1181  253  952 1319  401
  670  783  575  600 1254 1155   97  411 1178  157  144  263  458  572
  262  241 1099 1253 1294 1042  912  308  155  855  162 1280  501  674
  537 1191  196  746  276  123  256  754  402   22  762 1265 1278  294
 1113  322]"
19	198646.json	"[ 940 1316 1015  234  251 1277  947   48  599 1185  458  988  597 1193
 1221  160 1332  943  673   18  267 1357  558  628 1301  742  797  665
  509  241  686  725   45 1278  364  856  466  996  715 1197 1226  870
 1381  666  672  589   20  188  923  152  398  481 1363  202  833  611
  447 1017 1014  445  425  702  595  518  770 1184 1081 1392  105  544
 1223  393  990  832  705 1331  457  213  850 1371 1236  899  373  252
  979  760  875  658 1187  260  693  644  900  609  952  268  741  994
  406  343]"
20	198647.json	"[1179  938  426  848  148  956  428  168  549 1072    6  713 1036  883
  777  884 1082  313  371  314  507   30  709 1137  683  328  392  951
  317  243 1081  554   97   19  457  167 1099 1178  665  901  306  478
 1014  920  601 1017  952  991 1255  904 1281  512  870 1110  326  550
 1392  299  831  789  974  430  256   48 1223 1050  614  565  358 1269
 1349 1318  755 1187  615   44  779  824  322  607  786 1279  897  461
  699 1278  323  620  259  455  402   22  946  794  336  102   45  677
  748  524]"
21	198648.json	"[1200 1393  502 1220  319  862  879 1378 1136 1132  652  784 1011 1356
 1338  958 1180  420 1078   96 1373  942  698  515 1367 1161 1097  539
  341   36  389  113 1376 1167   55  236  541  795  146 1086  545 1114
 1159 1232 1261   93   15  809  964  752  727 1286  791  475  400  578
  494 1273  594  708  451  737 1143  723  489  448 1173  450 1000 1126
 1092 1169 1026 1063  454 1064  744  563 1156  201 1056 1046  836  226
 1377 1335  477  265  734  351  696  291  557  935 1120  906  214 1366
 1018  810]"
22	198649.json	"[ 556  408  437 1164 1186 1046 1159  381  325 1102  471  121  691  584
  653   37  878 1051  634  400 1146  635 1151 1169  112  361  874  888
  704 1026  993  603 1065  698  126  637  727  610 1220 1196  625  806
  561 1173 1161  248 1126  917  201  865  349  236  345 1162 1053  476
 1218  165  214  676  454 1056 1200  415  577 1376  557  284  477  652
  542  719  515  290  605  266  473  545  279  525  470 1246  859  795
  494  730  896  203  958  541 1258  767 1367  319  788  784 1201  502
 1352 1261]"
23	198650.json	"[1223  818 1004  558   48  797  850 1392  979  997  188  938  990  705
  509 1331  742  154  510  952   45  428 1277  253   92  406  554 1082
 1388  644  599  358   76  983   97 1109  673  665 1155 1071  479 1099
  591  398  328 1299  770  675 1206 1253  407  692 1305  313  343 1072
  157  702 1017  189  424  329  549  897  524 1036  105 1381 1137  740
 1215  960  870  458 1081  666  267 1184 1265   20  669  832  738 1332
  674  155  160  518  230 1349  457  167   18  855   43  827  755  317
 1014  377]"
24	198651.json	"[1378 1097  586  959 1366  113  346  371 1180  306  607  862  456  781
 1356  858  734 1114 1322  703  225 1128  804  913  563  683 1035  341
  423 1266  786  942 1045  146 1334 1063  538 1072 1165  167  820  327
  484  752  744  880  985  358  242 1012  429  791  585  621 1085 1252
  783 1232  768 1336 1021 1233  677  512  830  632  784  488 1071  390
 1078 1337  475  927  598  314    6  114 1296  399 1179  884 1202  560
  925  863 1149 1168 1110  976 1160  696  228  939   19  581  451  640
  291  992]"
25	198652.json	"[ 451 1167  450 1286 1377  783  964  602  396  810 1011   14  548 1156
 1113  942  861  434   15 1273  734  641 1056  680 1261  146 1094 1345
 1210  784  862  869 1119  879   36  616 1310 1232  147   93 1165  497
  271  472  809 1378   33  341   55 1195  113  541  384  696  351  468
  489  834 1145 1110  394  840 1343 1158  622  226  206  906  789  547
  598  681  935  893  626  494  594  892  668  714 1071  737 1048  663
 1182  954  969  254  600 1091 1194 1344  652  657  199  448  309  708
  949 1262]"
26	198653.json	"[1373 1393 1167  489  602  964 1376 1261 1163 1011 1352  541 1286  906
  236  714 1056 1000   15  594 1156  598 1378  403  942  542   93  577
  450  652 1377 1338  451  146  879  341  727  400  113  434  494  616
  548 1262  448  708 1113  351  321 1159  734 1132  557  271 1018  958
  226  502 1136  641  809  497  717  935 1200  896  783  954  857 1394
  511 1367 1344  488  201 1145 1232  767  810 1220  893 1195 1165 1054
  698 1273  396 1079 1046  795  147  862  874 1158  737   36  784  473
  547  694]"
27	198654.json	"[1045  151  913 1239  100  484 1085  231    7  607   58  617  851  346
  242  914  764  581  228 1237 1323  802  513  621  677  781  496 1322
  306  939  390  640  843  429  114 1336  792  276   19  423 1072  606
  182  695  257  219  586  569  285  288  122  328 1037 1035  371 1063
  745   23  235  391  115  884 1179  830  197  804 1217  327  966  307
  786  794  352  144 1305  815  530 1012  167  300  104 1300   56  368
 1137  342  256 1080  956 1133  330 1281  461  632  348  965 1122 1231
  336 1272]"
28	198655.json	"[ 630  412  910 1031 1137  256  709  740 1305 1072  285  741  250   67
  461  792  956  615  140 1058  483 1014  314  794  614  983  518  200
  540  526  235 1302  173 1187  101  107   38  517 1289 1019 1354  100
 1277 1381  884 1060   19 1068  245 1081   56   44 1223  328  732  554
  832   16  677 1036  521 1349 1073  305 1234 1312  950  156  565  833
  967  903  195   58  948  620  913  456 1281  748  372 1050  965  453
  558  537   23 1297 1299  116 1237  938  260  572 1042  731 1148 1082
  996  268]"
29	198656.json	"[ 884 1072  428 1082  371  554  317  794  328  392  956  314  665  742
  549  398 1381  740 1185  777  509  260  188   48  358  894 1137   19
  426  713   97  833  168  102  705  589 1014 1217 1081 1178  391  738
   20  406  530  938 1305  313  305  952 1099  167  154  979 1278  390
 1299  100 1255  848  797  591  306  850  702  507 1223  518  324 1058
  307  599 1017  202  666  457  709  273 1277  479   45  558  424 1004
  983  157  252  336  644  824  614 1036  757  611  755 1050  765  876
  948   44]"
30	198657.json	"[ 193  736 1354  524 1135 1172 1043 1181  765  537 1375  196   73  544
  331  526  957 1031 1182 1223  967  908 1328  983 1094  479  596 1048
  792  232  396 1131  109  598   86 1299 1242  709  518  741   38  105
 1081  673 1049  136  329 1110  789  832 1372  116  230  748  409 1344
  369 1224 1036 1248  810  540 1187  799 1067 1331 1392  405  670  326
    6  861  543 1370  630  663  969  338 1002  644   92  762  690  938
  996  462  175 1212 1310  142  740  256  179  587 1113  189  818  397
  779  661]"
31	198658.json	"[  39  709  461 1318  529  565  512  808  430 1306  903  517  426 1238
 1234  620 1059  465 1231  433  410  941  500 1281 1251  956 1088  347
  419  974  971 1030 1279 1205  933 1255  513  357 1014  314  174  259
   41  439 1103  965 1213   19 1290 1188  574  352 1073  890  453  779
  748  580 1204  178  131    1  876  991 1269  579 1270  474  782  258
  785  951  246  118 1058  753  843  786  968  464   67  886  867  521
  256    4  883  739 1137  250  677  615  328 1072 1392  101  984  387
  924    6]"
32	198660.json	"[ 208  499  406   31  982 1007  159 1123  812   48  398  337 1371  702
  666 1015   66  553  705  665  324  642  393   45  994   13  899  742
  787  715 1095  275   49  302  887  558  624  366 1004  850  599 1216
  975  979  241 1082 1191 1050  761  988  458  662 1381   43  119 1277
   20  797  117 1348  658 1331  188  367  673  629  308 1178  944  735
  833  530  589 1174  770  738 1278 1017 1319  631   92 1193  591 1109
  543  686  831 1265 1206  364  740 1301  252   18  466 1280 1112  469
  447   63]"
33	198662.json	"[  85  937 1277   43  294 1036  405   45  303  754  825  762 1013  309
  380  847  552  990  120  875  988  241 1332 1385   48 1389  673  946
 1015  849  760 1177 1293  268  263  997 1381  359  458 1371 1007 1370
  975  377 1192  750  799 1135  599  575  797  145 1375  457  870 1066
  442  490  558 1265 1294  207  771   49 1174 1193  674  595   29  627
 1223  466  775 1142 1280  383  864  302  789  326  402 1184  844  105
 1117 1006 1372  686  422 1346 1310 1031  770  832 1328   18  978  996
  424  194]"
34	198663.json	"[1167  680   15   14  783  681  641 1377 1181  942  810  315  394 1195
  451  733  183  762  969  438  450  882  912  199 1113  622 1194   21
 1156  696 1145  841 1096  626  547  646  497  616  831  694   92  964
 1011  953  945   40  155  396  179  717  869  494  602 1119   33  309
  510 1093 1319  146  592  541  548 1210  837  663  892 1048  537  384
 1007 1262  668  147  277  601  511 1056 1158  196   76  452 1042 1343
  534  181  271  714 1165  861  447  374 1091  536  486 1310 1085  158
 1261  254]"
35	198664.json	"[ 326  338  604  343  550  150  243 1279  777  251 1098  492 1392  259
 1281 1099  512  608  507 1350 1226  883  876  900  779  848  433 1131
 1059  974  920 1363    4  105  824  426 1314  968  478 1365  168  760
 1213   44 1318  247 1270 1309  565  549  529  218  131  461 1177 1088
  500  516  409  709  692   59  774  455 1250  430 1332    1  904 1306
  713  513  457  951  252  962  856 1362 1349  148  118  402  821  877
  991 1255  638    6  524  743  946 1234  359  933 1187  410  544  695
  392  785]"
36	198665.json	"[ 349 1218  284 1166   35   10   57  125  878  415  610  993   37  826
  625  248  463 1207  730 1285  345 1146  637  325 1219 1186  542  704
  917  279 1053 1003  577 1000  557  664 1287   51   94   50  106   42
 1380   27  255   99   61   75  124   64   78   60   53 1056  762  793
  556  874  616  304  635  893 1258 1367 1126  964  434 1360 1376  882
 1214  816  290 1136  381  905  361  126  266  486 1194  567  999 1352
 1335  353  647 1026  476   83  708  489  837  473 1201  691  888  511
 1262 1046]"
37	198666.json	"[1156  451 1262  450 1167  351  964 1113  548  271  598  942  341  932
  783  541  708  511  403  616  810  594 1261  321   15  641  494 1393
 1373 1011  734 1018 1079  396  906 1394 1378  577 1016  680   14  602
  879  626   74  668  773  497  196  714 1377  502  622 1338  652 1145
 1273 1195   32  935 1163  448 1344  434  989 1056 1310 1358 1286  489
  533  113  945  226 1136 1132 1165  536  663 1345 1092 1342  475  893
  146  542  582  319 1116  809  346   93  885 1199 1343  315  547  417
 1210 1093]"
38	198667.json	"[ 852  599  715  850 1217  589  988  393  686  665 1015  466 1081 1277
  797 1185 1109   88  509  127  318  267 1249 1236  119  202   45 1381
   48 1301  406 1004  558 1150  952  742   43 1050  518  398  324 1278
  457 1223  899  391  689  642  934  624 1305  870  354  273  241  572
  702  755  411  188 1036  313  948 1082  152 1089 1190  943 1193  628
  750   66  431  693 1118  666  614  595 1288  705 1147  479  234  674
 1280 1256  601 1357  407  428   95  833  740  153 1141 1027   92  328
  979 1192]"
39	198668.json	"[ 396  869  810  206 1110  451 1273 1113 1195  468  861 1165 1345  789
  146  450 1156  734  834 1377  783  369  955 1343 1107  969 1167  472
  434 1310  147   33 1172  598  945 1199  217   93  964 1286 1378  175
  908 1071 1094  497  602  681 1091 1261  196 1080  489  351  616 1048
  959  409  822  811  935 1140 1233  641 1131  784  423  161  683  809
 1158  309  534   15  113  799  541 1043   22  547  341  668  906  748
  254  840  817  942 1182  501  199   55 1394   36 1373  893  879  827
  837  384]"
40	198669.json	"[  93   36 1091  351 1377  396 1261  451  784  810  448  834  935  158
 1356  196  840  955  265 1232 1011 1345  879 1343  450  497  369 1273
  783 1165  600  811  869 1366  681  668 1097 1110   55  389 1156  641
  341  734 1252 1266  206 1378 1167  809 1158  670  703  789 1056 1063
  594 1286 1048  696   22  756 1145    6  254  862  146 1113 1107  942
  976  548 1094 1195 1079 1310   33  541  737  199   14  683  861  533
  165  795  652  663  309   15  964  147  680 1119  472 1259  271  487
  748  657]"
41	198671.json	"[ 400 1261 1046  652  557  236 1373 1056 1352  727 1167 1159  541  964
  489  634 1393  542 1011  494  325  906 1286 1000   15 1338  879   93
 1018 1201  935  698 1200 1376  896   36  767  448  577  874 1220  201
  958  594  451 1258  345 1026  434 1136 1156  502  637  784  795  226
 1151 1378  602  271 1169  279 1273  676 1145 1377  165  351  788  708
  942   55 1163  450  341  548 1394  809  389  857  381 1146  859  265
  737  470  349 1262  403   37 1161  473 1194 1132  476 1367 1051  954
 1344 1158]"
42	198672.json	"[1332  457 1277  825  359 1015  152 1193 1036 1385  120 1242   85  105
  145  988  595  847  937  750  326   25  686 1177   45  268  294 1381
  234  990 1392  997  466  241  875  760 1142  267  405  870  775  832
  490  599  673  995 1174  409   18   62 1283  303  571  996 1135 1185
  797 1389 1184 1013   43 1371  160 1301 1294  458 1187 1293   48 1357
  849   44  770 1081 1223 1375 1265  212 1316 1236  558 1370 1225  725
  302  189 1031  644  462  669 1215  975  910  482  771  675 1372  338
  946  540]"
43	198673.json	"[ 784  879  502 1393  964  341 1338 1132  708 1136  795  319 1056 1378
  652 1011  146  450  783 1286  942   93 1200 1167  698 1273  265  400
 1220  113  862  351  494  271  451   15 1261  497  236  616  448  958
  515  810 1373 1377  734 1156 1376 1180 1159   55   14 1367  489  602
 1078  541  935   36  389 1161  420  475 1232  737  321 1097 1345  287
  548 1114  752  557  896 1356  809  578  594  226   96   74  837  165
 1229  696 1252  882  600  893 1335  147  325 1210  641  434  582 1018
  539  906]"
44	198674.json	"[ 195  407  943  518  740  558 1058  432 1050  979 1081 1277 1305 1014
  614  591 1223 1187  393  669 1137 1082  324  910  509  188  615  192
  832 1072  105  724  305  938  267  948  428  742  686 1005 1388  630
 1215 1125   44  273  554 1015  715 1004  850  101  797  659  665  741
 1387 1197 1313  675   48  406 1357  693  833  412  960  983  801  260
  405  398  870  899  186  354  329  202  956  599 1185  544  589 1289
   62  705 1381  457 1265 1184  990 1147 1392  359  314  422 1355  639
 1068  624]"
45	198675.json	"[ 119  689  715  127  406   88 1329 1015  599  686 1004 1123  393 1191
  702   66 1217   13  642  812  624  466  850   31 1301  934  665  982
  988  742 1225  499 1288  994  324  589   92  337 1157  797  398 1050
 1178  152 1150  887  159 1185  705 1240  313 1236 1333 1109 1007  553
 1381  153   43 1118   48 1095  952  595 1082  750  241 1277  154  391
   45 1368 1090 1348  674  364  407  558  202   20  895 1190 1268  978
  273  411 1280  522  979  899  318  755 1206  666  458  308 1265 1331
 1017  845]"
46	198676.json	"[ 497  502  708 1338  964 1153  784  494  321 1056  698 1393 1376  810
  111 1156  896  616  400 1026  837  450  489 1167 1136  577  882 1367
  448   74  515  885  236 1262  893 1335 1161 1011  906  865  932 1159
  271 1194   15  874 1207  319  542  420 1126  652  146 1220   14  325
 1394  454  953  857  463  942 1229  165 1378 1132   55  279  541 1286
  475  477  265  783  548 1145  719 1342  879  214  126 1352 1144 1162
  704  717 1261  646  722  201  680  341  381  567  434  841 1273  451
  536   96]"
47	198677.json	"[ 934 1135   92  686  599  466  152  852 1004  318  364  587  411 1178
 1049 1089  850   43  665 1090  750  702  674  313 1081  689  952 1036
   45   86 1277 1381   66 1191 1141 1050  230  601  241  921  267 1225
 1331  797 1223  762  189  848  127  572  478  589  393  518  543 1109
  452  154  153 1118  946  526 1328  673 1280 1354  424 1333  119  988
  524  299  944  628  644 1321  661  334  234   73 1007  398  712  331
  672 1015  302  812  382 1357 1208  221  740   48 1375  571 1212  742
 1042 1043]"
48	198678.json	"[ 752  879  346   36  319 1378  723  327  502 1097  451  942   74  913
  784  862  341  420  783 1338  541 1356 1261  586 1156  351  113 1180
 1273  306 1393 1091  548  959 1113  265  958 1078   55  448  976  450
 1035  708  734  396 1011 1132   93 1345  791 1063  896 1377  146 1373
  271 1045 1200 1085 1167 1136  683 1367  964  966 1114  389  475  932
  641 1232  582 1286 1165  652  602  810 1366 1122  399  935  254  786
  668  809  744 1145 1220  621   89  423  141   14  497  472  293  489
 1034  840]"
49	198679.json	"[1167  434 1286  489 1373  964  810   93 1273 1377  954  942  497   15
  226 1156 1011  714 1394  494 1261  451  893  737  861  616  652  341
  809   14  594  146  351  906 1378 1056  598  708  935 1145 1158 1000
  680  400  953 1376 1352  788  165 1393  557 1195  541 1119  795 1345
  784  113 1163  734  869  450  840 1140 1310  879  321  287  602  783
  668 1342  882  236 1194  394 1210 1094 1338   36 1132  502  641  403
  396  475  837  487 1113 1182   33 1344 1343  548 1018 1232  885  896
  438  696]"
50	198680.json	"[1337  474  512 1353  786 1030  774  926  683  632  492  985  991 1279
 1063  748    6  560  992  410  243  259  565  352  955  883    4 1168
  178  423 1362 1231  980  881  709  110  699 1131 1128 1269  779  890
  118  371 1318  168  387 1059 1334  965    9  909  607 1238  426  306
  433 1290   30  920    1 1356  529  455  323  862  677  358 1251 1232
  419 1296  523 1366  131  223  820 1070  777 1179  744 1213 1341  225
 1110   19  951  780  927  640 1021  840 1188 1009  933  461  369  175
  834  456]"
51	198681.json	"[ 555  339    2  426  178   59  259  926  984  777 1351  252   25 1205
  501  565  148 1234  638 1363  821  738 1279 1098  118  326  402  168
    5  849  455 1385  748  881  699 1270  808  338 1318  890  150  492
  392 1142  410 1226 1088 1251    4  512  709  904  580 1204  243  514
  258  620  848 1346 1213  951  363 1362  956   56 1059 1188  529  900
  839  446 1349  643 1070  283  516   46  322 1072 1238  753 1330  478
  166  873    1  435  683 1099  550  268  632 1168 1036  627 1306  439
  901  129]"
52	198683.json	"[ 306  371  607  167  512  549  831    6  314  815 1255  423 1179  939
  883   19 1110 1362 1072 1085  484  677 1036  884  478   97  336   58
 1322  429 1269  323 1017  779  554  328  734  956  692  920  428  952
  783  830  913 1045  100 1071  824  991  317  713  299  390  586  811
  307 1137 1239  738  927  570  565  901  786 1279  322 1231  848  945
  781 1080 1281  175  890  632  256  621  513  346   22  683 1337  516
  770  110   11  148  461  421 1276  510 1334  358 1178 1330  938 1351
  601  168]"
53	198684.json	"[ 971 1014   39  753  392  956  867 1318 1281   19  757 1058  314 1088
 1062  500 1234  529 1073 1379  517  620  785  808  530  101 1255  347
   41  565  693  876  507  430  962  580 1350 1279  465 1238  439  574
  260  428  903  357   44 1306  107   67 1072  336  782  461  521  941
  805 1059 1292 1270  777  709  246  933  363  426 1024 1365  328  977
 1230  713  259  794  513  385  974  433  244 1237 1188 1137  739  483
  362  233  886  573  247  204  202  245 1204  235  102 1138  250  373
  741  796]"
54	198685.json	"[  78   61   60   75   53   27   51   50   94 1287 1380   99   64  106
   42  255  124   35  125   57   10  826  816  290  806  494  542 1166
 1374  266 1170 1156 1207  704  511  470  625  635 1219  878  935 1273
  857  473  567  420  896  893   37  434  865 1360  403  561  610  593
  248  664 1342 1126 1056 1016  587 1196  548   36  179 1373  694  922
  652  183  126  321  277 1026 1049 1008  495  284 1162  349  773 1245
  576 1108  217 1146  140  703  394  874  736  271 1018  917  668  438
 1209   14]"
55	198687.json	"[ 945  607  734  225  167  822  683  317  920  783  423 1071 1110 1233
  113  371 1378  409  804  146 1334  456  549  254  512  827  781  358
  748  786  869  175  206 1165  563    6 1063  554  560 1343  959  789
  939  598  369 1298  538 1322  472  925  830  601  496 1182  883  484
 1094 1101 1080 1172   11 1296  114  942 1131 1168  777 1036  811  341
  396  779  768  328  765  478  306   30  390 1113  534  792  632  621
 1362  501 1072  663  955  217  908  314  144  818  848  969  322 1310
  709 1179]"
