	verdict	indexes
17	198644.json	"[ 823  798   87  269  300 1219 1078  239 1034  793  353 1207  348 1108
  206 1144 1064 1210  138  330 1359  355  922 1166  851  153  184  854
  291   12 1258  722  999  111 1053  360  216 1035 1115  809  934  839
  987 1194  841  807 1158  582  161   69  953  719  570  228 1266 1171
  593  880  434 1273  477 1335  187  487  836  473  762   96  261  954
  468 1114  387 1110  837    5 1021  882  288    8  866  310 1195 1107
  939  717   89 1168 1278  645  190  486  162  872  803  603  907 1136
  863 1054]"
18	198645.json	"[ 468  895  717  762 1007  912   83   43 1096  818 1177 1036   66  978
  292  866  570  946 1280 1093  754  850  733  153 1278   92   45 1388
  299  599  154   76   73  712  367  812  934 1375  504  600  232  961
 1135  954  418 1109  162  282 1370  674 1244 1262 1333  510  999  797
  216  117 1110 1225  871  664 1017  937 1320  150  892  370  421  466
 1182   48  190 1377 1060 1047 1195  994  147 1210  592  722  952  458
   20  175  142 1028  775  885  666 1206  536  435  686  294 1294  337
 1265 1192]"
19	198646.json	"[1316  940  947  425 1221  364  222  272  481  800  130  103  251 1317
  304  213  973  923 1307  205  153  915 1125  978 1015  686 1066  527
  597  303  599  495  152  690  192   34  706  382  990  623  996  137
 1193  631 1313 1387  449   49  856  249  267 1135 1098  934  957   65
  943  715  995  672  374  937  393 1028  189  316  302   87 1332  294
 1301   66  383 1117  414 1049  469  407  289  877 1385  931 1293 1371
 1348  373 1130  999  682   88   62  466 1226  751  944 1002  595  988
  666  590]"
20	198647.json	"[ 848  313 1179  789  435 1304 1036  956    6 1110 1244 1048  938  920
  216  299  601 1172  904  907  831 1050  960  709  314  901  607  909
  939 1269 1072 1107  328  457  175  288 1278 1280 1049  452 1370 1354
   86  952  306  713  534  648 1080  396  549  199  329 1255  317  866
  318  371  554 1333  830  167  196  854  336  748  486 1108 1017  681
 1225  478 1223  118  872  978 1113   92  390  428  869 1135  946  456
 1168 1084 1042  683 1281  593  716  148 1090 1118   19  221  959  786
 1305 1081]"
21	198648.json	"[1258  880 1021  206  985  913  353  744 1201 1078 1273 1000 1158  942
  999  310 1154 1296 1035 1345  539  541 1053  348  300 1378  306  378
  598 1071  922  730  909 1064 1110 1373 1219 1108  809  987 1063 1086
   69 1136 1266  939 1220  607  329  341 1207 1097 1195  342  703  314
  954  692  676  370  390  113 1359   87 1210 1194  652   12 1163  834
  358  280  538  291  456   96  578  687 1322  863 1180  998 1360  153
 1077 1166  502  752  823 1336  434  958  161  523  836  371  288 1232
 1066  547]"
22	198649.json	"[ 878  917  248 1218 1258  284 1146  415 1053 1164  676  290  437  603
  561  625 1186  325 1201   12 1051 1046  121 1166  345  381 1360  719
  634 1207 1374 1194 1026  400  349  584   37 1158  473  993  470 1154
  365  542 1219  165  454 1169  874 1126  126 1000  841 1246  556 1151
  730  477  287  203  809  859  826  408 1159  112  557  471  691  279
  577  266 1065  610  434 1086  888  236  463  999  954  635  767 1214
  652  361  525  476 1162  892 1161 1054 1220 1352 1196  417  704 1285
  653 1064]"
23	198650.json	"[1125  407  192 1135  631  690 1313   66  153  329  686  979  997  850
  103  591  406  990  797 1117  599  273  469  337  944  960  978  398
  666   20 1002  393  188 1265  705  302   62  776  934  957 1225  712
 1004  825 1109  156  509  305  664 1332  742  754 1058  372  946  313
  639  377  715  665 1215  458  995  938  799 1385 1060  518 1387  425
 1049  818 1228 1282   88  422  119 1036  587  740   43  213   34  952
  589  999 1293 1015  762  889  801  624  382  435  988   95  127  750
 1370  936]"
24	198651.json	"[ 314 1012  880  390  913  391  371 1021  607 1097  306  336  569  782
  538  435 1378  781 1336  358 1255  956 1305  307 1322  777  863 1128
  310 1072   19  985  564 1110  225 1179  951  904  549 1217 1138  959
  858  328 1266 1063  939 1281   23  507  554  920 1060  586  100  919
  342  632    7  484  348  530 1385 1366  496 1071  288 1189  457 1009
 1269  563  329 1237  876  804  848  423  219 1334  709  151   87  581
  889  713  353  276 1168  703  640  914  752  291  744  692 1296 1160
  216  942]"
25	198652.json	"[ 468  153  837  892   12 1158 1110  999  434 1194 1195   33  165 1182
  379 1036  370  789  435  384  206 1172  506  954 1286 1259  525 1375
  809  287  756 1210  147  953  486  161 1385  762  810  861  934  331
  593  885 1129 1140 1345  716  882 1370  541  501 1107  995  175  969
  418 1228   86 1054  265  909   52 1359  605  893  907 1372  866  660
 1071 1048  998  183 1310  187 1304  840 1066 1108   43  598  717  657
  676  799  784  378 1098  775  181  719  912  964  504  869  302  754
  841  578]"
26	198653.json	"[ 917  878  248 1258 1218 1166 1201  284  676 1053  365  345   12  999
 1000 1146 1154  417  415 1207 1164 1158  470  473 1186  647 1194  434
 1054 1026  290 1126  767  400  349  957 1360  809  381  437 1219  634
  954  719  542  561  841  625 1051  859  165 1374  730  325 1002  577
  454   83 1285  857 1214 1352  121  397  557 1046  905   37  372 1069
  489  438 1061  153  993  590  329 1394  893  541  664  837  203 1163
  103  882 1195 1003 1373 1344  302  603  712 1335  953  995  598 1222
 1171  432]"
27	198654.json	"[ 851  151    7  913  300  100 1239  301 1323 1336 1300  261  617 1322
  391  966  880  293  569 1189  484  764  348 1045  228  390 1037  235
 1237  863 1217  745  914  219  781  607  368  919  239  802   58  314
 1272  288  581 1060  939  122  231  115  649  843  346 1280  327   19
  956  586  695 1361 1305  530 1085 1040  328 1292  128  922 1105  280
  182 1202  307  242  336   69  889 1256 1035  640  718  352  104 1138
 1369  804 1281  240  342  285  298  278  538   87   23  347 1072  782
  830  114]"
28	198655.json	"[ 731 1297  630  173  950 1354  140 1031  200  372 1313 1305 1089  412
  456   67  709  156  540  108 1008  235  740  910  285  329 1240  547
 1172 1289  518 1058  956  690 1198  435  537  314  661 1072  587  116
  526 1127 1049    8 1005 1092  741  913  732  996 1036 1302  195 1135
  792  880  909  748 1060 1288 1312  405 1048  461  288  648   38  320
  328  957  967  615  517  872 1249   86 1081  614 1110  358 1137 1336
  422 1014  416  519  348  854  814  432  175 1108  978  318  479 1291
   73 1304]"
29	198656.json	"[1313 1305 1072  740  314  329  391  956 1217 1125   20  313  188 1058
  372  317  686  589  518  884  554  978  435  398  428  599  358  328
  102  549 1185  690  202 1135  665 1060   66  479  848  979  371 1036
  591 1082  390  797 1225  153  742  273  709  305  630  336 1255  509
  939  801  715  406  952  777   19  154 1049  530  938  393  666 1370
  127 1110 1050  611  260  850  705 1014  833 1381 1278   88 1304  119
  306  378  913  950  830  794  713 1280   62 1031 1354  458   43  904
 1109 1301]"
30	198657.json	"[1258   12 1201 1166  917  248 1194  878  719 1054  365  284  999 1053
 1158 1146  676 1172 1207  206  415  957 1219  647  187  434  664 1000
  954  841  557 1195 1210  473 1108  809 1089  302  161 1164  153  730
    8 1394 1049  541 1354  486  397  372  598  712  837  165  625 1135
 1110  934  193  542  661  953  882  345 1026  587  736  944  866 1002
  857  438  892  103  329  417  287  400  998  577 1273 1051 1335 1228
 1003  893  690  454  331  731 1352  304 1218 1154  645  183  762   86
  859  506]"
31	198658.json	"[  69  909  687 1198  220  985  310  529  283 1098  835 1021  872  174
  410  289  911 1127  660   39 1315 1251  568  709  433 1039  314 1059
  782  118  233 1189  517  579 1158 1029  210  956 1030 1108  903  574
  206  863 1341   70  223  348 1205   67   41  941  980 1066 1058  918
  593 1255  880  716 1152  356 1257 1110  465  564 1296  904  129  149
  336  780  474  688  951  729   71  924 1172 1138  461 1269  876 1297
 1213  531  161 1345  133  486  347 1273  456  439  744  278  358  261
  889 1271]"
32	198660.json	"[ 208  499 1112   31  787  275   49  761   66  982  337  425 1371  944
  302 1007 1125  406  629  249  366  666  712  393  192  153  762  364
   88 1216  776  624 1095  119  686  994 1135 1015  398  481 1123  213
 1313 1317  117  599  715  372  975   65  553  623  382  334  690  934
  850  642  631  988   43  979  705  127 1215  999   83  159   20  176
  413   48 1117  662  889  963  367  717  797  590  754  665 1282   73
 1089 1387  742 1049  812  458 1109  383  407 1240 1003  997 1280  899
  397 1208]"
33	198662.json	"[1066 1013  442  303  656  380   52  153  274  386 1325  701  763  528
  934  302  532  929  978 1125  667  995  365  383  397  613 1385  762
  379  990  759 1317 1135  825 1293  207  425 1235 1075 1003   43  249
  192 1036 1028  937  546  654  481   34  957  690 1054 1195 1228  535
  754   49   65 1166 1002  999   12  205  844  799 1074  623  590  817
  997  434 1110 1316  686  599  211  598  120  227 1130 1201 1375  954
 1117 1194  216  191  103  466  647  364  213  331  163  527  377 1371
  382  194]"
34	198663.json	"[ 841 1194   12  719  999 1158   21  183  717  187  882  837  762  954
 1195  885 1352  541  694  557   15  592 1153  712  165 1210  953  506
 1146 1000  302  892  448 1171  547  577  153  866  206 1377  998  616
  836 1335  857 1054  494  203  382  964  111  365  486 1359  874 1201
  269  497  384 1056 1219  934  942 1259 1051  395 1376  417 1207  809
  454 1378  590  438  681  374  676  434  859 1159  944  400  664  325
  471 1002 1108 1246  730 1110  193  489 1007  810   92  661 1166  418
  960   14]"
35	198664.json	"[ 877 1098 1028  904  247 1039 1386  856  532  900  980  433  911   69
  876  289  747 1183  191  194  238  445 1314 1213  928 1138  251  604
 1066  385 1029 1130  978  564 1350  868  660 1023  872  150  546  551
 1226   34  449 1263  590  710  223  766  588  608  481  643 1315 1250
  338   87    2  970  362 1118  442  574  444 1279  118  789  222 1332
 1311  937 1255  995  130  920  759 1340   84  667 1013   52  174 1010
  311  529  153  743  131 1221 1281  528  359  480  763   72  613  707
  185  824]"
36	198665.json	"[ 878  917 1218  248  284 1258  415  290  625 1166 1201  349  473 1146
 1360 1219  345 1053  561  676 1164 1051 1046 1000  542  365   37  325
  434   12  993 1154 1285  463  381 1186 1207 1374  470  719  730 1194
  557  888  610  634 1026 1151  859 1054  437 1158  826  874  637  857
  603 1352  266  584  793  816  841  126  304 1126  809  236 1394  121
  438  954  727 1003 1169  704  279 1162  999  476  165  112  400 1214
  577 1220  454  652  515 1373  664  506  417 1367 1136  998  153  489
  645  893]"
37	198666.json	"[1248 1194  329  989 1016 1262  181  616  885  536  541 1156  857 1061
  547  577 1079   83 1195  494  841  206  348 1210  762  288 1144  932
 1345  999 1219 1358  722 1018 1394  809 1344  866 1273  372 1158  810
  321 1110  987  717  598  633 1373 1266  798 1359  417 1078  434  486
  953 1338  468  302  836  450  964 1378  165  187  537  331 1207 1335
   92  869  882 1000  837  542  216  773  271  506  199  567  954  960
  912  818 1377  736  942  652  333  655  905   74  193  448 1166  664
  754 1342]"
38	198667.json	"[ 852  934 1089  431  153   95  587  686  304 1049  645  664  599 1240
 1249   66  240  103 1288  119  762 1135 1333 1354  850 1108  854 1125
    8  329   87  978  364  944  999  661 1228 1313 1036   88 1166  302
  303 1109  425  393   43   92  715  397  372 1225  479  960  187  466
  127 1172 1217  778  797  313 1004  280  954  952  411   34  152  988
  206 1110  486  281  882  452  963 1210  684  200   86  189  337  318
  391  267  273  216  844  435 1265  754 1280   73 1301 1141  939  221
  526  173]"
39	198668.json	"[  12  206  593 1158  161  719 1110 1228  468  287  869 1172 1195 1258
 1194 1107  784  165  861 1273 1201  954  153  541  809  289  434  378
  494  837 1345 1108  841  557  882 1359  909 1166  953  810  331  506
  497  817  329  892  217 1140  396  435   93 1021  486 1286 1129  960
 1207 1377  370  999 1210  866  265  652 1266 1343  525  978  893  187
 1394  885  676  716  664  147  175 1054  379  616 1071  384  473   33
  547 1259  489  934 1056  302 1000  834  907  987 1199 1182 1026  789
 1079 1066]"
40	198669.json	"[ 287   93  810  784  593  165 1158 1091  206 1110 1194  265  497 1232
  869  331 1107  837  351 1129  892 1359  396 1345 1266  719  885  389
 1079 1140  882  525 1195  795  161  907  435  448 1273  494  468   33
  840  861  803 1222 1259 1228  681  809  909  370  817  717  954  756
  866  434  964 1343  953  158  379  175  834  487  652 1377  841 1286
  969   36  703   55  578 1159  577 1056  960 1261  935  183 1378 1165
  486 1244  616 1335 1169 1210 1145 1115 1048   12 1097  289  147 1220
  196 1021]"
41	198671.json	"[ 878  917  248 1258 1218  284 1201  676 1053 1146  415 1164 1166   12
  345  290 1186 1207  561  625 1051  325 1154  437  349  634  473  400
  719  542 1374  121 1194 1219  381 1000 1046 1158 1360  603  470 1026
   37  584 1126  730  365  841  993  454  859  999 1352  557 1054  954
  857  809  165 1151 1169  874  266  477  826  438  463  767  577  236
 1162  417  279  610  434 1214  126 1285  489  203  476  727 1246 1086
 1373  647  652  892  287  893 1159  112  541 1161  515   96 1195 1394
  836  888]"
42	198672.json	"[ 153  934 1385 1066 1316  302 1013  364  303  425  152  397  383  978
  249  995 1125  103   52  623  686 1221  213 1293  825  599  762 1332
  442  457   62  274  481   65   34  380  359 1135  590  192  272  466
 1036 1015  365  999   49  775 1193  145  434  656 1110 1317  267  944
  205  382  304  189 1003 1002   12  629  532  187  957  528  595 1228
  379  393  435  990 1098  374  294   43  120  929  963 1166  750  386
  598  973 1171  797  207  660  937 1301  712  289  251  647  150 1215
  754  889]"
43	198673.json	"[1373 1266  803 1258  795  494  784  341  502 1194  265  206   93 1232
 1201  954 1207 1158  541 1345 1195  468 1078 1378  578  841  809  287
  384  165 1199  497 1286  351  722 1114 1110  717 1338  434 1273 1210
  577 1377  616  810  703  389  945  892  798  942  906   12  472  450
  836  557  932  525 1136  396  869  217 1228  547 1165 1259  719 1129
  935  885 1034  730 1079  676  834  319 1159  488  542   96 1359  329
  652  998  964  598  837 1227 1154  489  379 1086  331  657  953  958
  515  190]"
44	198674.json	"[ 432 1125  407  195 1313  192 1005  957  329  944  156  960 1135  103
  518  587  372  740 1058 1387  200   95 1305  690  422 1228 1215  686
  950  393 1172 1297 1089  934  302  153  173  425  591  186  273 1288
  943  712   66  105 1060 1050  405  614  979  558  599  305  801  435
 1249 1031  116 1354  630  318  731  776  664  720  331 1049 1265  997
 1108  267 1002   73  615  479 1208  544 1289  661 1187 1004 1225  314
  378 1212  540  397 1110  825  978 1014 1293  990 1038  554  398  659
  206 1370]"
45	198675.json	"[ 119  934  153  686  599 1329  304   66   88  715 1225  127 1333  393
  664   65 1004  999  762  337   87 1288  944 1240 1135  406 1125 1228
 1171 1015  978  303 1217  645  281  374   92  313  364  854 1313  850
  642  152  378  750  689  391 1049   43  952  397 1007 1304  988  624
  425  240  466  895 1166  712 1095  280   20  717  302  103   13  154
  837  273 1387  954  372  963  370 1265  812 1206 1112 1191  431 1301
 1280  398  329  705  589  176  192  742  382 1108   34   31  754  690
 1123  994]"
46	198676.json	"[1194 1146  719 1258 1207 1026  284 1201  676  841  477  857  561  577
  400 1051 1166  279   12 1153 1164  878  652  603  542  494  557 1158
  874  325 1053  584  165  415  381  266  349  634   37  206 1046  287
  470  803 1079  126  932  964  437  784  823  248  610  473  810  798
 1218  489  917  497  454  448 1262  625 1126  321 1056  837  345 1169
  885 1219  502  515 1195  541 1377 1352  882  236  953  161 1246 1162
  893 1186 1000  121  567  958  906 1154  361 1273 1018 1335 1229 1394
 1373 1159]"
47	198677.json	"[1089  852  587 1049  934   95  103  661 1354 1135  731   73  664  173
 1240  778  153  999  762  304  372    8  686   92 1249  411   86  187
  599  950  431  712 1108 1109 1125  921  302  944  736 1002  837   66
 1321 1333 1172 1248  329  397 1166 1087  954  905  200  364 1288  850
  645 1171  152  452  193  647  655 1194  479  547  960  854 1048  882
  486  156  119  189  206   43 1313  690 1141 1181  978  841 1036 1228
  526  318  393 1225  866 1210  313  684 1195 1110 1245  331 1375  518
 1219 1265]"
48	198678.json	"[ 752  880  353  913  502  327 1078  319 1220 1064   89  966 1136  541
 1097  477 1367 1144  141 1266 1035  346  420  958 1378 1114  922  306
 1180  300  744  823  348  723  942 1272  293 1273 1053  389  784 1373
 1338  586  341 1207 1345   96 1194  851 1336  494 1063  603  730   37
  581  577  206 1169  266 1200  399  836 1393  539  342  809  585 1159
 1232  287  301  165 1105  791  807  113  879 1359  556   74  939 1322
 1356 1366  959 1079 1085  384  288  703  863  909  228  475  265  325
  719  652]"
49	198679.json	"[1258 1166   12  878  676 1201  917  248 1158 1207 1053  719 1146  365
  284  473 1219 1194  434 1218  999 1054  841  345  415 1000  730  165
  809  557  542  625  954 1051 1164 1046  287 1360  400  349 1154  325
 1352  541  634  506 1026  561  153  381  206  454  397 1195  161  470
 1210 1110  647  598  187 1126  882  953  836   37  885 1186  290  893
 1359 1285  859  837  525  438  892  603  645 1066  793  998 1228  417
 1373  857  384  468  489  577 1129  370 1108 1394  993 1140  934  289
 1169 1286]"
50	198680.json	"[1258 1158  310 1201  985 1053  730 1021  287   12  687 1000  980 1154
  909   69  676  809 1086 1273  958 1166  539 1345 1207  598  206 1066
 1098  541  999  410 1054  703  795 1146 1064 1359 1110 1071 1059  951
 1373  165 1222 1341 1129  223 1194 1360 1152  284  954  289  660  238
  880  473  291  434  652  744  370 1078  892 1030  593 1210 1232 1220
 1214 1366 1296  542 1039 1385  878 1114 1227 1134  523 1136  716   93
  568  486 1164  866  692  381  454  634  474  415  564 1271 1127  384
  348  161]"
51	198681.json	"[ 339   87  823    5  839 1304    2  153 1098  904  593  269  435  798
 1110 1168  555  360 1021  310 1385  909  289  872  854  848 1210  570
  478 1071 1226  660  330  920  348  283 1129 1251 1232  900 1315 1036
  206 1039 1034  703  358  697 1303  118  822  288 1066  184  150 1118
   69 1158 1078  880  355  687  387  485  190  501  291  216  313  564
  529  956  881  138  999 1295  239  951 1152   25 1345 1280  866  592
  995  845  793 1127  468  876 1108  487  987 1213   86  370  504 1138
  455  538]"
52	198683.json	"[1255  314  939  904 1110  920  956  607 1138  815  289 1036  336  306
  848 1097  390  288  313  863 1269  913  486 1021   69  391  328 1280
  942  549  348 1279  880  371 1345  206  478  951  782   58 1322 1039
  909   87   19 1251  538  692 1378 1304  167  632  830  872  716 1217
  435  985  781 1225  529  191  907  866 1281 1080  564 1060  876  570
 1239 1035  593  952  713 1098  251  222  484  889    6 1210  554  175
 1108 1366  970 1179  421  153  978  113 1336  831  216  358  530  789
 1370  307]"
53	198684.json	"[1058  956   71  314  336   39 1198  531  867  233  174  529   67 1255
  782  753 1062   41 1014  530  391  385   19  347  465  517  129 1292
  574 1138 1281  941  739  805  102  886  579  202  220  971  903  298
  439  876  904  356  210  261  133  235  564 1263 1106 1318  328  709
 1257  500  433  835  729 1029 1238  278  713  390 1379 1098  972 1073
  357  924  986  757  283  247  693  101  461  260  204  678  412  100
  977  410  877 1305  222 1306  245  362 1060 1024   69 1205  169  620
 1350 1059]"
54	198685.json	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"
55	198687.json	"[ 206 1345 1110  472 1378 1273 1266  703 1232  920  784 1078 1021  922
  468  161  869  909  863 1228 1195 1114 1210  288  593  942  945  341
 1199  939  822  998  578  111  497  823  722  987  113  607 1207 1377
 1172 1107 1108  836  494 1077  985 1359  287  225  329  435  803   96
  598  798  434 1258 1194 1373  396  541  809  717  384 1158  810 1343
  547  954  866  539 1165 1129  310  389  370 1296  953 1229 1201  907
  348  880 1071  289   69  834  147  217  748  502 1366   12 1168  841
 1286  716]"
