	verdict	indexes
29	198656.json	"[ 428 1072  260  317  833  956  188  554  509  777  202  589  328 1185
  794  530  884  371  392 1082 1305  549  979  458  591 1014  742  426
  102  894   20  740  665  948  518  398 1349  757 1099  644  611  424
  952  268  390 1381  709  500   19 1187  705   44 1223  741 1058  876
  693  785  168   97   45   48 1277  983  666  797 1301 1302 1255 1392
  391 1217  738  630 1278  167  938  314  620  252 1155  713  358 1197
  558  988 1081 1206  412  406  101  313  524 1318  154  824  461  157
  564  259]"
30	198657.json	"[1354  518 1223  524  193  479  179  957   86  537 1049 1036 1031 1172
 1349  189 1135  938   76  329 1299 1187 1375  692  109 1206 1110  765
  997  302 1370  736  377  273 1385  421 1002  690 1181  866 1155  775
  544  952  501  331 1098  709  946  457  740  105 1358  818  251  591
 1131  644  504  598  188  288 1248  157  741  601  661 1182  799 1305
 1332  156  175  418  435  590   73 1225 1184  410  540  326  825  944
 1071 1209  268  145  547 1392  673  979  136  388 1082 1208  510  411
  647  596]"
31	198658.json	"[  39 1205 1234 1306  620  500  867 1238  465 1318  347  709 1024  461
  439  529 1088 1204  129  517  430  829  941  174 1230  956  903  808
  521 1213  876 1014  433  971  574  753  933  295    1  886  785 1106
 1270  259 1059 1231  101  739  565 1251  244   67  796  573 1315  579
  245 1281  512   44 1103  133  464 1029 1188  741  757   41  426    4
 1250  338  410 1279 1308  483   82  419  843  962 1257  729 1365  693
 1138 1379 1255  580  250  178 1073  974  977  328  373 1269 1058 1392
  131  169]"
32	198660.json	"[ 208  406 1371  458  499  666   48  979  705 1216  662  787  398   31
   45  624  988  994  899  982  761  742  188  665  642 1015  159  591
  724  509  770  725  366  530  833  887  589 1277   49   20   66  658
 1197  715  553 1185  735  558  702  812  797 1082 1301  260 1193   18
  902  629  393  673  850 1206  609  897 1331  832  644 1017 1007  975
 1381 1174 1392  948   97 1278   88  252 1191  337  469 1190  241 1236
   63 1332  686  160  738 1184  428   44 1112  875  856 1187  445  740
  117  952]"
33	198662.json	"[1006  937  988 1371 1277  458  268  849  847   85 1332  875   43 1193
  194 1075  825  145 1015 1036 1185  700  160  760  457 1074  725  326
 1130  797  359 1370 1384  383 1381   45  979  380 1389 1142  136  150
   29  442  775 1083 1192  770  241  188  673 1031   48  558  741  591
  267 1385  509 1301  724  294 1392  754 1187  801  402   62  666  742
 1242  990 1283  227 1278 1223   18 1174  946  997  643 1184 1349 1155
  613  205 1206  750   25 1013  658  870 1235  424  644  303 1216  599
  211  609]"
34	198663.json	"[  21 1181  733  510  680   76 1319  179   15  641   40  309  299  155
   92 1047  601 1017  663  762  783 1155 1377 1113  451  969 1093  196
  447   45  537  157  818  648 1167   33  452  945  681  952 1042  315
   22  819  154 1206 1036  616  662  167  175  673 1119  670 1156  524
 1007  144  696  811  626 1145  983  810  394  543  831  942  183  199
 1310  411  866 1331  189 1131  789  418  253  369 1223  382  633  398
 1048  668  467  277  946  646 1262  775   14  148   47   43 1101 1284
  622  600]"
35	198664.json	"[ 338  900  604 1250  876  500  856 1213 1098  247 1088  326 1226  743
  877 1314  445 1083  343 1392 1270 1350  904  433 1279  868  760  492
  259  970  218 1234   44 1281    4 1363  796 1306 1099  867 1332  171
 1130  824 1365  962    1  251 1024  150 1106  753  574  252  573   90
  194  102  244  956  770  777  202 1309  566  550 1014  620  713  933
  268 1204  373 1193 1308  133  693 1062 1138  129  139 1318  457  430
  101 1278  564  643  447 1187 1032  785 1118  164  608  185  549  886
  131  747]"
36	198665.json	"[ 878  917 1218  248  284 1258  415 1166  290  349  625 1201  473 1219
 1146  345 1053 1360  561 1051 1164  676  542   12 1000 1046   37  993
  325 1374  365 1186  434 1207 1154 1285  381  463 1194  557  730  470
  719  816 1151  888  634 1026 1054  610  841 1158  637  266  793  437
 1352  826  584  304  857  859  809  954  603  126  438 1003  727 1394
  279  506  874 1162  999 1169 1126  577  121  165  664  476  515  153
  236  417  704  645   95  998  934  397  400  112  454 1220 1136  652
 1214 1359]"
37	198666.json	"[1262 1016 1156  626 1018  451  616   32  773  989  641  144  945 1248
 1155   76  536  537  818 1093  663  341 1113  196 1165  253  734 1377
  167  908  450  633  179 1358  288  783  155  547 1079  594  157  421
  670  181  942 1310  494   15  510 1145 1299 1199  388 1181  333  598
 1344  113  733  321 1116 1378 1163 1077  329  147  811 1119  932  342
  226 1167  708  810  714 1011  819 1182  154 1373 1036   92   47  720
  309  158  987  271 1223 1224  231  600  511  199  475 1338  680  866
  788  377]"
38	198667.json	"[ 988  589  715  431  686  850 1185 1301  202  642  624   88  797 1015
  509  628 1193  665  267  742   45  599 1277  127  188  852  952  979
 1109  393  518  693  994 1217 1278  406  591  411  466   66 1332 1197
 1082  354  241  458   48 1130  234  558 1206  160 1223  875  119  152
  595 1014 1150 1371  398  832 1236  705 1357  462 1004  948 1050 1118
  666  644  457  725 1355 1190  845  273  364  268  102 1305  215 1081
  899  260  540   20  672  324 1191  428  619  943 1187  833  678  530
  900 1392]"
39	198668.json	"[ 175 1343  501 1110  147 1131  789  369   47 1080 1172  834 1310 1036
  861  945  810  331  409  468  822  396 1345   11 1377  593 1165  955
   33  869  221 1370  908  969  748  196  435  840  288  909 1107  206
 1071 1195  960  225 1182 1119  907  734  421  819  490  167  394 1349
  616 1094  423  601  457  388  537 1273  534  309  920  440  827  799
  670  217 1010  226  607 1060  765 1351  737  663 1199  451 1021   22
  118 1358  472  146 1233  779 1378  326  563  883 1043  811   59 1298
  598 1187]"
40	198669.json	"[ 196  369  811  955  309  810  840 1343 1091  670  175   47  663 1131
 1113 1165  451 1080  331   33  158   93  396   11  834 1310  601  789
 1047   22  969  501 1119  641  748  907  148 1377 1110 1043 1094 1156
    6  490 1011  167  254  737  668  683  394 1351 1145  534 1048  819
 1345  232  423  861  945  147  681  600 1261  822  134 1231  118  409
  783  632  388  114 1107  512  351  537  786  869  593  440  734   55
  326 1370  435  452 1093   76 1252  575  946 1101 1036  909  199  505
 1362  960]"
41	198671.json	"[ 906 1352 1373 1000  727  954  489  226  714 1286 1201  892  438  598
  893  542  494  541  341 1054 1358   15 1154 1167  488 1163 1214  694
 1393  236 1018  578 1344  594  717 1394  809 1378  857  859  434 1195
  384  616  147  788 1377 1199 1111  158  146  676  506 1077 1261 1259
  652 1338  646  999  767 1145  737  953 1158  647  866 1342  964  547
  417  657  165  331 1119  345  536  473 1046 1210 1260 1151  942  841
  403  998  448  421  989 1071  113  836 1345  468 1194 1182  206  515
 1156  795]"
42	198672.json	"[1332 1193 1015  457  988 1006  725 1083  145  847   62  359  595  700
 1371  326 1242 1142 1301  775  937  268 1277  267 1185  241  234  160
 1392 1316  194  623  760  849   18 1385  338  825 1032  152 1130   25
  856  458  742 1283  797   45  509 1074  721  481  979 1174  597 1236
 1221  150  609  686 1075  383 1384  205  875  251  666   44  571 1187
  558 1389  770 1381  294  171 1226  870  596  662 1036  673 1184  628
  669  316  750  462 1192 1355  599  447  466  135 1223  591  658  902
  209  424]"
43	198673.json	"[ 341  783 1165 1378  879  146  734  113 1377 1266 1338 1252  708  945
  616  942  578  494 1167  600  810  737  795  450 1011  488  641 1119
 1156 1232 1145  563 1097  147  167 1078 1229 1136  822  158  834 1077
 1199  748 1286  475 1132 1393 1345  696  389  226  657  423  225 1233
  594  451  804  892 1343  987  964  722  862 1116  663  717  254 1373
  472   15  468  786 1273  607 1114  319  840  351  384   93 1094  271
 1113  908  869  396 1180 1195   14  626   47  309  533 1091   32  932
 1018 1079]"
44	198674.json	"[ 195  518  591  558 1187 1058 1014  943  979  509 1197  407  724  740
  432 1005  669 1277  160  188  614 1392  260  675  741  615  589  725
  105  544 1355  458  832  101 1349  910  202 1223  267  428 1082 1081
  742  469  693  273 1357  678 1185  398 1332  833 1384 1305 1301  628
  948  686  644   44 1184 1241  540  554 1371  405 1050  983 1193 1015
  305  521  441   17  797  705  988  801  393  630  665 1031  956  245
 1289 1038   62  296 1215  457   18  938  412 1125  619  624  102  715
  268  700]"
45	198675.json	"[ 715  119   88  686  127  406 1015  642  988 1329  393   66  589  624
 1004  599  689  850 1301 1191  994  337  705 1217  742   31  665  952
 1082   20 1185  812  979  202  313 1157  152 1225   65  797  702  750
  364  188  398 1206  466 1095  887 1357   45  591  944 1050 1288  934
 1118  159 1333 1193  553  391   13  273  509  458 1313  153  154 1197
 1123 1190   43  672   48 1112  102 1277 1312  678 1236 1265  875  493
  431  241 1125 1150  530  595  982 1332  666  522  208  215  895   92
 1109  303]"
46	198676.json	"[ 616 1229  321  111  494 1153 1377  810  837 1262 1077  953  708  489
 1342 1156  578  885  882 1145  158  717  341  646 1378  146 1335 1194
  906  737  964  866  696  515  893  987  932 1338  945   15  475 1167
 1394  536  942 1195  989 1393 1286 1199 1079 1352 1011 1018 1119 1026
  836  954  206  497  545  468  788 1358  879  841 1224 1078  840  165
 1136  892   32  803  896  857  969  450  592  698  783  331  448 1324
 1207 1094 1261 1170 1158  939  438 1140 1000  488  147  714 1132  663
 1016  181]"
47	198677.json	"[ 411  686  589  852 1049  518  599   86  850 1089  152  364  952 1135
  665  587  797  540  988  591  644  273 1354   66 1050  628   92  431
  398 1109  979  313  267  393 1321 1004 1223  750   45  466  189  601
  524   43 1301 1081 1082  241 1289 1090 1036 1265  173  673 1206  832
 1212 1277  666 1331 1187  188  938  934  572 1067  543  509 1178 1208
  571 1087 1191  154  119  672  740  462  742  845  661 1249  689  202
 1349  775  715  944 1141  382  946 1225 1355 1002 1185  156  702 1357
  127  994]"
48	198678.json	"[ 346  327  913  341 1097  586  306  862  879  113  752  880 1063  966
  423 1378  581  786  342  683  607 1356 1045 1035 1336 1078  399  791
  942  420 1322 1180  744 1105 1338  484  475  293  585  319  621  632
  371 1266 1136  723  781  804 1128  677  748  146  640 1165  959  401
  939  228 1085 1149 1156 1366  820   56 1132  114 1272 1337  502  734
   47  783 1200  254   58 1022  389  828 1252  802 1114  792  167 1393
 1011  884  390  144  965  708  830  348  197  242 1233  231  863 1167
 1145  451]"
49	198679.json	"[ 954  226  714  598  893  953 1195  646   15 1182  434 1394 1110  616
  969  506 1377  809  147  906  882  866 1358  488 1054  892 1158  394
  183  810 1077 1373 1286  489  331 1352  885  494  206  645 1273   93
  999 1310  438  840 1071 1140  578  165   33  175  541  468   76  590
 1378 1163 1324 1000 1131  737  799 1345  717  146 1167 1210  594  418
  113  487  837 1119 1359 1271  592  861  384  964  942  409  827  775
  547  788  142  501  692  341  960  435  907  158 1156 1172 1214  563
  189  819]"
50	198680.json	"[   1 1279  410 1204 1231 1030  512  709  980 1238  174  433    4 1318
 1251 1269  461  492 1306  985  259 1213  223 1059  529 1106  876  890
  632  883  500  951 1255  164  474  178    9  574   39  933 1315  777
  729 1353  538  903 1311  565  371 1024  688  465  956 1281  404  314
  753  439  131  554  607  824  464 1362  129  927  822 1337  133   19
  573  785  455    6  110  430 1334 1205   82 1188 1290  920   23  564
  350  965 1021  513  419  347  677  250 1131  941  549 1039  904  926
  974  579]"
51	198681.json	"[ 555    2  339 1270  252  338 1142 1226  492  259  962 1088  777    4
  900  500 1238 1234  867 1213 1204 1205 1032  876  573 1318 1006 1099
  904  455    1  620 1365  709  926 1250  392  430  753  402 1279  821
  873  150 1024   82  529 1306  881 1281  426  373  868  514  574  433
 1363  956  604  551  785  101  741  133 1014  326  808  218 1332 1230
  738  129  847  643   44  550 1278  268 1392  565  424  554   25  757
  849  760  971 1188 1350  363  580  977  796  951 1098  243    5  131
  860  721]"
52	198683.json	"[ 956  549  371 1255  428  512  328 1279  607  167  461  554    1 1269
 1281  390  824 1138  259  500 1362  314 1231  883 1330  777  256  876
  530   19 1251  164  904  250  970  903  478  336  770  565  927 1213
  890  830 1204   23  347  779  144  952  753 1237  404  939 1395 1072
    6 1036  693 1014 1318  677 1179  100   97 1099  831  920 1334 1239
  484 1234  317  933  709  306 1017    4  102  426  785  695 1155  632
  620  430  496  516 1024  781  713  307 1137  343  326 1298  507  538
  260  513]"
53	198684.json	"[ 867  169 1088  500  101 1379  757  753  808  962  971 1234 1014  521
  244 1024  886 1062  620 1318   39  785 1270  829  693  245 1238  805
  347  465  129  796  530 1306  392  260  373  741   44  739  977  439
 1073  430 1281 1205  107  259   67  574  956  846 1230 1188  202  385
 1350  941 1308 1058  529 1019  876 1106  933  133  218 1314  573 1365
 1250  483  517  580 1204 1292  412  461  338  833  970  250  247 1213
  507  252  104 1083  596  735  565  433  174    1  102  579  363  743
   18 1257]"
54	198685.json	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"
55	198687.json	"[ 225  822  167  920  607  549  317  554  945  371 1298  956 1349  781
  428 1334  777  512  501  390  538 1077  461 1036  457  328 1251  268
  114 1071 1255  738  824   23 1233  423  939  421  709  314 1131  692
  496  830 1021   47  288 1119  883  259  876 1370  827  409  410  144
 1269  748  952  904  564  786  484  818  632 1080 1213  779  113  164
  563  534  570 1281  848 1106  322  133 1110  175  814  326  734  890
  358  903 1204 1138 1101  863 1362  792 1155 1231  342 1206 1187 1182
  146  765]"
