	0	1
74	2007	{'DATE': 1.5}
75	524	{'CARDINAL': 1.2}
76	184	{'CARDINAL': 1.2}
77	193	{'CARDINAL': 1.2}
78	100 to	{'CARDINAL': 1.2}
79	less than 150 feet	{'QUANTITY': 1}
80	two	{'CARDINAL': 1.2}
81	15 to 25 feet	{'QUANTITY': 1}
82	fed	{'ORG': 1.75}
83	28(i	{'CARDINAL': 1.2}
84	940	{'CARDINAL': 1.2}
85	722	{'CARDINAL': 1.2}
86	1st cir	{'ORG': 1.75}
87	1991	{'DATE': 1.5}
88	-9- 	{'PERSON': 1.5}
89	one	{'CARDINAL': 1.2}
90	610	{'CARDINAL': 1.2}
91	841	{'CARDINAL': 1.2}
92	846	{'CARDINAL': 1.2}
93	supreme court	{'ORG': 1.75}
94	the supreme court's	{'ORG': 1.75}
95	v. united states	{'GPE': 1.5}
96	469	{'CARDINAL': 1.2}
97	38	{'CARDINAL': 1.2}
98	1984	{'DATE': 1.5}
99	36	{'DATE': 1.5}
100	154	{'CARDINAL': 1.2}
101	1994).4	{'CARDINAL': 1.2}
102	v. robinson	{'PERSON': 1.5}
103	473	{'CARDINAL': 1.2}
104	387	{'CARDINAL': 1.2}
105	396	{'CARDINAL': 1.2}
106	353	{'CARDINAL': 1.2}
107	10	{'CARDINAL': 1.2}
108	2003	{'DATE': 1.5}
109	215	{'CARDINAL': 1.2}
110	110	{'CARDINAL': 1.2}
111	123	{'CARDINAL': 1.2}
112	2000	{'DATE': 1.5}
113	6	{'CARDINAL': 1.2}
114	wayne r. lafave et al.	{'PERSON': 1.5}
115	â§ 24.7(e	{'LAW': 1.75}
116	3d ed. 2009	{'DATE': 1.5}
117	reagan	{'PERSON': 1.5}
118	628	{'CARDINAL': 1.2}
119	721	{'CARDINAL': 1.2}
120	723	{'CARDINAL': 1.2}
121	1980	{'DATE': 1.5}
122	one month	{'DATE': 1.5}
123	104	{'CARDINAL': 1.2}
124	1408	{'DATE': 1.5}
125	1417	{'CARDINAL': 1.2}
126	1997	{'DATE': 1.5}
127	party.5           	{'LAW': 1.75}
128	v. laurent	{'PERSON': 1.5}
129	607	{'CARDINAL': 1.2}
130	895	{'CARDINAL': 1.2}
131	902	{'CARDINAL': 1.2}
132	illinois v. fisher	{'ORG': 1.75}
133	540	{'CARDINAL': 1.2}
134	544	{'CARDINAL': 1.2}
135	2004	{'DATE': 1.5}
136	153	{'CARDINAL': 1.2}
137	159	{'CARDINAL': 1.2}
138	2d	{'CARDINAL': 1.2}
139	1994	{'DATE': 1.5}
140	r. evid	{'PERSON': 1.5}
141	paz uribe	{'GPE': 1.5}
142	891	{'PRODUCT': 1.2}
143	400	{'CARDINAL': 1.2}
144	1st cir.	{'DATE': 1.5}
145	1989	{'DATE': 1.5}
146	289	{'CARDINAL': 1.2}
147	466	{'CARDINAL': 1.2}
148	1933	{'DATE': 1.5}
149	llach	{'ORG': 1.75}
150	739	{'CARDINAL': 1.2}
151	1322	{'CARDINAL': 1.2}
152	1329-30	{'TIME': 1.2}
153	8th	{'ORDINAL': 1.2}
154	29	{'CARDINAL': 1.2}
155	charles alan  wright et al.	{'PERSON': 1.5}
156	federal practice &	{'ORG': 1.75}
157	1st  ed. 1997 & supp	{'DATE': 1.5}
158	melendez-rivas	{'ORG': 1.75}
159	566	{'CARDINAL': 1.2}
160	41	{'CARDINAL': 1.2}
161	50	{'CARDINAL': 1.2}
162	1st   cir	{'DATE': 1.5}
163	400-01	{'CARDINAL': 1.2}
164	mona	{'PERSON': 1.5}
165	ten	{'CARDINAL': 1.2}
166	15 miles	{'QUANTITY': 1}
167	tilghman	{'ORG': 1.75}
168	134	{'CARDINAL': 1.2}
169	414	{'CARDINAL': 1.2}
170	416	{'CARDINAL': 1.2}
171	d.c.	{'GPE': 1.5}
172	74	{'CARDINAL': 1.2}
173	378	{'CARDINAL': 1.2}
174	386	{'CARDINAL': 1.2}
175	1996	{'DATE': 1.5}
176	united                                      	{'ORG': 1.75}
177	v. hickman	{'PERSON': 1.5}
178	592	{'CARDINAL': 1.2}
179	931	{'CARDINAL': 1.2}
180	933	{'CARDINAL': 1.2}
181	6th	{'ORDINAL': 1.2}
182	1979	{'DATE': 1.5}
183	the morning of march 14, 2008	{'TIME': 1.2}
184	day	{'DATE': 1.5}
185	507	{'CARDINAL': 1.2}
186	725	{'CARDINAL': 1.2}
187	734	{'CARDINAL': 1.2}
188	1993	{'DATE': 1.5}
189	10-1037	{'CARDINAL': 1.2}
190	antonio alves vilela	{'PERSON': 1.5}
191	eric h. holder	{'PERSON': 1.5}
192	howard, circuit	{'ORG': 1.75}
193	susan   e. zak	{'PERSON': 1.5}
194	tony west	{'PERSON': 1.5}
195	michelle g. latour	{'PERSON': 1.5}
196	lynch	{'ORG': 1.75}
197	brazil	{'GPE': 1.5}
198	january 26, 1997	{'DATE': 1.5}
199	six-month	{'DATE': 1.5}
200	overstayed	{'ORG': 1.75}
201	the board of immigration  	{'ORG': 1.75}
202	the april 3, 2008	{'DATE': 1.5}
203	september 30	{'DATE': 1.5}
204	february 7, 2006	{'DATE': 1.5}
205	april 3, 2008	{'DATE': 1.5}
206	the 1970s	{'DATE': 1.5}
207	brazilian	{'PRODUCT': 1.2}
208	minas gerais	{'GPE': 1.5}
209	1985	{'DATE': 1.5}
210	about twenty	{'CARDINAL': 1.2}
211	sao lucas	{'GPE': 1.5}
212	about one hundred	{'CARDINAL': 1.2}
213	amise	{'ORG': 1.75}
214	communist	{'NORP': 1.75}
215	communists	{'NORP': 1.75}
216	1990	{'DATE': 1.5}
217	santa	{'GPE': 1.5}
218	francisco luciano	{'PERSON': 1.5}
219	seven years	{'DATE': 1.5}
220	vilela	{'PERSON': 1.5}
221	more than 50	{'CARDINAL': 1.2}
222	1992	{'DATE': 1.5}
223	three	{'CARDINAL': 1.2}
224	more than a thousand miles	{'CARDINAL': 1.2}
225	2500	{'CARDINAL': 1.2}
226	june 2007	{'DATE': 1.5}
227	october 2007	{'DATE': 1.5}
228	march 2008	{'DATE': 1.5}
229	bia.2      bonilla v. mukasey	{'PERSON': 1.5}
230	539	{'CARDINAL': 1.2}
231	72	{'DATE': 1.5}
232	76	{'CARDINAL': 1.2}
233	1st cir. 2008	{'DATE': 1.5}
234	548	{'CARDINAL': 1.2}
235	44	{'DATE': 1.5}
236	bonilla v. mukasey	{'PERSON': 1.5}
237	81-82	{'CARDINAL': 1.2}
238	2008	{'DATE': 1.5}
239	d.	{'NORP': 1.75}
240	â§ 1252(a)(2)(b)(ii	{'CARDINAL': 1.2}
241	kucana v. holder	{'ORG': 1.75}
242	130 s. ct	{'MONEY': 1.75}
243	827	{'CARDINAL': 1.2}
244	1231(b)(3)(a	{'CARDINAL': 1.2}
245	09-2034	{'DATE': 1.5}
246	2802642	{'DATE': 1.5}
247	jul. 19	{'DATE': 1.5}
248	pulisir v. mukasey	{'PERSON': 1.5}
249	302	{'CARDINAL': 1.2}
250	308	{'CARDINAL': 1.2}
251	609	{'CARDINAL': 1.2}
252	21	{'CARDINAL': 1.2}
253	30	{'CARDINAL': 1.2}
254	sugiarto v.	{'ORG': 1.75}
255	586	{'CARDINAL': 1.2}
256	90	{'MONEY': 1.75}
257	95	{'CARDINAL': 1.2}
258	412	{'CARDINAL': 1.2}
259	202	{'CARDINAL': 1.2}
260	204	{'CARDINAL': 1.2}
261	1st  	{'DATE': 1.5}
262	2005	{'DATE': 1.5}
263	lopez de hincapie v. gonzales	{'PERSON': 1.5}
264	494	{'CARDINAL': 1.2}
265	213	{'CARDINAL': 1.2}
266	219	{'CARDINAL': 1.2}
267	581	{'CARDINAL': 1.2}
268	43	{'DATE': 1.5}
269	45	{'CARDINAL': 1.2}
270	514	{'CARDINAL': 1.2}
271	53	{'DATE': 1.5}
272	57	{'CARDINAL': 1.2}
273	415	{'CARDINAL': 1.2}
274	205	{'CARDINAL': 1.2}
275	210	{'CARDINAL': 1.2}
276	77	{'CARDINAL': 1.2}
277	marin	{'GPE': 1.5}
278	512	{'CARDINAL': 1.2}
279	28	{'CARDINAL': 1.2}
280	32	{'CARDINAL': 1.2}
281	552	{'CARDINAL': 1.2}
282	42	{'DATE': 1.5}
283	09-2323	{'CARDINAL': 1.2}
284	wen y. chiang	{'PERSON': 1.5}
285	bank of america	{'ORG': 1.75}
286	fia card services	{'ORG': 1.75}
287	n.a.	{'GPE': 1.5}
288	patti b. saris	{'PERSON': 1.5}
289	dean carnahan	{'PERSON': 1.5}
290	terry b. bates	{'PERSON': 1.5}
291	smith llp	{'ORG': 1.75}
292	bruce d. berns	{'PERSON': 1.5}
293	abendroth berns & warner llc	{'ORG': 1.75}
294	15	{'CARDINAL': 1.2}
295	â§ 1681s-2	{'CARDINAL': 1.2}
296	verizon new england, inc.	{'ORG': 1.75}
297	595	{'CARDINAL': 1.2}
298	26	{'CARDINAL': 1.2}
299	35	{'DATE': 1.5}
300	wen chiang	{'PERSON': 1.5}
301	n.a.  	{'ORG': 1.75}
302	mbna america bank	{'ORG': 1.75}
303	fia	{'ORG': 1.75}
304	fia concerning chiang's	{'ORG': 1.75}
305	634	{'CARDINAL': 1.2}
306	chiang	{'ORG': 1.75}
307	2d 164	{'CARDINAL': 1.2}
308	affirm.2             	{'PERSON': 1.5}
309	24	{'DATE': 1.5}
310	27	{'CARDINAL': 1.2}
311	r. civ	{'PERSON': 1.5}
312	56(c)(2	{'CARDINAL': 1.2}
313	express corp.	{'ORG': 1.75}
314	564	{'CARDINAL': 1.2}
315	515	{'CARDINAL': 1.2}
316	chiang offers	{'ORG': 1.75}
317	chiang v. bank	{'ORG': 1.75}
318	07	{'CARDINAL': 1.2}
319	mar. 12, 2010	{'DATE': 1.5}
320	chase bank usa	{'ORG': 1.75}
321	june 12, 2008	{'DATE': 1.5}
322	gillen	{'PERSON': 1.5}
323	inc.	{'ORG': 1.75}
324	283	{'CARDINAL': 1.2}
325	11	{'CARDINAL': 1.2}
326	2002	{'DATE': 1.5}
327	cra            	{'ORG': 1.75}
328	634 f. supp	{'MONEY': 1.75}
329	171	{'CARDINAL': 1.2}
330	bank of america  	{'ORG': 1.75}
331	sherry wyman	{'PERSON': 1.5}
332	sherry	{'PERSON': 1.5}
333	wyman	{'ORG': 1.75}
334	verizon	{'ORG': 1.75}
335	1681i(a)(1)(a	{'CARDINAL': 1.2}
336	09-2004	{'DATE': 1.5}
337	antonio correia	{'PERSON': 1.5}
338	william feeney	{'PERSON': 1.5}
339	massachusetts	{'GPE': 1.5}
340	nathaniel m. gorton	{'PERSON': 1.5}
341	leon a. blais	{'PERSON': 1.5}
342	blais &	{'ORG': 1.75}
343	murati ferrer	{'PERSON': 1.5}
344	boston	{'GPE': 1.5}
345	june 14, 2004	{'DATE': 1.5}
346	correia	{'ORG': 1.75}
347	2001	{'DATE': 1.5}
348	that day	{'DATE': 1.5}
349	feeney	{'PERSON': 1.5}
350	brook avenue	{'FAC': 1.5}
351	august 15, 2007	{'DATE': 1.5}
352	defendants.1         	{'PRODUCT': 1.2}
353	four day	{'DATE': 1.5}
354	may 29, 2009	{'DATE': 1.5}
355	three hours	{'TIME': 1.2}
356	59	{'CARDINAL': 1.2}
357	june 24	{'DATE': 1.5}
358	feeney.	{'ORG': 1.75}
359	correia v. city	{'PERSON': 1.5}
360	04-11335	{'DATE': 1.5}
361	nov. 28, 2007	{'DATE': 1.5}
362	08	{'CARDINAL': 1.2}
363	sept 23, 2008	{'DATE': 1.5}
364	penn motor express	{'ORG': 1.75}
365	34	{'DATE': 1.5}
366	ramos v. davis & geck	{'PERSON': 1.5}
367	167	{'CARDINAL': 1.2}
368	727	{'CARDINAL': 1.2}
369	731	{'CARDINAL': 1.2}
370	1999	{'DATE': 1.5}
371	jennings v. jones	{'ORG': 1.75}
372	587	{'CARDINAL': 1.2}
373	430	{'CARDINAL': 1.2}
374	437	{'CARDINAL': 1.2}
375	v. alston	{'PERSON': 1.5}
376	974	{'CARDINAL': 1.2}
377	1206	{'CARDINAL': 1.2}
378	1212	{'DATE': 1.5}
379	9th	{'ORDINAL': 1.2}
380	438	{'CARDINAL': 1.2}
381	436	{'CARDINAL': 1.2}
382	morelli v. webster	{'PERSON': 1.5}
383	12	{'CARDINAL': 1.2}
384	23	{'CARDINAL': 1.2}
385	19	{'CARDINAL': 1.2}
386	feeney's	{'ORG': 1.75}
387	v. garcia	{'PERSON': 1.5}
388	978	{'CARDINAL': 1.2}
389	746	{'CARDINAL': 1.2}
390	748	{'CARDINAL': 1.2}
391	trial.2	{'GPE': 1.5}
392	inter alia	{'ORG': 1.75}
393	fourth	{'ORDINAL': 1.2}
394	17	{'CARDINAL': 1.2}
395	gas co.	{'ORG': 1.75}
396	529	{'CARDINAL': 1.2}
397	booker v. mass	{'ORG': 1.75}
398	2776627	{'DATE': 1.5}
399	july 15	{'DATE': 1.5}
400	91	{'CARDINAL': 1.2}
401	108	{'CARDINAL': 1.2}
402	bollenbach v. united states	{'ORG': 1.75}
403	326	{'CARDINAL': 1.2}
404	612-13  	{'ORG': 1.75}
405	1946	{'DATE': 1.5}
406	correia's  	{'ORG': 1.75}
407	499	{'CARDINAL': 1.2}
408	79	{'CARDINAL': 1.2}
409	c. correia's	{'PERSON': 1.5}
410	correia   	{'PERSON': 1.5}
411	403	{'CARDINAL': 1.2}
412	237	{'CARDINAL': 1.2}
413	14 (1st cir. 2001	{'DATE': 1.5}
414	cape verde	{'GPE': 1.5}
415	1978	{'DATE': 1.5}
416	1981	{'DATE': 1.5}
417	five years	{'DATE': 1.5}
418	1982	{'DATE': 1.5}
419	every week           	{'DATE': 1.5}
420	every month	{'DATE': 1.5}
421	section 8	{'LAW': 1.75}
422	103(a)(1	{'CARDINAL': 1.2}
423	402	{'CARDINAL': 1.2}
424	correia's	{'ORG': 1.75}
425	602	{'CARDINAL': 1.2}
426	1st                                      	{'ORG': 1.75}
427	kmart corp.	{'ORG': 1.75}
428	177	{'CARDINAL': 1.2}
429	v. hadfield	{'PERSON': 1.5}
430	918	{'CARDINAL': 1.2}
431	987	{'CARDINAL': 1.2}
432	995	{'CARDINAL': 1.2}
433	1st  cir. 1990	{'DATE': 1.5}
434	500	{'CARDINAL': 1.2}
435	936	{'CARDINAL': 1.2}
436	10-1100	{'CARDINAL': 1.2}
437	jiao hua huang	{'PERSON': 1.5}
438	ada e. bosque	{'PERSON': 1.5}
439	office of immigration litigation	{'ORG': 1.75}
440	william c. peachey	{'PERSON': 1.5}
441	10, 2010	{'DATE': 1.5}
442	china	{'GPE': 1.5}
443	a december 30, 2009	{'DATE': 1.5}
444	the board of immigration  appeals	{'ORG': 1.75}
445	a march 14, 2008	{'DATE': 1.5}
446	huang	{'PERSON': 1.5}
447	dec.	{'DATE': 1.5}
448	520	{'CARDINAL': 1.2}
449	december 12, 2004	{'DATE': 1.5}
450	august 29, 2005	{'DATE': 1.5}
451	xiu zhen ren	{'PERSON': 1.5}
452	august 5, 1989	{'DATE': 1.5}
453	june 1, 1991	{'DATE': 1.5}
454	august 31, 1990	{'DATE': 1.5}
455	400 rmb	{'MONEY': 1.75}
456	ren	{'ORG': 1.75}
457	january 1996	{'DATE': 1.5}
458	iud	{'ORG': 1.75}
459	march 1996	{'DATE': 1.5}
460	august	{'DATE': 1.5}
461	14, 1996	{'DATE': 1.5}
462	evening	{'TIME': 1.2}
463	eight	{'CARDINAL': 1.2}
464	lianjiang county hospital	{'ORG': 1.75}
465	two months later	{'DATE': 1.5}
466	may 2001	{'DATE': 1.5}
467	one week	{'DATE': 1.5}
468	10,000 rmb	{'MONEY': 1.75}
469	netherlands	{'GPE': 1.5}
470	mexico	{'GPE': 1.5}
471	october 3, 2005	{'DATE': 1.5}
472	one year	{'DATE': 1.5}
473	july	{'DATE': 1.5}
474	the year	{'DATE': 1.5}
475	october 17, 2005	{'DATE': 1.5}
476	between july 20, 2006 and	{'DATE': 1.5}
477	february 4, 2008	{'DATE': 1.5}
478	the july 11, 2007	{'DATE': 1.5}
479	50,000  dollars	{'MONEY': 1.75}
480	october 28, 2004	{'DATE': 1.5}
481	venezuela	{'GPE': 1.5}
482	los	{'GPE': 1.5}
483	angeles	{'GPE': 1.5}
484	los angeles	{'GPE': 1.5}
485	new york	{'GPE': 1.5}
486	chen bin	{'PERSON': 1.5}
487	hong kong	{'GPE': 1.5}
488	yang	{'PERSON': 1.5}
489	december	{'DATE': 1.5}
490	13	{'CARDINAL': 1.2}
491	previous day	{'DATE': 1.5}
492	chinese	{'NORP': 1.75}
493	22	{'CARDINAL': 1.2}
494	724	{'CARDINAL': 1.2}
495	only one	{'CARDINAL': 1.2}
496	may 15, 2008	{'DATE': 1.5}
497	j-s	{'PRODUCT': 1.2}
498	537	{'CARDINAL': 1.2}
499	june 19, 2008	{'DATE': 1.5}
500	a full month	{'DATE': 1.5}
501	december 30, 2009	{'DATE': 1.5}
502	556	{'CARDINAL': 1.2}
503	486	{'MONEY': 1.75}
504	573	{'CARDINAL': 1.2}
505	551	{'CARDINAL': 1.2}
506	july 11, 2007	{'DATE': 1.5}
507	593	{'CARDINAL': 1.2}
508	66	{'CARDINAL': 1.2}
509	318	{'CARDINAL': 1.2}
510	365	{'CARDINAL': 1.2}
511	372	{'CARDINAL': 1.2}
512	next     	{'DATE': 1.5}
513	august 14-15, 1996	{'DATE': 1.5}
514	577	{'CARDINAL': 1.2}
515	section 1252(d)(1	{'LAW': 1.75}
516	557	{'CARDINAL': 1.2}
517	429	{'CARDINAL': 1.2}
518	433	{'CARDINAL': 1.2}
519	sidabutar	{'PERSON': 1.5}
520	503	{'CARDINAL': 1.2}
521	1116	{'CARDINAL': 1.2}
522	1119	{'CARDINAL': 1.2}
523	10th	{'ORDINAL': 1.2}
524	463	{'CARDINAL': 1.2}
525	1247	{'CARDINAL': 1.2}
526	1250	{'DATE': 1.5}
527	11th	{'ORDINAL': 1.2}
528	2006	{'DATE': 1.5}
529	93	{'CARDINAL': 1.2}
530	domenic simonetti	{'PERSON': 1.5}
531	d. brock hornby	{'PERSON': 1.5}
532	thompson	{'ORG': 1.75}
533	mcnaboe	{'ORG': 1.75}
534	ashley &amp	{'ORG': 1.75}
535	margaret d.  	{'PERSON': 1.5}
536	united  	{'ORG': 1.75}
537	jay p. mccloskey	{'PERSON': 1.5}
538	jonathan                                                                   a.  toof	{'PERSON': 1.5}
539	july 20, 1993                                                        	{'DATE': 1.5}
540	841(a)(1	{'CARDINAL': 1.2}
541	simonetti	{'ORG': 1.75}
542	lilley	{'PERSON': 1.5}
543	maryland	{'GPE': 1.5}
544	373	{'CARDINAL': 1.2}
545	83	{'CARDINAL': 1.2}
546	1963	{'DATE': 1.5}
547	brady	{'PERSON': 1.5}
548	v. devin	{'PERSON': 1.5}
549	280	{'CARDINAL': 1.2}
550	skinsacos  	{'ORG': 1.75}
551	3.4(e)3	{'CARDINAL': 1.2}
552	3.6(l)(1	{'CARDINAL': 1.2}
553	united                                                                    	{'ORG': 1.75}
554	919	{'CARDINAL': 1.2}
555	61	{'DATE': 1.5}
556	63	{'CARDINAL': 1.2}
557	7th	{'ORDINAL': 1.2}
558	several  days	{'DATE': 1.5}
559	fifth	{'ORDINAL': 1.2}
560	3.6	{'CARDINAL': 1.2}
561	arizona	{'GPE': 1.5}
562	washington	{'GPE': 1.5}
563	434	{'CARDINAL': 1.2}
564	497	{'CARDINAL': 1.2}
565	505	{'CARDINAL': 1.2}
566	9	{'CARDINAL': 1.2}
567	579	{'CARDINAL': 1.2}
568	1824	{'DATE': 1.5}
569	supreme                   	{'ORG': 1.75}
570	brady  v.                                                                samaha	{'PERSON': 1.5}
571	667	{'CARDINAL': 1.2}
572	224	{'CARDINAL': 1.2}
573	228	{'CARDINAL': 1.2}
574	kennedy	{'PERSON': 1.5}
575	456	{'CARDINAL': 1.2}
576	672	{'CARDINAL': 1.2}
577	336	{'CARDINAL': 1.2}
578	684	{'CARDINAL': 1.2}
579	689	{'CARDINAL': 1.2}
580	1949	{'DATE': 1.5}
581	503 &amp	{'ORG': 1.75}
582	506	{'CARDINAL': 1.2}
583	illinois	{'GPE': 1.5}
584	somerville	{'GPE': 1.5}
585	410	{'CARDINAL': 1.2}
586	458	{'CARDINAL': 1.2}
587	462	{'CARDINAL': 1.2}
588	1973	{'DATE': 1.5}
589	samaha	{'ORG': 1.75}
590	jorn	{'ORG': 1.75}
591	470	{'CARDINAL': 1.2}
592	485	{'CARDINAL': 1.2}
593	1971	{'DATE': 1.5}
594	884	{'CARDINAL': 1.2}
595	1524	{'DATE': 1.5}
596	515-16	{'CARDINAL': 1.2}
597	next  several days	{'DATE': 1.5}
598	508	{'CARDINAL': 1.2}
599	92-	{'CARDINAL': 1.2}
600	jan. 27, 1993	{'DATE': 1.5}
601	oregon	{'GPE': 1.5}
602	679	{'CARDINAL': 1.2}
603	v. larouche	{'ORG': 1.75}
604	866	{'CARDINAL': 1.2}
605	518	{'CARDINAL': 1.2}
606	1st  cir. 1989	{'DATE': 1.5}
607	nick skinsacos	{'PERSON': 1.5}
608	eighth	{'ORDINAL': 1.2}
609	103	{'CARDINAL': 1.2}
610	nev	{'ORG': 1.75}
611	418	{'CARDINAL': 1.2}
612	743	{'CARDINAL': 1.2}
613	1987	{'DATE': 1.5}
614	five years  earlier	{'DATE': 1.5}
615	nevada	{'GPE': 1.5}
616	93-1116	{'CARDINAL': 1.2}
617	omar martin zapata	{'PERSON': 1.5}
618	omar martin zapata-medina	{'PERSON': 1.5}
619	omar zapata martin	{'PERSON': 1.5}
620	a. david mazzone	{'PERSON': 1.5}
621	lenore glaser	{'PERSON': 1.5}
622	jeanne m.                                                                   kempthorne	{'PERSON': 1.5}
623	19, 1993                                                           	{'DATE': 1.5}
624	zapata	{'ORG': 1.75}
625	zapata  	{'PERSON': 1.5}
626	142 days  	{'DATE': 1.5}
627	december 1, 1992	{'DATE': 1.5}
628	920	{'CARDINAL': 1.2}
629	1040	{'CARDINAL': 1.2}
630	2l1.2(a	{'CARDINAL': 1.2}
631	twenty-four	{'CARDINAL': 1.2}
632	2l1.2(b)(2	{'CARDINAL': 1.2}
633	sixteen	{'CARDINAL': 1.2}
634	twenty-one	{'CARDINAL': 1.2}
635	sixty  days	{'DATE': 1.5}
636	4a1.2(a)(1	{'CARDINAL': 1.2}
637	chc ii	{'ORG': 1.75}
638	41-51 months	{'DATE': 1.5}
639	november, 1991	{'DATE': 1.5}
640	november, 1992  	{'DATE': 1.5}
641	2l1.2(b	{'CARDINAL': 1.2}
642	113	{'CARDINAL': 1.2}
643	1913	{'DATE': 1.5}
644	1915	{'DATE': 1.5}
645	v. jones	{'ORG': 1.75}
646	93-1189	{'CARDINAL': 1.2}
647	954	{'CARDINAL': 1.2}
648	4th	{'ORDINAL': 1.2}
649	113 s. ct	{'MONEY': 1.75}
650	983	{'CARDINAL': 1.2}
651	1st                                               cir	{'ORG': 1.75}
652	1830	{'DATE': 1.5}
653	968	{'CARDINAL': 1.2}
654	1159	{'CARDINAL': 1.2}
655	eleventh	{'ORDINAL': 1.2}
656	1161	{'CARDINAL': 1.2}
657	1326(b)(1	{'CARDINAL': 1.2}
658	citation	{'ORG': 1.75}
659	campbell	{'ORG': 1.75}
660	967	{'CARDINAL': 1.2}
661	20	{'CARDINAL': 1.2}
662	22-23	{'CARDINAL': 1.2}
663	two-fold	{'CARDINAL': 1.2}
664	24-25	{'CARDINAL': 1.2}
665	campbell  mirror	{'ORG': 1.75}
666	982	{'CARDINAL': 1.2}
667	3818	{'DATE': 1.5}
668	la guardia	{'PERSON': 1.5}
669	1010	{'DATE': 1.5}
670	1015	{'DATE': 1.5}
671	section 2l1.2	{'LAW': 1.75}
672	v. newman	{'PERSON': 1.5}
673	665	{'CARDINAL': 1.2}
674	672-75	{'CARDINAL': 1.2}
675	apr. 22, 1993	{'DATE': 1.5}
676	campos-martinez	{'ORG': 1.75}
677	976	{'CARDINAL': 1.2}
678	589	{'CARDINAL': 1.2}
679	3a1.3	{'PRODUCT': 1.2}
680	3b1.3	{'ORG': 1.75}
681	3c1.1	{'CARDINAL': 1.2}
682	914	{'CARDINAL': 1.2}
683	345	{'CARDINAL': 1.2}
684	chapter 3	{'LAW': 1.75}
685	zapata's  	{'ORG': 1.75}
686	419	{'CARDINAL': 1.2}
687	421	{'CARDINAL': 1.2}
688	422	{'CARDINAL': 1.2}
689	347	{'CARDINAL': 1.2}
690	5at least one	{'CARDINAL': 1.2}
691	1326(b)(2	{'CARDINAL': 1.2}
692	811	{'CARDINAL': 1.2}
693	762	{'CARDINAL': 1.2}
694	768	{'CARDINAL': 1.2}
695	newman	{'PERSON': 1.5}
696	673	{'CARDINAL': 1.2}
697	114	{'CARDINAL': 1.2}
698	117	{'CARDINAL': 1.2}
699	27.1	{'CARDINAL': 1.2}
