	0	1
145	event	1.1987334496399364
146	insufficient	1.6245951856557466
147	support	0.696016622987898
148	jurys	2.285539225721057
149	verdict	1.7775344782967077
150	finding	0.7046746857310128
151	reversible	2.8346470360580645
152	error	0.8230013473861064
153	we	0.03796076223922301
154	affirm	0.5079643914849585
155	i	0.6014904494957819
156	factual	1.0408571092796277
157	background	1.0108848357438358
158	recite	3.8073790788371715
159	light	0.8714653004940908
160	most	0.7552054943782287
161	favorable	1.5276334778129488
162	is	0.08285228599299753
163	uncomplicated	5.855071922202427
164	predawn	6.548219102762372
165	hours	2.366168960121166
166	march	1.2474048560157485
167	15	0.738576237406694
168	2008	5.449606814094262
169	coast	3.5036966650389494
170	guard	3.0366736639313516
171	cutter	5.295456134267004
172	matinicus	6.548219102762372
173	patrolling	5.295456134267004
174	mona	6.142753994654208
175	passage	2.9106329430359867
176	between	0.678922189628598
177	dominican	3.9832697453008357
178	republic	3.6860182218329043
179	when	0.4202588110658529
180	member	2.2044136809086887
181	crew	3.8401689016601623
182	sighted	5.631928370888217
183	small	2.123372470905563
184	leaving	2.271552983746317
185	island	1.5959193856790803
186	heading	4.022490458454117
187	toward	2.210928361929882
188	republic2	6.548219102762372
189	reported	2.2374199773768586
190	sighting	6.142753994654208
191	warrant	1.6355642170263205
192	1	0.3167538872737579
193	means	1.421283352969956
194	cause	1.0388307661343952
195	slow	4.196843845598895
196	come	1.812020654367877
197	stop	2.897560861468634
198	adjust	3.9455294173179887
199	its	0.27628593772091137
200	speed	3.8740704533358437
201	account	1.6137451696316807
202	weather	4.602308953707059
203	conditions	1.7119371958108944
204	sea	3.8073790788371715
205	state	0.6159739153143617
206	facilitate	3.147021721100217
207	boarding	4.756459633534317
208	2237e2	6.548219102762372
209	clarity	3.2160145925871686
210	will	0.606732925460632
211	hyphenate	6.548219102762372
212	phrase	2.3893360194027005
213	text	2.505167834927822
214	except	1.7319779466943406
215	quoting	1.1254741578392837
216	statute	1.061349629669745
217	cf	1.1321187005579523
218	rh	5.855071922202427
219	dana	4.0633124529743725
220	seamans	5.631928370888217
221	friend	3.1983150154877675
222	111	2.5685374488604116
223	14th	5.449606814094262
224	ed	1.68068465230679
225	1879	5.161924741642482
226	2	0.17575291972460041
227	lies	2.8105494844790044
228	thirtyeight	5.631928370888217
229	miles	3.6860182218329043
230	west	2.937301190118148
231	main	2.3971791968637266
232	about	0.7415792426664636
233	halfway	5.044141705986099
234	michael	1.7159133441905339
235	levecque	6.548219102762372
236	who	0.532061943064019
237	ordered	1.3524883249894368
238	brought	1.0738497924339765
239	intercept	5.295456134267004
240	later	0.8629400996707312
241	turned	2.2577596616139815
242	out	0.6931471805599453
243	operating	2.559235056198098
244	also	0.3187223918464301
245	at	0.16979291911078584
246	around	2.1724620811020863
247	510	3.603780123595932
248	am	2.0938718065088646
249	activated	4.6764169258607815
250	blue	3.3912186816122594
251	ships	4.468777561082536
252	mast	5.631928370888217
253	shined	5.631928370888217
254	spotlight	6.142753994654208
255	blew	6.142753994654208
256	whistle	6.548219102762372
257	began	1.639247462442617
258	directing	2.82252567552572
259	both	0.5284100826452479
260	english	3.434703793551998
261	spanish	3.9455294173179887
262	using	1.7079767945947977
263	loud	5.161924741642482
264	hailer	6.548219102762372
265	did	0.2924690610090056
266	not	0.015884810540023133
267	time	0.4202588110658529
268	noncompliant	5.855071922202427
269	team	3.657847344866208
270	launched	4.843471010523947
271	515	3.4801661676287554
272	arrived	2.178771250295351
273	alongside	4.2969273041558775
274	one	0.3923000006888603
275	minute	4.2969273041558775
276	commanding	4.938781190328272
277	made	0.4961299338379556
278	second	0.608047850041941
279	approach	1.9735081242589896
280	while	0.6401361645934416
281	repeating	4.6764169258607815
282	command	3.309540650597992
283	but	0.3497403862700644
284	again	1.2985669081956168
285	finally	0.9722699996160563
286	third	1.2058848507975615
287	told	1.397821866290958
288	force	1.6030116139885722
289	would	0.29535229222309034
290	used	0.960970444362123
291	if	0.3050235474882682
292	off	1.7817807691781589
293	motor	2.3893360194027005
294	point	0.9134294995931229
295	taken	1.1432920011560777
296	into	0.6704833209827333
297	custody	2.646246433187728
298	twelve	2.950906842173927
299	minutes	2.7305067768054676
300	elapsed	3.909161773147114
301	stopped	2.8346470360580645
302	subsequently	1.6137451696316807
303	charged	1.319787863678502
304	failing	1.6137451696316807
305	officers	1.8800741176128926
306	heaveto	6.548219102762372
307	2237a	6.548219102762372
308	government	1.008918266771795
309	argued	1.409483806038801
310	4	0.24560012701746736
311	convicted	1.6355642170263205
312	principal	1.8895081498462514
313	aider	5.295456134267004
314	abettor	5.449606814094262
315	jury	1.097180649196672
316	returned	1.7860451679646163
317	summarily	2.2509336965435818
318	denied	0.35687963127953504
319	posttrial	3.603780123595932
320	motion	0.5284100826452479
321	judgment	0.4072575445084792
322	acquittal	2.897560861468634
323	followed	1.358043894834039
324	ii	0.7521613519970005
325	raise	1.5888771030536673
326	five	1.290723730734591
327	claims	0.5357271884623149
328	have	0.17234285674405844
329	entered	1.0010904381515482
330	because	0.28386891244536666
331	there	0.34467195169960557
332	heard	1.794628911656008
333	understood	2.1293784949657746
334	guards	3.7448587218558376
335	orders	1.9838709112945363
336	erroneously	2.666655304818935
337	ruled	1.578405803186372
338	relating	1.736034747389955
339	prior	0.7972350266218772
340	conviction	1.3387329499209515
341	could	0.44902185585150844
342	admitted	1.7119371958108944
343	impeach	3.7150057587061567
344	he	0.31970809917118925
345	testified	1.4362313144058292
346	improperly	2.1414998554981195
347	vouched	4.843471010523947
348	own	0.8344862972530034
349	witnesses	1.8386889014500383
350	during	0.7148714237515278
351	closing	2.3585643607359468
352	arguments	1.0865081893058999
353	erred	1.1210688643713673
354	refusing	1.9430489167742813
355	give	1.2374792162157786
356	missing	3.3912186816122594
357	instruction	2.1414998554981195
358	engaged	1.7239133868576102
359	improper	1.8800741176128926
360	questioning	2.9106329430359867
361	carpiopourets	6.548219102762372
362	testimony	1.1523214078754718
363	address	1.201111572044904
364	each	0.8783381797818528
365	these	0.4501448205961323
366	turn	1.2803609436990444
367	sufficiency	2.373831832866735
368	prove	1.409483806038801
369	failure	0.770566779539716
370	must	0.4763273065417759
371	show	0.9913910410628347
372	failed	0.6469528235725392
373	knowing	2.328711397586266
374	intentional3	6.142753994654208
375	see	0.11206873439294483
376	b	0.8132610106377216
377	establish	1.1799093643943008
378	aiding	3.1809232727758987
379	abetting	3.2160145925871686
380	liability	1.5243385819160962
381	committed	1.421283352969956
382	substantive	1.7279375371573356
383	offense	1.4124206657121106
384	accomplice	3.9832697453008357
385	became	1.7279375371573356
386	associated	2.2926063929441494
387	principals	3.6304483706780935
388	endeavor	3.8401689016601623
389	took	1.290723730734591
390	part	0.6106828976799461
391	intending	4.2969273041558775
392	assure	3.0366736639313516
393	success	2.752729913590178
394	gonzalez	2.859339648648436
395	570	3.2523822367580433
396	f3d	0.5949757684745882
397	16	0.8748958355908799
398	2829	4.468777561082536
399	1st	0.14879256734763888
400	cir	0.1168880208288938
401	2009	5.295456134267004
402	internal	1.8895081498462514
403	quotations	3.2160145925871686
404	marks	2.666655304818935
405	citations	1.68068465230679
406	omitted	1.1410473313022538
407	review	0.4603086573861383
408	ask	2.230730989226062
409	whether	0.40510700604525074
410	viewed	1.669212251144553
411	prosecution	1.794628911656008
412	permit	1.4514061124250643
413	reasonable	0.7659335666182278
414	find	0.6621150713122168
415	element	1.812020654367877
416	beyond	1.2701044435318551
417	doubt	1.4951630927821644
418	rosadopă©rez	6.548219102762372
419	605	3.234033098089847
420	48	2.271552983746317
421	52	2.656398804651746
422	proof	1.442273628861792
423	operated	2.687489391721777
424	case	0.269697678596528
425	instructed	2.0652165507484885
426	located	2.2646325409017436
427	within	0.6387783911329812
428	customs	3.4127248868332227
429	waters	3.4127248868332227
430	area	1.852294553505817
431	extends	3.1304924191490064
432	four	1.1939941042760398
433	leagues	6.142753994654208
434	territory	3.7150057587061567
435	unless	1.059281376605686
436	another	0.8714653004940908
437	distance	3.603780123595932
438	has	0.2483511603893573
439	been	0.2963152195964839
440	established	1.217918690361285
441	treaty	5.161924741642482
442	santanarosa	6.548219102762372
443	132	3.4127248868332227
444	860	3.7150057587061567
445	86364	6.548219102762372
446	1998	4.150323829964002
447	quotation	2.4291819279499003
448	46	2.1915102760727807
449	70502c1d	6.548219102762372
450	term	1.285528913857487
451	includes	2.0156196096091166
452	undisputed	2.010257666467731
453	incident	2.2374199773768586
454	here	0.5769572629719099
455	occurred	1.2106810230610545
456	well	0.7192734851521653
457	express	1.7860451679646163
458	proper	1.2203429339727914
459	submit	2.366168960121166
460	jurisdictional	2.3585643607359468
461	issue	0.47748137475988256
462	70504a	6.548219102762372
463	providing	1.8297202314672778
464	issues	0.9170073209410068
465	arising	1.968366724758571
466	under	0.2176073285838746
467	maritime	3.4127248868332227
468	drug	1.639247462442617
469	act	0.8328374922628196
470	are	0.2483511603893573
471	preliminary	2.271552983746317
472	questions	1.4575411009925803
473	determined	1.1799093643943008
474	solely	1.669212251144553
475	so	0.4423104212635216
476	doing	1.894258752604849
477	harmless	2.5139784646099774
478	bravo	6.548219102762372
479	489	2.884657456632726
480	2007	5.631928370888217
481	6	0.37131287152419223
482	challenges	1.5818840675626966
483	only	0.3276289326626332
484	had	0.2158279686837973
485	requisite	2.2509336965435818
486	mens	4.150323829964002
487	rea	4.533316082220107
488	contends	1.1591473729458717
489	aware	1.9134901145327365
490	agree	0.9497971437639977
491	penalizes	5.161924741642482
492	those	0.696016622987898
493	disobey	5.449606814094262
494	ordinarily	1.764902731390807
495	goes	2.666655304818935
496	knowledge	1.5853744725024652
497	facts	0.6279820649427583
498	constitute	1.4453085325569457
499	bryan	5.449606814094262
500	524	3.329343277894172
501	184	3.9455294173179887
502	193	3.457176649404057
503	issuance	2.5969753841809453
504	constituting	3.2901225647408903
505	knew	1.5818840675626966
506	given	0.6676861163616722
507	typically	2.7195777062732773
508	necessary	1.0907635148760384
509	comprehended	5.855071922202427
510	essential	1.8847800086503053
511	message	3.3912186816122594
512	points	1.4575411009925803
513	his	0.22745080851179006
514	argument	0.5807911334826318
515	lacked	1.8800741176128926
516	saw	2.271552983746317
517	matinicuss	6.548219102762372
518	hear	2.626245766481058
519	addition	1.2881229490345336
520	hearing	0.9152168101672186
521	postarrest	4.843471010523947
522	statements	1.4124206657121106
523	immigration	3.114231898277226
524	official	2.135420809421737
525	however	0.4467797024458187
526	substantial	1.110139793839177
527	undermining	4.350994525426153
528	story	2.950906842173927
529	lit	5.855071922202427
530	up	1.097180649196672
531	started	3.0982315569307852
532	blowing	5.855071922202427
533	our	0.6607271460373687
534	horn	4.6764169258607815
535	kind	1.8800741176128926
536	obviously	2.3213853574941927
537	looked	2.9238781697860072
538	behind	2.2509336965435818
539	them	0.7721159665265453
540	im	3.0669790134266806
541	sure	2.0484094324321074
542	very	1.1500564012446197
543	surprised	4.2969273041558775
544	7	0.4202588110658529
545	over	0.7690199888214172
546	audible	6.142753994654208
547	100	2.328711397586266
548	200	2.8346470360580645
549	feet	2.937301190118148
550	less	1.0717555508308618
551	than	0.4603086573861383
552	150	3.271074369770196
553	further	0.5668048915078919
554	repeated	2.4210847177172807
555	two	0.42463040272734925
556	passes	3.6860182218329043
557	25	1.196360969286306
558	warned	2.8719184308552963
559	acknowledged	2.2174857624760413
560	statement	1.1036392292360837
561	flashing	5.449606814094262
562	lights	4.350994525426153
563	spotted	4.6764169258607815
564	tried	1.9134901145327365
565	outrun	6.548219102762372
566	having	0.895729922493722
567	detained	3.5524868292083815
568	previous	1.8252658811178977
569	occasions	2.2174857624760413
570	stated	0.7119474450600924
571	scared	5.295456134267004
572	want	2.5139784646099774
573	go	1.442273628861792
574	jail	3.4127248868332227
575	carpio	6.548219102762372
576	pouret	6.548219102762372
577	asked	1.2985669081956168
578	you	1.764902731390807
579	boat	3.6304483706780935
580	what	0.7861677199821957
581	happened	2.5779271892102504
582	responded	2.031880130480897
583	coming	3.2523822367580433
584	whole	1.7279375371573356
585	more	0.5223531289370581
586	sufficient	0.8817924146499404
587	moved	1.2374792162157786
588	ground	1.0801589616272413
589	properly	0.9991430178671528
590	appealed	1.669212251144553
591	pourets	6.548219102762372
592	filed	0.6496925513136597
593	voluntarily	2.6163934700380467
594	dismiss	1.5818840675626966
595	lost	2.1537699480899337
596	contact	2.5685374488604116
597	apparently	1.4453085325569457
598	completing	3.8740704533358437
599	sentence	1.230099108918156
600	shown	1.7817807691781589
601	affirmatively	3.082483199962646
602	withdrawal	3.114231898277226
603	direct	1.2675566714530566
604	then	0.636068362374116
605	adopt	2.4130525460200167
606	santanapă©rezs	6.548219102762372
607	appellate	1.196360969286306
608	discussed	1.6654171801760016
609	above	1.3920415033754587
610	courts	0.2668873722972726
611	aggressive	4.408152939266102
612	below	0.9703778514640183
613	fed	0.864639335423691
614	r	0.4973070970109704
615	app	1.6961888388427553
616	p	0.629325248489226
617	28i	6.142753994654208
618	separate	1.4007246259489194
619	behalf	1.9632516240918005
620	rule	0.696016622987898
621	clear	0.696016622987898
622	adoption	3.234033098089847
623	reference	1.5923920451611118
624	cannot	0.6718848629080219
625	occur	2.4130525460200167
626	vacuum	4.2456340097683265
627	meaningful	2.6163934700380467
628	adopted	1.5994592123842042
629	readily	2.373831832866735
630	transferrable	5.855071922202427
631	proponents	4.938781190328272
632	adopters	6.142753994654208
633	david	1.6245951856557466
634	940	3.0366736639313516
635	f2d	0.18519099922190752
636	722	3.114231898277226
637	737	3.8073790788371715
638	1991	0.47402315805692574
639	transferable	5.161924741642482
640	noted	1.1343433955800635
641	how	1.2777869397038715
642	might	0.8427713487871102
643	transferred	2.40508437637084
644	extent	1.196360969286306
645	argue	1.5112665003487433
646	fails	1.6030116139885722
647	essentially	1.6030116139885722
648	reasons	0.614648534073293
649	9	0.5259828969876368
650	circumstantial	2.9106329430359867
651	disobeyed	4.938781190328272
652	other	0.36613419604574077
653	able	1.6245951856557466
654	make	0.7690199888214172
655	forfeited	3.5524868292083815
656	unavailing	2.8346470360580645
657	beside	3.8073790788371715
658	governments	1.517781181369937
659	theory	1.642944324323943
660	aided	3.1638288394165985
661	abetted	3.7150057587061567
662	reasonably	1.2130877630916195
663	interpreted	2.2174857624760413
664	warning	2.752729913590178
665	sort	2.4210847177172807
666	encouragement	4.602308953707059
667	theyre	4.2456340097683265
668	lets	5.044141705986099
669	get	2.1661924680884908
670	mercado	4.756459633534317
671	610	3.3495459852116913
672	841	3.0982315569307852
673	846	2.606637295092682
674	3d	1.7319779466943406
675	can	0.678922189628598
676	aid	2.698071501052314
677	abet	5.631928370888217
678	through	0.9497971437639977
679	use	0.9405804886590736
680	words	1.4668147377779095
681	actions	1.1987334496399364
682	promote	3.1983150154877675
683	illegal	2.0823109841077887
684	venture	3.1638288394165985
685	err	2.5408859175299017
686	denying	1.314440257351907
687	limine	3.7150057587061567
688	him	0.6253010981895004
689	609a	6.142753994654208
690	chose	2.2926063929441494
691	testify	2.1661924680884908
692	although	0.5820723636386804
693	ruling	1.1410473313022538
694	does	0.41157254580989255
695	preserve	2.470681658856653
696	supreme	1.1144970992081327
697	concedes	2.1724620811020863
698	claim	0.42463040272734925
699	foreclosed	2.846917128649879
700	decision	0.5259828969876368
701	10	0.5705999624764435
702	luce	5.631928370888217
703	469	2.6770180918544817
704	38	1.933098585921113
705	1984	1.1123160732617727
706	held	0.6704833209827333
707	chooses	3.3495459852116913
708	loses	4.602308953707059
709	right	0.8213713551751753
710	forbid	4.196843845598895
711	impeachment	3.5524868292083815
712	holmquist	4.938781190328272
713	36	1.8660878756381527
714	154	3.457176649404057
715	19944	5.631928370888217
716	therefore	0.614648534073293
717	reject	1.5680430161508252
718	vouching	4.938781190328272
719	prosecutor	2.3435264833714062
720	rhetorically	6.142753994654208
721	going	1.9786760944174322
722	sic	2.381553878960646
723	believe	1.2985669081956168
724	raised	1.1637240399732836
725	lodged	3.909161773147114
726	objection	1.6541176249220684
727	overruled	3.1304924191490064
728	occurs	2.7415566129920528
729	places	2.7305067768054676
730	prestige	5.295456134267004
731	witness	1.7903278297566172
732	making	1.2499017362143359
733	personal	1.68068465230679
734	assurances	3.603780123595932
735	credibility	1.8990320313575066
736	implies	3.1304924191490064
737	credit	1.8477387369699563
738	simply	1.0010904381515482
739	trusted	5.295456134267004
740	robinson	3.3912186816122594
741	473	3.1304924191490064
742	387	3.434703793551998
743	396	3.5778046371926715
744	citation	1.8847800086503053
745	context	1.2474048560157485
746	prosecutors	2.708766790169062
747	argues	0.781461828944783
748	unfairly	2.992871041272959
749	forces	3.603780123595932
750	either	0.8328374922628196
751	take	1.0449221555277972
752	stand	2.0373595962455227
753	impeached	4.468777561082536
754	even	0.4467797024458187
755	wrongly	3.3701652724144266
756	purposes	1.097180649196672
757	preserving	3.8073790788371715
758	forgo	4.150323829964002
759	option	2.859339648648436
760	telling	2.9106329430359867
761	fundamental	2.306892350191626
762	insulate	4.022490458454117
763	matter	0.6442205814356663
764	erroneous	1.5749395952098857
765	may	0.3059958373072074
766	11	0.6226272998050982
767	rhetorical	4.756459633534317
768	question	0.6226272998050982
769	neither	0.9798745990012756
770	things	2.1414998554981195
771	just	1.3834331288388584
772	finished	4.196843845598895
773	outlining	4.022490458454117
774	factors	1.6030116139885722
775	believed	1.7775344782967077
776	undermined	3.0366736639313516
777	theres	4.2456340097683265
778	matters	1.469925160192302
779	version	2.0652165507484885
780	events	1.4730452875285456
781	choose	2.646246433187728
782	implicit	2.5969753841809453
783	believable	5.449606814094262
784	merely	1.1036392292360837
785	asking	2.462242790210788
786	members	1.9530992526277824
787	common	1.5210545067149062
788	sense	1.6541176249220684
789	evaluating	2.7640294688441114
790	pă©rezruiz	6.548219102762372
791	353	3.7448587218558376
792	2003	6.142753994654208
793	rodră­guez	6.548219102762372
794	215	3.5036966650389494
795	110	3.2901225647408903
796	123	3.271074369770196
797	2000	3.8401689016601623
798	assert	1.9232462894781013
799	why	1.479314900542141
800	ought	2.8719184308552963
801	accepted	1.7199053654600713
802	truthful	4.408152939266102
803	wayne	3.7756303805225913
804	lafave	4.602308953707059
805	et	0.9116453777996214
806	al	1.0287601875707992
807	procedure	1.448352674938174
808	247e	6.548219102762372
809	prohibited	2.7640294688441114
810	explaining	1.8297202314672778
811	conclude	0.9684892767761503
812	accept	1.7483048399817693
813	particular	0.9952595178407551
814	tone	4.533316082220107
815	inflection	6.548219102762372
816	suggested	1.7001027381638916
817	mean	2.021010458243993
818	placed	1.6654171801760016
819	special	1.333283345153387
820	emphasis	1.1799093643943008
821	true	1.4514061124250643
822	troubling	3.7756303805225913
823	such	0.35687963127953504
824	imply	3.1809232727758987
825	12	0.6635049256012711
826	way	1.097180649196672
827	accuracy	2.9647001643062625
828	characterization	3.1809232727758987
829	transcript	2.1414998554981195
830	record	0.3976163343160931
831	necessarily	1.6209654176051678
832	defer	2.775458164667734
833	onthespot	4.408152939266102
834	assessment	2.0049243204923686
835	reagan	5.855071922202427
836	brock	3.309540650597992
837	628	3.329343277894172
838	721	3.7448587218558376
839	723	3.7448587218558376
840	1980	1.6030116139885722
841	noting	1.6578699745406187
842	ability	1.7239133868576102
843	comprehend	5.044141705986099
844	courtroom	3.457176649404057
845	vastly	4.350994525426153
846	inferior	4.6764169258607815
847	hears	4.843471010523947
848	counsels	2.1055678462720557
849	perceives	5.161924741642482
850	length	2.306892350191626
851	character	2.4455757377255765
852	pause	3.434703793551998
853	answer	1.7775344782967077
854	rules	1.314440257351907
855	partys	2.3585643607359468
856	strategies	4.756459633534317
857	d	0.9856162415689509
858	adverse	2.053980477481563
859	inference	1.9480614585978253
860	radar	4.6764169258607815
861	equipment	2.698071501052314
862	supposed	2.9106329430359867
863	recorded	2.7415566129920528
864	video	4.2969273041558775
865	chase	3.3701652724144266
866	technical	2.78701898706881
867	played	2.752729913590178
868	number	1.2933312941416717
869	efforts	2.0264305257133324
870	play	2.7305067768054676
871	including	0.8887368870027513
872	bringing	2.4964341549590676
873	back	1.554390926982498
874	cutters	5.855071922202427
875	recording	3.5036966650389494
876	system	1.9281603042805304
877	none	1.6961888388427553
878	worked	2.2926063929441494
879	notified	2.4791923485245615
880	problem	1.7860451679646163
881	month	2.053980477481563
882	call	1.9530992526277824
883	13	0.7236950104100427
884	advised	2.306892350191626
885	infer	2.285539225721057
886	unfavorable	4.196843845598895
887	based	0.5555053362539586
888	produce	2.135420809421737
889	refused	1.5611936743052504
890	citing	1.2106810230610545
891	lack	1.0886335886182135
892	acted	1.7119371958108944
893	bad	2.210928361929882
894	faith	2.1293784949657746
895	impossibility	4.533316082220107
896	producing	3.082483199962646
897	produced	2.2577596616139815
898	challenge	1.285528913857487
899	abuse	1.20349536340018
900	discretion	0.8904805666075781
901	rose	3.5778046371926715
902	104	2.846917128649879
903	1408	5.161924741642482
904	1417	4.756459633534317
905	1997	3.3912186816122594
906	some	0.629325248489226
907	circumstances	0.6902859482789131
908	justify	1.852294553505817
909	nonproducing	6.548219102762372
910	party5	6.548219102762372
911	encompasses	3.309540650597992
912	everything	3.457176649404057
913	intentional	2.606637295092682
914	destruction	3.6860182218329043
915	documents	1.9430489167742813
916	party	1.0049966931186134
917	seeking	1.4065555462597126
918	burden	1.1591473729458717
919	laying	4.408152939266102
920	appropriate	1.0368085207536275
921	evidentiary	1.6578699745406187
922	foundation	2.5685374488604116
923	laurent	6.548219102762372
924	607	3.4127248868332227
925	895	2.40508437637084
926	902	2.846917128649879
927	particulars	3.7448587218558376
928	required	0.7236950104100427
929	showing	1.201111572044904
930	vary	3.3701652724144266
931	situation	1.564612481054036
932	basic	2.042869252056492
933	thrust	3.1304924191490064
934	always	2.099702726819658
935	same	0.5846397591439262
936	distinct	2.328711397586266
937	resulted	1.843203581804565
938	denial	1.1660202522336336
939	due	0.8783381797818528
940	process	1.1254741578392837
941	eg	0.6917155410885075
942	illinois	3.0366736639313516
943	fisher	3.9832697453008357
944	540	3.6860182218329043
945	544	3.5778046371926715
946	2004	5.631928370888217
947	per	0.4323269772793385
948	curiam	0.6106828976799461
949	14	0.781461828944783
950	spoliation	6.548219102762372
951	myerson	6.142753994654208
952	153	3.3701652724144266
953	159	3.657847344866208
954	2d	1.1799093643943008
955	1994	0.3276289326626332
956	basis	0.6279820649427583
957	gave	1.4124206657121106
958	satisfactory	3.0072597787250586
959	explanation	1.8753902683004664
960	mishap	5.631928370888217
961	nothing	1.1729406950782075
962	suggest	1.6730217795612208
963	untrue	4.2969273041558775
964	reason	0.8904805666075781
965	suppose	3.5036966650389494
966	overly	3.9455294173179887
967	signaled	4.756459633534317
968	disbelieved	4.533316082220107
969	evid	2.606637295092682
970	614c	6.548219102762372
971	plain	1.5112665003487433
972	paz	5.449606814094262
973	uribe	5.295456134267004
974	891	2.8346470360580645
975	400	3.1304924191490064
976	1989	0.6347160971241024
977	principles	1.8297202314672778
978	governing	1.8847800086503053
979	easily	2.0373595962455227
980	applied	1.282941590292536
981	wellsettled	4.756459633534317
982	mere	1.6730217795612208
983	moderator	5.855071922202427
984	quercia	6.142753994654208
985	289	3.9455294173179887
986	466	2.7305067768054676
987	1933	4.150323829964002
988	among	1.3387329499209515
989	prerogative	3.9832697453008357
990	times	1.8568712205332287
991	duty	1.68068465230679
992	eliciting	4.602308953707059
993	deems	3.329343277894172
994	presentation	2.7195777062732773
995	llach	6.142753994654208
996	739	3.2901225647408903
997	1322	4.602308953707059
998	132930	6.548219102762372
999	8th	1.6961888388427553
1000	614b	6.548219102762372
1001	interrogate	5.295456134267004
1002	called	1.5959193856790803
1003	itself	1.059281376605686
1004	broad	1.870728255194655
1005	many	1.5611936743052504
1006	different	0.960970444362123
1007	situations	2.2509336965435818
1008	judicial	1.2803609436990444
1009	interrogation	3.909161773147114
1010	warranted	1.989092855275688
